'IT855524','2024-04-21 12:53:22.103','TR47794',0.3810,'Irregular','Market',0.2080,0.4860,'0.114','0.124',0.0170,'{"washsus": "Low", "layerind": "Suspected", "spoofprob": 0.32, "frontscore": 85.6200, "momentignit": "Weak", "qstuffindex": 0.5190, "markclosepat": "Occasional"}'
'IT110951','2025-01-05 18:39:26.103','TR47821',1.8540,'Irregular','Mixed',0.2130,0.1640,'0.338','0.016',0.0580,'{"washsus": "High", "layerind": "Confirmed", "spoofprob": 0.95, "frontscore": 15.8200, "momentignit": "Weak", "qstuffindex": 0.5280, "markclosepat": "Occasional"}'
'IT589692','2024-06-12 16:39:52.103','TR74663',1.1190,'Regular','Mixed',0.1270,0.1140,'0.153','0.089',0.0150,'{"washsus": "High", "layerind": "Confirmed", "spoofprob": 0.25, "frontscore": 16.9400, "momentignit": "Weak", "qstuffindex": 0.8940, "markclosepat": "Occasional"}'
'IT410905','2024-10-14 05:30:55.103','TR88860',1.2870,'Irregular','Mixed',0.2240,0.4390,'0.117','0.037',0.0300,'{"washsus": "Low", "layerind": "Confirmed", "spoofprob": 0.69, "frontscore": 50.5300, "momentignit": "Weak", "qstuffindex": 0.5500, "markclosepat": "Frequent"}'
'IT969905','2024-06-06 00:30:06.103','TR52484',0.0850,'Suspicious','Mixed',0.3000,0.1860,'0.348','0.177',0.0600,'{"washsus": "High", "layerind": "Suspected", "spoofprob": 0.15, "frontscore": 35.0900, "momentignit": "Weak", "qstuffindex": 0.1740, "markclosepat": "Frequent"}'
'IT612009','2024-09-27 18:55:18.103','TR19906',0.2600,'Irregular','Market',0.2930,0.4480,'0.249','0.159',0.0950,'{"washsus": "Medium", "layerind": "Suspected", "spoofprob": 0.17, "frontscore": 11.1400, "momentignit": "Weak", "qstuffindex": 0.0960, "markclosepat": "Occasional"}'
'IT136857','2024-11-05 18:40:25.103','TR11824',0.1960,'Regular','Mixed',0.2210,0.1610,'0.033','0.189',0.0230,'{"washsus": "Medium", "layerind": "Confirmed", "spoofprob": 0.37, "frontscore": 28.4800, "momentignit": "Weak", "qstuffindex": 0.5420, "markclosepat": "Frequent"}'
'IT514814','2024-08-15 15:11:42.103','TR69443',1.3840,'Irregular','Market',0.2270,0.2540,'0.155','0.146',0.0910,'{"washsus": "Low", "layerind": "Suspected", "spoofprob": 0.57, "frontscore": 41.6000, "momentignit": "Weak", "qstuffindex": 0.7140, "markclosepat": "Occasional"}'
'IT422609','2024-08-04 13:27:41.103','TR68014',0.0290,'Irregular','Mixed',0.0500,0.1600,'0.098','0.144',0.0750,'{"washsus": "Low", "layerind": "Confirmed", "spoofprob": 0.78, "frontscore": 14.4600, "momentignit": "Strong", "qstuffindex": 0.9420, "markclosepat": "Occasional"}'
'IT451756','2024-07-01 04:30:39.103','TR95799',0.9100,'Regular','Market',0.2080,0.2780,'0.313','0.015',0.0030,'{"washsus": "Medium", "layerind": "Suspected", "spoofprob": 0.58, "frontscore": 51.0200, "momentignit": "Strong", "qstuffindex": 0.7130, "markclosepat": "Occasional"}'
'IT125621','2024-09-27 09:55:39.103','TR19140',0.3890,'Regular','Market',0.2240,0.3850,'0.39','0.051',0.0520,'{"washsus": "High", "layerind": "Confirmed", "spoofprob": 0.79, "frontscore": 42.6200, "momentignit": "Weak", "qstuffindex": 0.6120, "markclosepat": "Occasional"}'
'IT104923','2024-07-07 20:06:19.103','TR45417',0.9480,'Irregular','Market',0.1180,0.3480,'0.267','0.126',0.0100,'{"washsus": "Medium", "layerind": "Suspected", "spoofprob": 0.88, "frontscore": 89.0200, "momentignit": "Weak", "qstuffindex": 0.5320, "markclosepat": "Frequent"}'
'IT826759','2024-05-25 14:06:18.103','TR40775',1.6420,'Irregular','Market',0.0060,0.2880,'0.101','0.098',0.0450,'{"washsus": "Medium", "layerind": "Suspected", "spoofprob": 0.46, "frontscore": 76.4900, "momentignit": "Weak", "qstuffindex": 0.0190, "markclosepat": "Frequent"}'
'IT564930','2025-01-18 22:50:06.103','TR30517',1.9240,'Regular','Market',0.2520,0.2520,'0.146','0.193',0.0570,'{"washsus": "High", "layerind": "Confirmed", "spoofprob": 0.69, "frontscore": 87.4900, "momentignit": "Weak", "qstuffindex": 0.8140, "markclosepat": "Occasional"}'
'IT410556','2024-08-20 11:11:51.103','TR20084',0.5680,'Irregular','Mixed',0.0540,0.3980,'0.055','0.164',0.0470,'{"washsus": "High", "layerind": "Suspected", "spoofprob": 0.49, "frontscore": 13.9400, "momentignit": "Strong", "qstuffindex": 0.7730, "markclosepat": "Occasional"}'
'IT270960','2024-04-04 01:26:45.104','TR65076',0.1640,'Suspicious','Market',0.0810,0.2960,'0.235','0.063',0.1000,'{"washsus": "Low", "layerind": "Suspected", "spoofprob": 0.71, "frontscore": 77.1000, "momentignit": "Strong", "qstuffindex": 0.9950, "markclosepat": "Occasional"}'
'IT822463','2024-06-11 06:21:29.104','TR45741',0.4890,'Regular','Market',0.1020,0.2700,'0.092','0.043',0.0580,'{"washsus": "Medium", "layerind": "Suspected", "spoofprob": 0.26, "frontscore": 74.9200, "momentignit": "Weak", "qstuffindex": 0.6800, "markclosepat": "Occasional"}'
'IT858554','2024-04-16 15:57:58.104','TR35902',1.3290,'Irregular','Mixed',0.0600,0.3500,'0.351','0.08',0.0760,'{"washsus": "High", "layerind": "Suspected", "spoofprob": 0.87, "frontscore": 58.0400, "momentignit": "Weak", "qstuffindex": 0.7000, "markclosepat": "Frequent"}'
'IT386159','2024-07-07 16:42:03.104','TR59322',0.4980,'Irregular','Limit',0.0530,0.3920,'0.312','0.186',0.0080,'{"washsus": "Low", "layerind": "Confirmed", "spoofprob": 0.80, "frontscore": 9.6100, "momentignit": "Weak", "qstuffindex": 0.1470, "markclosepat": "Frequent"}'
'IT471570','2024-09-08 01:04:00.104','TR48890',1.8950,'Irregular','Mixed',0.1130,0.3640,'0.054','0.182',0.0370,'{"washsus": "Low", "layerind": "Suspected", "spoofprob": 0.20, "frontscore": 6.9400, "momentignit": "Weak", "qstuffindex": 0.3420, "markclosepat": "Frequent"}'
'IT394977','2025-01-26 00:33:06.104','TR75710',1.4750,'Suspicious','Mixed',0.1600,0.1970,'0.163','0.158',0.0530,'{"washsus": "Low", "layerind": "Suspected", "spoofprob": 0.60, "frontscore": 88.6300, "momentignit": "Weak", "qstuffindex": 0.7800, "markclosepat": "Occasional"}'
'IT545372','2024-11-11 23:34:27.104','TR14652',1.9710,'Irregular','Limit',0.1250,0.0570,'0.0','0.161',0.0340,'{"washsus": "Low", "layerind": "Suspected", "spoofprob": 0.60, "frontscore": 29.9700, "momentignit": "Weak", "qstuffindex": 0.7100, "markclosepat": "Occasional"}'
'IT644663','2024-11-17 19:52:59.104','TR78024',0.6780,'Irregular','Mixed',0.2250,0.3180,'0.023','0.122',0.0170,'{"washsus": "Low", "layerind": "Confirmed", "spoofprob": 0.53, "frontscore": 1.1200, "momentignit": "Strong", "qstuffindex": 0.9420, "markclosepat": "Occasional"}'
