'SC9016','Site-North Alexanderville','Unit-C9','S29-E8',-9.60214,-2.75641,4391.4,329.9,'Iron Age','-2929 BCE','Burial','Excellent',NULL,'Closed','Minimal','Expired','Required','Approved','Low                                               '
'SC9081','Site-Grahammouth','Unit-A14','N44-W27',57.10752,70.03605,429.3,97.5,'Medieval','1335 BCE','Industrial','Fair','Temporary                                         ','Restricted','Standard','Pending','Pending','Pending','Low                                               '
'SC4817','Site-Port Brianside','Unit-D19','S48-W26',73.60554,141.71112,4934.6,499.9,'Iron Age','-4985 BCE','Burial','Critical',NULL,'Closed','High','Expired','Completed','Review','High                                              '
'SC4082','Site-Kingport','Unit-B15','N14-W23',-74.17208,-148.65162,1316.1,286.0,'Iron Age','-3387 BCE','Military','Good',NULL,'Restricted','Minimal','Pending','Required','Pending','Medium                                            '
'SC3155','Site-South Tina','Unit-C19','S32-E39',49.94858,-88.61409,1125.0,9.3,'Iron Age','164 CE','Industrial','Good',NULL,'Open','High','Pending','Pending','Review','High                                              '
'SC1822','Site-Luisbury','Unit-A11','S1-E38',-64.49032,55.99042,1615.4,149.4,'Classical','246 BCE','Industrial','Good','Temporary                                         ','Closed','Standard','Active','Required','Pending','High                                              '
'SC6676','Site-West Kennethtown','Unit-C11','N36-E13',10.24918,89.81715,1288.8,63.4,'Iron Age','-3679 BCE','Burial','Good','Temporary                                         ','Open','High','Active','Required','Approved','High                                              '
'SC4460','Site-South Stephenchester','Unit-C14','S49-E18',-61.02120,23.22950,2328.0,262.1,'Iron Age','780 CE','Settlement','Excellent',NULL,'Closed','Minimal','Pending','Required','Pending','Medium                                            '
'SC2917','Site-South Markport','Unit-B10','S31-W43',52.53467,146.57428,1365.1,81.7,'Medieval','57 CE','Industrial','Fair','Temporary                                         ','Restricted','High','Active','Required','Approved','Medium                                            '
'SC5714','Site-Port Jonathanland','Unit-D18','S17-W8',62.14734,121.62344,1462.5,25.6,'Iron Age','-3262 BCE','Burial','Poor','Permanent                                         ','Closed','High','Expired','Pending','Approved','Medium                                            '
'SC4539','Site-Heatherfort','Unit-A15','S1-E12',-26.69096,-49.06739,2200.3,95.1,'Classical','820 CE','Burial','Excellent','Permanent                                         ','Restricted','Standard','Active','Pending','Approved','Low                                               '
'SC2451','Site-Port Jenniferbury','Unit-D19','N10-E32',-72.37488,83.92511,3431.0,99.7,'Iron Age','-1833 BCE','Religious','Excellent','Temporary                                         ','Open','Standard','Expired','Required','Pending','Medium                                            '
'SC8954','Site-North Danieltown','Unit-D20','N22-E49',74.48325,-102.83366,612.1,189.7,'Classical','-1933 BCE','Religious','Critical',NULL,'Restricted','Standard','Expired','Pending','Pending','Low                                               '
'SC7572','Site-Smithbury','Unit-B9','S6-E12',-88.73767,-154.47302,542.4,64.9,'Bronze Age','-3287 BCE','Military','Good','Temporary                                         ','Open','Minimal','Active','Required','Approved','Medium                                            '
'SC1518','Site-Mitchellton','Unit-A11','S47-E44',-61.26687,121.83193,3661.9,339.9,'Classical','1363 CE','Military','Fair',NULL,'Restricted','High','Active','Required','Pending','High                                              '
'SC1379','Site-Andradehaven','Unit-A12','S24-W43',-50.85833,34.37944,2445.3,107.9,'Bronze Age','-4643 BCE','Burial','Good','Temporary                                         ','Closed','Standard','Expired','Completed','Review','Low                                               '
'SC3866','Site-North Ryan','Unit-C7','N43-E48',3.66573,29.35298,1273.9,230.8,'Classical','-895 BCE','Military','Critical','Permanent                                         ','Restricted','Minimal','Active','Pending','Approved','High                                              '
'SC7009','Site-Jacquelineshire','Unit-C4','N6-E48',-83.99546,146.49633,586.6,470.4,'Neolithic','-2005 BCE','Settlement','Fair','Permanent                                         ','Closed','Minimal','Expired','Required','Approved','Medium                                            '
'SC6604','Site-East Williamberg','Unit-D20','N20-W14',-31.73116,-28.47852,807.6,237.6,'Medieval','624 BCE','Burial','Critical','Permanent                                         ','Restricted','High','Active','Pending','Review','High                                              '
'SC3210','Site-East Gregoryborough','Unit-D6','N10-E30',-34.40961,-174.38287,2567.9,181.7,'Classical','1004 CE','Settlement','Good','Temporary                                         ','Closed','Minimal','Pending','Pending','Review','Low                                               '
'SC9774','Site-East Samuelshire','Unit-C5','N22-W40',47.17876,-128.60397,4827.5,224.2,'Classical','-4088 BCE','Religious','Excellent',NULL,'Restricted','Minimal','Pending','Required','Review','Low                                               '
'SC1988','Site-Whitechester','Unit-B19','S42-E13',-48.33012,145.17104,300.9,123.8,'Classical','-1587 BCE','Settlement','Critical',NULL,'Restricted','Standard','Pending','Required','Pending','Medium                                            '
'SC9214','Site-Port Caitlyn','Unit-D20','N16-E33',66.69608,36.51031,3935.7,65.3,'Medieval','789 CE','Burial','Excellent',NULL,'Closed','Minimal','Pending','Required','Pending','High                                              '
'SC9095','Site-Warnerfurt','Unit-D13','N35-W45',26.04528,-144.93922,1455.5,199.2,'Iron Age','-250 BCE','Military','Excellent','Permanent                                         ','Open','Minimal','Pending','Required','Review','Low                                               '
'SC8649','Site-Hernandezshire','Unit-C7','S6-E49',88.98638,52.35501,3559.1,24.2,'Classical','1014 BCE','Burial','Good','Permanent                                         ','Open','Minimal','Pending','Completed','Approved','Medium                                            '
'SC3294','Site-Murrayton','Unit-B10','N1-W6',-13.03528,61.37566,1820.1,168.2,'Bronze Age','662 CE','Burial','Critical','Temporary                                         ','Open','Minimal','Active','Completed','Approved','Medium                                            '
'SC8072','Site-Robinville','Unit-C2','N50-E9',53.22729,166.95498,4301.9,344.0,'Classical','782 CE','Industrial','Good','Temporary                                         ','Closed','Minimal','Active','Required','Review','High                                              '
'SC4716','Site-East Markbury','Unit-D4','N30-W7',20.76669,166.75664,3083.9,206.3,'Medieval','-517 BCE','Military','Excellent','Permanent                                         ','Open','Standard','Active','Completed','Pending','Low                                               '
'SC4554','Site-South Brian','Unit-A10','S46-W4',-19.62460,40.06441,3381.9,277.7,'Medieval','253 BCE','Military','Fair','Permanent                                         ','Open','Minimal','Expired','Required','Pending','Low                                               '
'SC8070','Site-Randallport','Unit-C4','N50-E45',-65.22719,57.99977,1443.7,183.4,'Classical','1417 CE','Military','Good','Permanent                                         ','Open','Minimal','Pending','Required','Review','Medium                                            '
'SC5229','Site-Daughertymouth','Unit-A20','N48-E25',4.40762,91.35322,2526.0,132.6,'Iron Age','-1600 BCE','Military','Fair','Permanent                                         ','Open','Standard','Pending','Completed','Approved','Low                                               '
'SC4383','Site-North Tanyafurt','Unit-D8','S24-W11',-42.06779,84.97868,4658.0,499.4,'Bronze Age','834 CE','Military','Good',NULL,'Open','Minimal','Expired','Pending','Pending','Medium                                            '
'SC5700','Site-Stevenborough','Unit-A14','S41-E27',13.65821,-115.53927,1077.8,377.4,'Iron Age','-2157 BCE','Religious','Fair','Permanent                                         ','Open','Minimal','Active','Completed','Review','Medium                                            '
'SC2706','Site-Ortizville','Unit-C11','N28-E21',-16.32121,-115.37716,673.7,167.1,'Iron Age','-2697 BCE','Burial','Good',NULL,'Closed','Standard','Expired','Pending','Pending','Medium                                            '
'SC7359','Site-Vincentburgh','Unit-B6','S6-E18',-89.33688,83.48819,2034.9,12.8,'Medieval','350 BCE','Religious','Fair','Permanent                                         ','Open','High','Pending','Required','Review','High                                              '
'SC3547','Site-Johnnychester','Unit-B5','N50-E27',-73.09089,-94.36500,4294.3,267.9,'Neolithic','907 CE','Religious','Critical','Temporary                                         ','Closed','Standard','Expired','Pending','Review','Medium                                            '
'SC7338','Site-Sanchezside','Unit-B18','N10-E16',2.05597,32.16492,2344.3,236.1,'Iron Age','-3491 BCE','Industrial','Good',NULL,'Open','Standard','Pending','Completed','Pending','Low                                               '
