1,'iOS','Safari','13.7','1.9.5','1440x900','820x750','Cable',75.50,1
2,'Windows','Edge','15.2','3.5.8','1920x1080','418x659','Cable',50.00,2
3,'Windows','Chrome','13.2','2.9.5','1920x1080','420x697','5G',60.10,3
4,'Windows','Edge','8.8','5.5.4','1280x1334','959x720','4G',12.00,4
5,'MacOS','Firefox','10.0','3.7.9','1280x1080','735x598','4G',68.00,5
6,'MacOS','Firefox','15.9','2.3.9','750x1080','596x533','Cable',75.20,6
7,'MacOS','Edge','13.3','3.1.0','1440x900','515x546','Cable',84.50,7
8,'Windows','Safari','15.8','2.3.6','750x1080','679x506','Cable',43.30,8
9,'MacOS','Chrome','15.3','4.5.8','1280x1080','448x761','Cable',4.90,9
10,'Windows','Firefox','10.8','1.8.7','1920x720','609x680','4G',8.50,10
11,'iOS','Firefox','15.0','3.3.7','1440x720','891x782','4G',96.20,11
12,'Android','Safari','11.5','5.3.6','1280x720','337x696','WiFi',74.00,12
13,'Android','Safari','14.4','2.3.8','750x1080','874x607','5G',38.80,13
14,'Android','Firefox','10.2','5.1.8','1440x1334','531x785','Cable',68.00,14
15,'Windows','Safari','8.2','1.7.4','1440x1080','1159x767','WiFi',3.30,15
16,'Android','Firefox','15.7','4.7.9','750x720','473x541','4G',97.60,16
17,'iOS','Edge','9.2','4.9.4','1280x900','1134x761','Cable',13.20,17
18,'Windows','Edge','12.7','5.9.8','1920x1080','907x616','5G',82.50,18
19,'Android','Safari','13.2','3.5.8','1280x1334','994x686','4G',87.80,19
20,'Windows','Safari','12.7','1.2.1','750x1080','737x565','Cable',84.70,20
21,'Windows','Edge','9.1','5.8.2','1440x900','1049x745','5G',10.60,21
22,'MacOS','Firefox','8.1','5.0.2','750x1080','431x617','WiFi',52.00,22
23,'Windows','Safari','9.7','4.0.4','1440x1334','318x624','Cable',99.90,23
24,'Windows','Safari','13.7','3.9.8','1280x900','1007x675','5G',61.20,24
25,'Android','Chrome','15.4','3.0.9','1920x720','535x612','Cable',85.90,25
26,'Android','Edge','8.4','3.8.2','1440x1334','587x654','5G',27.00,26
27,'iOS','Edge','14.2','1.1.9','1920x1334','1098x780','WiFi',98.50,27
28,'Windows','Firefox','8.8','1.2.0','750x1080','388x581','4G',78.30,28
29,'iOS','Firefox','9.4','3.6.8','1920x720','995x637','WiFi',64.10,29
30,'Android','Firefox','8.8','1.3.8','1920x720','457x575','WiFi',85.80,30
31,'Windows','Firefox','10.1','5.2.5','1280x1080','872x513','5G',46.50,31
32,'Windows','Edge','11.9','5.8.2','1920x720','1051x650','Cable',85.80,32
33,'Android','Chrome','15.9','3.6.3','1920x1080','693x749','WiFi',25.20,33
34,'Android','Chrome','10.1','2.9.3','1280x1080','913x637','WiFi',72.60,34
35,'Windows','Firefox','14.2','2.6.2','1440x1334','433x703','5G',28.20,35
36,'Windows','Safari','13.8','2.9.7','1440x1080','1039x589','WiFi',61.30,36
37,'Android','Safari','13.1','2.5.0','1440x900','938x589','5G',92.60,37
38,'Windows','Chrome','14.5','3.3.3','1440x1334','947x647','WiFi',10.10,38
39,'Android','Chrome','9.1','4.1.8','1440x1080','530x616','5G',12.20,39
40,'Android','Chrome','8.7','2.5.3','1280x1080','971x647','WiFi',80.60,40
41,'MacOS','Edge','9.3','4.5.9','1440x900','1092x752','WiFi',78.50,41
42,'iOS','Firefox','14.1','3.8.9','1440x720','1199x680','4G',39.90,42
43,'Windows','Chrome','11.9','4.2.6','1280x1334','1130x751','Cable',57.40,43
44,'MacOS','Edge','15.1','4.6.1','750x720','1086x701','4G',80.00,44
45,'MacOS','Edge','11.5','2.9.5','1280x1334','341x779','Cable',72.10,45
46,'iOS','Safari','11.0','4.6.2','1920x720','583x678','Cable',14.30,46
47,'Android','Safari','9.1','3.5.9','1920x1080','1190x527','5G',14.90,47
48,'Android','Edge','9.8','4.2.5','1280x1334','397x534','4G',66.20,48
49,'Windows','Firefox','15.2','1.1.8','1440x900','1156x622','4G',93.60,49
50,'iOS','Edge','14.3','3.2.7','1440x720','663x694','5G',82.00,50
51,'MacOS','Safari','12.2','3.9.9','750x900','659x771','Cable',71.90,51
52,'Android','Edge','8.4','5.9.6','1440x900','658x614','5G',84.00,52
53,'Windows','Firefox','12.0','1.9.8','750x1080','1156x671','4G',80.00,53
54,'Windows','Edge','11.6','5.3.0','1920x900','949x509','WiFi',47.00,54
55,'iOS','Edge','12.2','3.3.8','1440x1080','1126x531','5G',86.30,55
56,'MacOS','Safari','14.4','3.9.4','1440x1334','357x772','Cable',16.50,56
57,'Android','Chrome','10.7','2.0.1','1440x900','1080x706','WiFi',88.80,57
58,'Windows','Chrome','12.2','2.8.6','750x1080','930x598','4G',68.50,58
59,'MacOS','Safari','15.5','3.8.4','750x1334','865x705','Cable',52.70,59
60,'MacOS','Edge','12.1','3.2.7','750x720','965x681','Cable',12.40,60
61,'MacOS','Safari','8.2','3.1.9','1280x720','853x758','5G',69.80,61
62,'Windows','Safari','9.9','5.3.3','1440x900','328x603','Cable',19.80,62
63,'Windows','Firefox','12.6','4.4.3','1280x720','418x758','5G',67.20,63
64,'Windows','Edge','12.2','4.7.4','750x1334','1097x592','WiFi',73.30,64
65,'iOS','Chrome','9.9','4.4.7','1440x1080','911x719','5G',50.60,65
66,'iOS','Safari','10.3','2.9.2','1440x900','1075x556','4G',39.20,66
67,'iOS','Safari','13.2','4.2.6','1920x1334','366x760','4G',62.00,67
68,'MacOS','Edge','9.3','4.9.8','1440x1080','418x729','5G',92.00,68
69,'MacOS','Edge','14.0','1.6.4','1440x720','841x711','Cable',80.00,69
70,'Windows','Safari','15.7','2.2.5','1280x1080','859x633','5G',23.70,70
71,'Windows','Edge','13.4','1.4.3','1440x720','659x797','4G',18.40,71
72,'Windows','Chrome','15.7','2.7.7','1920x900','502x586','WiFi',18.60,72
73,'Windows','Firefox','11.8','5.8.8','1920x1334','690x595','WiFi',59.00,73
74,'MacOS','Safari','15.7','4.3.3','1440x1080','542x772','4G',67.80,74
75,'Windows','Firefox','9.6','1.2.7','1440x720','1177x759','4G',60.30,75
76,'Android','Chrome','15.5','1.1.4','1280x1334','479x632','WiFi',88.80,76
77,'iOS','Edge','9.0','5.8.5','1920x900','935x566','Cable',62.30,77
78,'iOS','Chrome','10.9','4.0.7','1280x720','1187x604','5G',8.60,78
79,'Android','Safari','15.5','5.1.1','1280x1080','383x511','Cable',39.20,79
80,'Windows','Chrome','9.9','2.3.1','750x1080','1077x680','4G',89.80,80
81,'Windows','Firefox','9.4','3.7.7','1920x720','438x584','5G',14.90,81
82,'iOS','Chrome','13.9','2.2.5','750x1334','1132x637','5G',63.30,82
83,'MacOS','Firefox','8.7','1.0.8','1440x900','981x657','5G',71.30,83
84,'Android','Safari','12.0','3.0.7','1920x1080','415x551','Cable',49.00,84
85,'MacOS','Edge','8.6','1.8.8','1440x900','866x787','Cable',92.80,85
86,'Android','Chrome','11.6','5.4.7','1440x900','428x516','WiFi',17.30,86
87,'Android','Edge','11.4','5.7.3','1440x720','303x506','WiFi',72.80,87
88,'iOS','Edge','11.5','5.6.0','1280x720','925x796','4G',26.70,88
89,'iOS','Safari','11.0','1.9.9','1280x720','427x672','4G',76.50,89
90,'Android','Edge','8.9','1.0.9','1280x1334','497x501','5G',75.50,90
91,'iOS','Chrome','15.5','2.7.6','1280x720','1154x508','5G',46.10,91
92,'MacOS','Chrome','10.5','2.4.1','750x1080','474x683','Cable',98.00,92
93,'Android','Firefox','11.8','4.6.4','1280x720','621x504','4G',51.90,93
94,'MacOS','Edge','13.4','1.4.2','1280x1080','315x719','Cable',19.30,94
95,'Windows','Firefox','13.5','5.9.3','750x1080','820x521','WiFi',92.90,95
96,'iOS','Chrome','15.6','5.5.2','1440x1334','411x652','5G',83.20,96
97,'iOS','Chrome','9.9','1.4.8','1280x900','806x624','Cable',37.60,97
98,'iOS','Firefox','10.0','4.6.8','1280x900','470x729','4G',8.50,98
99,'Android','Firefox','12.1','2.2.5','750x720','671x595','Cable',4.80,99
100,'Windows','Chrome','14.7','4.6.7','1920x1080','311x709','5G',77.00,100
101,'Android','Chrome','9.0','1.4.5','1920x900','438x731','4G',44.80,101
102,'Windows','Edge','14.7','4.9.5','750x1334','749x524','WiFi',13.80,102
103,'MacOS','Firefox','13.2','1.1.4','1440x900','1144x756','4G',36.20,103
104,'iOS','Firefox','10.4','4.4.1','1440x1334','1043x721','Cable',72.00,104
105,'MacOS','Safari','10.4','5.4.8','1280x1334','719x541','WiFi',66.60,105
106,'Android','Firefox','8.5','4.1.4','1920x900','480x747','4G',21.00,106
107,'MacOS','Chrome','13.6','2.9.2','1440x1334','762x704','Cable',66.60,107
108,'Android','Edge','14.1','5.6.1','1440x1334','1121x595','WiFi',61.20,108
109,'Android','Edge','11.7','1.4.8','750x720','1135x625','WiFi',54.40,109
110,'Android','Edge','8.7','4.4.3','750x720','972x744','4G',22.70,110
111,'iOS','Firefox','8.3','2.3.2','1440x720','832x502','4G',85.60,111
112,'iOS','Chrome','12.3','5.2.0','1280x900','1016x628','WiFi',33.10,112
113,'iOS','Chrome','15.5','3.1.1','1280x1334','793x588','5G',22.10,113
114,'iOS','Safari','9.1','5.5.3','1440x900','326x586','WiFi',72.90,114
115,'MacOS','Chrome','14.4','3.2.0','1280x1334','700x636','4G',4.50,115
116,'Android','Chrome','12.2','2.5.7','1440x1334','971x606','4G',85.40,116
117,'iOS','Edge','9.0','2.7.2','750x1080','304x623','4G',16.00,117
118,'iOS','Edge','12.7','2.7.1','1920x720','545x672','Cable',91.30,118
119,'Windows','Edge','10.1','4.4.6','750x1334','580x748','4G',46.40,119
120,'iOS','Edge','10.2','3.4.6','1440x1334','308x774','WiFi',7.70,120
121,'Android','Edge','9.4','4.0.2','1920x1080','558x602','5G',82.70,121
122,'Android','Firefox','12.5','1.9.3','1920x1334','302x747','5G',11.60,122
123,'iOS','Firefox','15.4','2.3.8','750x900','423x772','4G',26.20,123
124,'iOS','Chrome','8.0','3.4.3','1280x1334','798x605','5G',46.40,124
125,'Windows','Safari','9.6','4.1.1','1440x720','489x634','5G',70.40,125
126,'Windows','Chrome','10.6','2.0.4','1280x1080','359x798','WiFi',54.60,126
127,'iOS','Chrome','10.3','1.4.2','1920x1080','1157x570','Cable',60.30,127
128,'MacOS','Firefox','9.2','3.9.0','750x1334','341x539','WiFi',13.60,128
129,'MacOS','Chrome','8.5','4.8.3','750x1334','695x745','4G',27.10,129
130,'Android','Edge','12.2','5.8.2','1920x900','1046x762','WiFi',47.30,130
131,'Windows','Edge','14.6','1.9.8','1280x900','399x780','Cable',74.10,131
132,'Windows','Chrome','9.9','4.2.8','1280x1080','979x515','WiFi',72.40,132
133,'iOS','Safari','12.5','5.7.0','1920x1334','721x556','Cable',64.30,133
134,'Windows','Safari','13.3','2.4.8','1280x1334','948x603','Cable',70.30,134
135,'iOS','Edge','14.3','4.2.9','750x1080','875x636','WiFi',28.50,135
136,'iOS','Safari','13.0','5.9.8','1280x1334','342x672','WiFi',63.50,136
137,'Windows','Chrome','14.0','2.9.7','1920x720','817x509','5G',52.30,137
138,'MacOS','Firefox','11.4','5.6.8','1920x1334','675x503','WiFi',77.70,138
139,'Windows','Firefox','13.5','4.4.9','1920x720','1044x692','5G',20.70,139
140,'Android','Firefox','13.8','4.8.3','1280x900','1190x574','WiFi',66.90,140
141,'iOS','Safari','8.3','1.6.7','750x900','826x699','Cable',16.90,141
142,'Android','Chrome','9.3','2.9.3','1280x720','572x626','Cable',32.50,142
143,'Android','Chrome','12.2','3.5.4','1280x1080','514x624','5G',73.90,143
144,'iOS','Safari','12.6','1.2.9','750x900','671x500','5G',78.30,144
145,'Windows','Firefox','10.2','5.1.8','1280x1080','905x798','WiFi',14.70,145
146,'Windows','Chrome','12.8','1.6.9','1920x900','1079x662','Cable',59.40,146
147,'iOS','Firefox','12.4','2.3.0','1440x720','529x667','5G',94.50,147
148,'MacOS','Edge','15.6','2.8.4','1280x900','450x711','Cable',58.60,148
149,'iOS','Chrome','13.2','5.6.4','750x900','1171x627','Cable',86.10,149
150,'MacOS','Firefox','10.1','1.9.1','1920x1080','547x626','5G',58.50,150
151,'MacOS','Edge','12.5','1.5.5','750x1080','383x775','WiFi',50.20,151
152,'iOS','Edge','15.2','2.8.8','750x900','941x617','4G',27.50,152
153,'Windows','Safari','15.4','4.1.9','1440x720','592x637','Cable',89.10,153
154,'MacOS','Safari','14.3','3.5.8','1920x1334','840x650','Cable',65.00,154
155,'Android','Safari','14.1','5.2.8','1440x720','547x628','WiFi',68.20,155
156,'iOS','Chrome','15.1','1.0.0','1920x720','736x776','Cable',85.60,156
157,'MacOS','Firefox','8.7','5.7.6','750x1080','729x710','5G',55.60,157
158,'Windows','Edge','13.2','1.7.8','1920x1334','881x550','5G',20.50,158
159,'Windows','Firefox','11.7','5.7.9','1280x1334','753x683','Cable',97.60,159
160,'iOS','Edge','13.3','5.8.9','1280x720','1025x519','4G',1.80,160
161,'iOS','Firefox','14.9','4.0.9','750x900','848x786','Cable',96.30,161
162,'Android','Firefox','9.2','2.5.3','1440x1334','774x692','4G',68.30,162
163,'iOS','Firefox','10.6','3.3.6','1920x1334','615x663','5G',87.10,163
164,'iOS','Edge','12.8','3.3.4','750x1334','565x724','WiFi',53.80,164
165,'Windows','Safari','8.6','4.4.0','750x1080','505x627','Cable',59.00,165
166,'iOS','Chrome','14.7','5.5.6','750x1334','1037x649','Cable',89.30,166
167,'Windows','Firefox','13.3','5.1.7','750x900','685x524','5G',16.80,167
168,'Android','Edge','15.9','4.6.4','1440x1334','829x657','WiFi',40.90,168
169,'Android','Edge','12.9','3.3.7','750x1334','794x757','5G',1.50,169
170,'iOS','Safari','14.1','2.8.5','1280x720','368x550','5G',53.40,170
171,'iOS','Edge','11.6','1.5.6','750x1080','923x730','4G',34.70,171
172,'Windows','Safari','15.9','5.3.3','1280x900','842x731','WiFi',16.30,172
173,'MacOS','Firefox','13.5','1.9.0','1280x1334','826x628','WiFi',25.50,173
174,'Windows','Firefox','13.3','1.2.4','1440x720','936x636','4G',16.90,174
175,'Windows','Chrome','11.4','5.7.4','1440x900','554x714','4G',44.40,175
176,'Android','Chrome','8.6','1.1.1','750x1080','918x745','4G',48.40,176
177,'Windows','Safari','14.2','4.1.8','1280x900','1052x571','4G',20.50,177
178,'Windows','Safari','15.0','5.5.2','750x1334','611x587','5G',79.40,178
179,'MacOS','Edge','9.4','4.2.3','1280x1080','552x701','4G',13.30,179
180,'iOS','Safari','12.6','1.9.8','1920x1334','363x573','WiFi',62.90,180
181,'iOS','Chrome','14.0','4.5.2','750x1080','446x652','4G',58.80,181
182,'Windows','Chrome','11.5','3.4.9','1280x1334','1087x669','WiFi',23.00,182
183,'iOS','Safari','8.2','4.6.0','1920x900','516x505','4G',50.70,183
184,'MacOS','Edge','8.1','3.6.6','1440x720','858x536','WiFi',21.70,184
185,'iOS','Safari','12.4','3.3.2','750x1080','1072x746','4G',41.40,185
186,'iOS','Firefox','13.1','3.4.0','1440x720','991x763','4G',79.00,186
187,'MacOS','Edge','10.8','3.8.6','1280x1080','504x521','Cable',16.40,187
188,'iOS','Chrome','9.6','5.6.3','1920x900','420x589','4G',30.40,188
189,'MacOS','Chrome','15.7','2.3.1','1440x1080','646x669','5G',19.90,189
190,'MacOS','Edge','13.8','1.0.9','1920x900','888x537','Cable',33.00,190
191,'iOS','Chrome','14.8','4.0.9','1440x720','426x541','4G',20.40,191
192,'MacOS','Firefox','9.5','1.1.2','1920x720','866x528','5G',20.30,192
193,'Android','Firefox','10.2','5.7.8','1440x1334','749x634','Cable',26.30,193
194,'Android','Edge','11.0','1.3.7','1280x720','620x783','WiFi',77.70,194
195,'iOS','Firefox','8.8','2.3.4','1440x720','783x597','Cable',73.10,195
196,'Windows','Edge','14.7','1.0.5','750x720','400x535','4G',49.30,196
197,'iOS','Edge','10.8','3.8.3','1920x1080','630x782','Cable',15.20,197
198,'Windows','Firefox','14.5','5.2.3','750x1334','965x593','4G',97.20,198
199,'MacOS','Safari','8.8','5.6.5','1440x720','572x751','WiFi',84.00,199
200,'Android','Edge','8.4','4.1.8','1440x1334','372x574','WiFi',66.70,200
201,'Android','Firefox','11.3','5.2.1','1440x1080','1018x544','WiFi',89.20,201
202,'iOS','Chrome','15.9','1.7.3','1280x1080','485x627','Cable',36.50,202
203,'Windows','Firefox','15.9','4.3.1','1920x1334','924x791','WiFi',89.60,203
204,'iOS','Safari','10.0','2.8.6','1280x900','899x769','Cable',96.80,204
205,'MacOS','Chrome','14.4','1.5.7','1280x900','630x680','Cable',19.30,205
206,'Android','Safari','10.0','2.0.9','1440x900','932x672','4G',34.30,206
207,'iOS','Firefox','14.6','1.6.2','1920x1334','646x514','WiFi',21.10,207
208,'Windows','Firefox','11.9','4.7.9','1280x720','1126x617','5G',95.50,208
209,'MacOS','Firefox','8.8','4.9.9','1440x1334','809x583','4G',37.80,209
210,'Windows','Chrome','11.6','4.1.4','1440x1080','323x784','Cable',65.00,210
211,'MacOS','Safari','11.5','5.2.3','1280x900','583x534','WiFi',65.50,211
212,'Android','Chrome','10.4','1.4.6','1920x1080','723x642','WiFi',84.10,212
213,'Windows','Chrome','11.1','3.8.0','750x1080','346x612','WiFi',36.90,213
214,'iOS','Edge','12.4','1.7.2','750x1080','558x690','WiFi',23.50,214
215,'iOS','Safari','11.7','3.7.9','1280x1080','1117x568','4G',18.20,215
216,'Windows','Edge','8.0','3.9.1','1440x1080','870x732','WiFi',11.50,216
217,'Android','Safari','15.4','3.9.6','1280x1080','542x711','4G',79.90,217
218,'Windows','Edge','9.3','1.4.1','1920x900','1062x783','WiFi',40.40,218
219,'MacOS','Safari','15.8','1.2.7','1440x1334','1162x614','Cable',65.60,219
220,'Windows','Chrome','9.6','2.3.4','1920x1080','964x771','5G',39.10,220
221,'Windows','Firefox','8.4','2.4.2','1440x1334','351x771','WiFi',76.30,221
222,'Windows','Safari','15.6','1.2.9','1440x1334','778x800','5G',22.30,222
223,'Windows','Chrome','11.2','3.4.3','750x1080','1090x767','WiFi',73.30,223
224,'Android','Firefox','8.5','3.5.4','750x900','303x672','Cable',10.60,224
225,'MacOS','Edge','12.4','4.2.9','750x1334','591x773','WiFi',6.40,225
226,'Android','Chrome','13.2','5.1.0','750x1334','773x589','5G',15.30,226
227,'Android','Safari','9.8','1.3.4','1440x1334','578x627','4G',62.40,227
228,'MacOS','Chrome','15.3','5.1.4','1440x1334','714x703','WiFi',34.80,228
229,'Windows','Chrome','10.0','5.5.8','1920x900','1121x604','Cable',85.90,229
230,'iOS','Safari','10.8','1.1.2','1280x900','964x777','Cable',79.20,230
231,'iOS','Firefox','13.2','2.5.4','750x1334','1008x652','WiFi',88.80,231
232,'Android','Edge','13.3','5.5.4','1280x1334','900x573','5G',16.30,232
233,'MacOS','Firefox','15.3','3.6.8','750x1334','1058x685','WiFi',46.50,233
234,'Windows','Safari','12.1','2.6.2','750x720','664x580','Cable',2.00,234
235,'MacOS','Firefox','11.8','1.0.5','1280x720','969x507','5G',64.00,235
236,'MacOS','Chrome','11.2','2.4.9','1280x1080','997x784','Cable',8.90,236
237,'MacOS','Safari','15.1','5.8.8','1280x900','346x776','4G',43.20,237
238,'Windows','Safari','14.7','5.6.7','1280x1080','669x524','5G',88.50,238
239,'iOS','Edge','15.0','3.1.0','1280x1080','779x619','WiFi',41.80,239
240,'iOS','Firefox','15.1','2.5.4','1280x900','328x716','WiFi',32.50,240
