1,'Contextual','Trending',11,'Search','Bottom',0.31,0.91,0.13,0.27,0.88,1
2,'Content-based','Trending',3,'Search','Sidebar',0.36,0.40,0.14,0.86,0.39,2
3,'Content-based','Editorial',9,'Category','Related',0.85,0.78,0.10,0.66,0.93,3
4,'Content-based','Similar',15,'Home','Sidebar',0.71,0.46,0.28,0.99,0.57,4
5,'Collaborative','Editorial',19,'Category','Related',0.47,0.80,0.38,0.07,0.17,5
6,'Hybrid','Similar',17,'Category','Top',0.50,0.68,0.52,0.66,0.18,6
7,'Hybrid','Similar',4,'Search','Related',0.67,0.26,0.97,0.66,0.97,7
8,'Content-based','Personalized',10,'Search','Related',0.20,0.28,0.81,0.38,0.06,8
9,'Content-based','Trending',19,'Search','Bottom',0.37,0.66,0.65,0.94,0.33,9
10,'Contextual','Trending',11,'Category','Bottom',0.76,0.22,0.12,0.85,0.86,10
11,'Hybrid','Editorial',8,'Search','Bottom',0.21,0.17,0.89,0.56,0.02,11
12,'Collaborative','Similar',20,'Home','Top',0.45,0.79,0.24,0.00,0.75,12
13,'Contextual','Trending',18,'Home','Sidebar',0.75,0.67,0.42,0.05,0.93,13
14,'Collaborative','Trending',3,'Home','Bottom',0.12,0.70,0.64,0.94,0.77,14
15,'Hybrid','Similar',11,'Home','Related',0.31,0.70,0.91,0.23,0.94,15
16,'Content-based','Editorial',11,'Article','Related',0.08,0.43,0.26,0.32,0.82,16
17,'Collaborative','Editorial',20,'Home','Bottom',0.48,0.96,0.94,0.72,0.95,17
18,'Content-based','Editorial',1,'Search','Sidebar',0.61,0.55,0.13,0.06,0.80,18
19,'Content-based','Personalized',14,'Home','Related',0.98,0.73,0.96,0.08,0.10,19
20,'Hybrid','Editorial',20,'Category','Sidebar',0.13,0.74,0.33,0.38,0.23,20
21,'Collaborative','Trending',2,'Category','Sidebar',0.12,0.23,0.56,0.21,0.13,21
22,'Collaborative','Trending',4,'Article','Bottom',0.66,0.99,0.50,0.26,0.99,22
23,'Hybrid','Trending',13,'Search','Bottom',0.53,0.21,0.82,0.79,0.20,23
24,'Content-based','Personalized',8,'Search','Related',0.83,0.21,0.02,0.47,0.38,24
25,'Collaborative','Similar',17,'Article','Sidebar',0.54,0.19,0.45,0.57,0.42,25
26,'Collaborative','Personalized',6,'Search','Sidebar',0.79,0.14,0.95,0.12,0.74,26
27,'Collaborative','Similar',5,'Category','Top',0.74,0.22,0.74,0.58,0.55,27
28,'Contextual','Personalized',18,'Search','Related',0.05,0.03,0.58,0.21,0.26,28
29,'Contextual','Editorial',15,'Search','Bottom',0.97,0.32,0.32,0.52,0.90,29
30,'Collaborative','Similar',9,'Search','Sidebar',0.24,0.28,0.11,0.85,0.17,30
31,'Content-based','Editorial',19,'Category','Bottom',0.72,0.19,0.79,0.46,0.57,31
32,'Contextual','Trending',9,'Home','Bottom',0.60,0.51,0.94,0.29,0.52,32
33,'Collaborative','Editorial',14,'Home','Related',0.02,0.07,0.27,0.60,0.85,33
34,'Collaborative','Similar',5,'Search','Related',0.53,0.44,0.68,0.66,0.43,34
35,'Hybrid','Personalized',3,'Search','Related',0.11,0.80,0.56,0.70,0.57,35
36,'Collaborative','Personalized',12,'Category','Bottom',0.42,0.94,0.01,0.16,0.16,36
37,'Contextual','Personalized',6,'Search','Bottom',0.25,0.11,0.60,0.73,0.43,37
38,'Content-based','Similar',10,'Search','Top',0.11,0.04,0.72,0.91,0.08,38
39,'Collaborative','Trending',16,'Home','Related',0.28,0.55,0.51,0.46,0.06,39
40,'Hybrid','Editorial',6,'Home','Bottom',0.54,0.27,0.84,0.09,0.19,40
41,'Collaborative','Editorial',12,'Home','Related',0.18,0.63,0.48,0.77,0.65,41
42,'Collaborative','Personalized',12,'Category','Top',0.05,0.73,0.31,0.52,0.48,42
43,'Hybrid','Similar',12,'Category','Related',0.99,0.55,0.75,0.42,0.40,43
44,'Hybrid','Similar',19,'Search','Sidebar',0.35,0.64,0.06,0.27,0.72,44
45,'Hybrid','Personalized',17,'Home','Sidebar',0.96,0.47,0.41,0.42,0.46,45
46,'Collaborative','Editorial',18,'Search','Sidebar',0.37,0.17,0.15,0.64,0.68,46
47,'Collaborative','Similar',1,'Article','Bottom',0.28,0.71,0.97,0.37,0.87,47
48,'Collaborative','Editorial',16,'Article','Top',0.56,0.98,0.56,0.63,0.23,48
49,'Hybrid','Similar',1,'Search','Bottom',0.84,0.60,0.23,0.94,0.78,49
50,'Hybrid','Editorial',19,'Category','Bottom',0.41,0.54,0.78,0.10,0.52,50
51,'Content-based','Trending',8,'Search','Sidebar',0.34,0.53,0.17,0.02,0.91,51
52,'Content-based','Similar',4,'Article','Top',0.43,0.50,0.14,0.71,0.38,52
53,'Content-based','Similar',5,'Category','Sidebar',0.19,0.83,0.18,0.43,0.65,53
54,'Content-based','Personalized',6,'Home','Sidebar',0.61,0.60,0.92,0.14,0.48,54
55,'Hybrid','Editorial',17,'Home','Bottom',0.83,0.02,0.01,0.47,0.56,55
56,'Hybrid','Personalized',10,'Home','Bottom',0.91,0.89,0.90,0.72,0.13,56
57,'Hybrid','Personalized',14,'Article','Bottom',0.59,0.40,0.81,0.04,0.36,57
58,'Contextual','Similar',16,'Home','Bottom',0.13,0.51,0.05,0.49,0.95,58
59,'Hybrid','Personalized',1,'Article','Related',0.06,0.56,0.08,0.82,0.47,59
60,'Contextual','Similar',20,'Category','Sidebar',0.96,0.40,0.42,0.18,0.65,60
61,'Contextual','Similar',15,'Home','Sidebar',0.69,0.44,0.02,0.09,0.55,61
62,'Hybrid','Personalized',19,'Home','Sidebar',0.59,0.20,0.82,0.14,0.42,62
63,'Collaborative','Editorial',12,'Home','Bottom',0.33,0.90,0.10,0.21,0.17,63
64,'Contextual','Similar',13,'Article','Sidebar',0.14,0.05,0.26,0.20,0.16,64
65,'Contextual','Trending',16,'Category','Sidebar',0.13,0.22,0.81,0.61,0.75,65
66,'Content-based','Similar',8,'Search','Related',0.36,0.26,0.92,0.38,0.08,66
67,'Hybrid','Trending',15,'Home','Top',0.23,0.02,0.87,0.55,0.69,67
68,'Collaborative','Editorial',3,'Home','Related',0.68,0.94,0.89,0.88,0.01,68
69,'Hybrid','Trending',3,'Search','Bottom',0.20,0.74,0.50,0.69,0.57,69
70,'Content-based','Similar',6,'Search','Bottom',0.71,0.55,0.40,0.79,0.87,70
71,'Collaborative','Trending',8,'Search','Bottom',0.19,0.55,0.93,0.81,0.99,71
72,'Content-based','Personalized',4,'Article','Sidebar',0.72,0.84,0.70,0.43,0.97,72
73,'Content-based','Editorial',8,'Category','Bottom',0.47,0.12,0.16,0.95,0.77,73
74,'Hybrid','Similar',4,'Home','Top',0.09,0.12,0.15,0.18,0.73,74
75,'Contextual','Similar',3,'Category','Top',0.48,0.11,0.77,0.43,0.85,75
76,'Hybrid','Editorial',4,'Category','Bottom',0.88,0.14,0.35,0.85,0.53,76
77,'Contextual','Personalized',15,'Search','Top',0.36,0.90,0.42,0.20,0.77,77
78,'Hybrid','Similar',15,'Home','Top',0.31,0.69,0.15,0.26,0.56,78
79,'Contextual','Similar',2,'Article','Sidebar',0.79,0.48,0.49,0.85,0.85,79
80,'Contextual','Editorial',11,'Article','Sidebar',0.87,0.79,0.74,0.04,0.26,80
81,'Hybrid','Trending',3,'Search','Related',0.17,0.57,0.10,0.46,0.92,81
82,'Hybrid','Editorial',7,'Search','Related',0.94,0.41,0.17,0.46,0.50,82
83,'Collaborative','Personalized',11,'Category','Related',0.33,0.16,0.39,0.31,0.85,83
84,'Contextual','Trending',1,'Article','Sidebar',0.25,0.93,0.09,0.75,0.57,84
85,'Contextual','Trending',11,'Article','Top',0.77,0.38,0.31,0.94,0.77,85
86,'Hybrid','Editorial',6,'Category','Bottom',0.71,0.21,0.89,0.27,0.89,86
87,'Contextual','Trending',19,'Article','Bottom',0.93,0.64,0.39,0.91,0.36,87
88,'Hybrid','Editorial',7,'Article','Top',0.21,0.81,0.67,0.35,0.38,88
89,'Contextual','Personalized',19,'Search','Top',0.52,0.24,0.77,0.62,0.09,89
90,'Content-based','Similar',1,'Search','Bottom',0.17,0.31,0.85,0.89,0.41,90
91,'Content-based','Editorial',4,'Search','Related',0.04,0.57,0.66,0.27,0.72,91
92,'Contextual','Personalized',13,'Article','Sidebar',0.79,0.09,0.61,0.03,0.40,92
93,'Contextual','Personalized',11,'Search','Bottom',0.57,0.88,0.58,0.37,0.27,93
94,'Collaborative','Editorial',18,'Article','Related',0.68,0.77,0.82,0.49,0.43,94
95,'Content-based','Editorial',14,'Home','Sidebar',0.90,0.67,0.22,0.48,0.27,95
96,'Hybrid','Trending',17,'Home','Top',0.79,0.20,0.04,0.73,0.75,96
97,'Hybrid','Editorial',19,'Search','Sidebar',0.46,0.26,0.81,0.80,0.59,97
98,'Collaborative','Trending',17,'Home','Related',0.76,0.90,0.02,0.58,0.44,98
99,'Hybrid','Similar',15,'Search','Bottom',0.14,0.98,0.30,0.47,0.86,99
100,'Hybrid','Similar',17,'Search','Top',0.57,0.64,0.03,0.84,0.54,100
101,'Collaborative','Personalized',16,'Article','Related',0.80,0.65,0.05,0.41,0.98,101
102,'Hybrid','Similar',11,'Category','Related',0.49,0.69,0.53,0.35,0.53,102
103,'Hybrid','Trending',4,'Article','Top',0.91,0.86,0.62,0.67,0.15,103
104,'Collaborative','Editorial',2,'Category','Bottom',0.42,0.72,0.59,0.08,0.45,104
105,'Hybrid','Trending',18,'Category','Top',0.08,0.66,0.35,0.71,0.96,105
106,'Hybrid','Similar',9,'Article','Top',0.11,0.61,0.76,0.17,0.69,106
107,'Hybrid','Trending',8,'Article','Sidebar',0.59,0.73,0.28,0.15,0.87,107
108,'Content-based','Personalized',20,'Search','Related',0.51,0.21,0.51,0.09,0.10,108
109,'Collaborative','Trending',10,'Category','Bottom',0.50,0.29,0.04,0.29,0.63,109
110,'Hybrid','Trending',12,'Article','Related',0.15,0.03,0.91,0.34,0.90,110
111,'Collaborative','Trending',14,'Search','Related',0.50,0.97,0.18,0.93,0.02,111
112,'Hybrid','Editorial',12,'Home','Top',0.29,0.90,0.77,0.80,0.83,112
113,'Hybrid','Editorial',9,'Search','Related',0.98,0.20,0.80,0.17,0.26,113
114,'Contextual','Editorial',12,'Category','Top',0.94,0.57,0.24,0.29,0.46,114
115,'Content-based','Trending',6,'Search','Sidebar',0.56,0.42,0.78,0.17,0.59,115
116,'Contextual','Editorial',15,'Search','Related',0.40,0.33,0.92,0.96,0.50,116
117,'Contextual','Trending',12,'Article','Top',0.40,0.13,0.39,0.07,0.12,117
118,'Content-based','Trending',18,'Search','Sidebar',0.73,0.02,0.58,0.63,0.74,118
119,'Contextual','Trending',19,'Home','Top',0.17,0.97,0.88,0.11,0.70,119
120,'Collaborative','Editorial',14,'Home','Top',0.46,0.34,0.33,0.06,0.54,120
121,'Hybrid','Trending',2,'Home','Related',0.95,0.86,0.87,0.44,0.98,121
122,'Hybrid','Editorial',13,'Article','Related',0.77,0.47,0.99,0.23,0.55,122
123,'Contextual','Editorial',9,'Category','Sidebar',0.31,0.68,0.01,0.90,0.34,123
124,'Hybrid','Editorial',17,'Category','Related',0.72,0.43,0.26,0.21,0.09,124
125,'Collaborative','Editorial',14,'Category','Top',0.38,0.93,0.46,0.14,0.28,125
126,'Content-based','Trending',18,'Article','Bottom',0.80,0.84,0.54,0.72,0.95,126
127,'Contextual','Similar',1,'Search','Top',0.08,0.49,0.35,0.97,0.58,127
128,'Content-based','Editorial',7,'Home','Top',0.27,0.36,0.66,0.98,0.67,128
129,'Contextual','Editorial',13,'Search','Top',0.64,0.86,0.33,1.00,1.00,129
130,'Content-based','Similar',18,'Search','Sidebar',0.75,0.55,0.99,0.05,0.34,130
131,'Contextual','Trending',9,'Search','Bottom',0.52,0.11,0.85,0.41,0.10,131
132,'Contextual','Editorial',2,'Search','Bottom',0.66,0.90,0.45,0.73,0.35,132
133,'Content-based','Trending',19,'Category','Sidebar',0.88,0.69,0.03,0.20,0.25,133
134,'Hybrid','Trending',18,'Article','Sidebar',0.27,0.75,0.62,0.89,0.48,134
135,'Collaborative','Trending',11,'Home','Sidebar',0.27,0.14,0.95,0.72,0.77,135
136,'Hybrid','Personalized',10,'Article','Bottom',0.50,0.49,0.76,0.15,0.85,136
137,'Hybrid','Editorial',20,'Search','Related',0.08,0.77,0.83,0.05,0.95,137
138,'Content-based','Personalized',1,'Article','Top',0.49,0.12,0.62,0.54,0.13,138
139,'Collaborative','Editorial',1,'Article','Bottom',0.12,0.88,0.00,0.29,0.24,139
140,'Hybrid','Personalized',20,'Article','Related',0.95,0.58,0.63,0.43,0.89,140
141,'Content-based','Trending',11,'Home','Bottom',0.83,0.87,0.59,0.12,0.94,141
142,'Content-based','Personalized',1,'Article','Related',0.19,0.99,0.74,0.56,0.67,142
143,'Collaborative','Editorial',12,'Search','Sidebar',0.71,0.21,0.78,0.34,0.67,143
