2,'OB798737                            ','{"iceberg": {"viscount": 7.152985, "icebcount": 0.88799}, "leverage": {"levscale": "1", "margform": null}, "position": {"possum": 12995.760, "posedge": null, "posmagn": "1", "poscount": 1.290, "posriskrate": 0.024}, "collateral": {"collsum": 719677.950, "collcoin": "USDC", "collrate": 0.480, "insfundshare": 10.090}, "margin_rates": {"margrate": 0.264, "bkptquote": 4564.250, "margcallquote": 11219.320}, "price_levels": {"liqquote": 14140.010, "stopquote": 10308.060, "traildiff": 0.020, "trigquote": 10689.560}, "risk_factors": {"cpfactor": "0.823", "liqfactor": "0.171", "netfactor": "0.896", "regfactor": "0.975", "setfactor": "0.755", "custfactor": "0.544"}, "margin_thresholds": {"inithold": 81019.900, "mainthold": 40509.950}}'
3,'OB179652                            ','{"iceberg": {"viscount": 5.334452, "icebcount": 2.641267}, "leverage": {"levscale": "2", "margform": null}, "position": {"possum": 990687.610, "posedge": "Short", "posmagn": "2", "poscount": 92.888, "posriskrate": 0.553}, "collateral": {"collsum": 19000.130, "collcoin": "USDT", "collrate": 0.438, "insfundshare": 4.530}, "margin_rates": {"margrate": 0.826, "bkptquote": 11913.550, "margcallquote": 6818.720}, "price_levels": {"liqquote": 11661.770, "stopquote": 10558.320, "traildiff": 0.030, "trigquote": 11263.900}, "risk_factors": {"cpfactor": "0.286", "liqfactor": "0.639", "netfactor": "0.803", "regfactor": "0.416", "setfactor": "0.538", "custfactor": "0.728"}, "margin_thresholds": {"inithold": 42532.070, "mainthold": 21266.030}}'
4,'OB827275                            ','{"iceberg": {"viscount": 4.113913, "icebcount": 3.403397}, "leverage": {"levscale": "3", "margform": null}, "position": {"possum": 1210450.200, "posedge": "Long", "posmagn": "1", "poscount": 32.377, "posriskrate": 0.836}, "collateral": {"collsum": 87696.520, "collcoin": "USDT", "collrate": 0.381, "insfundshare": 38.450}, "margin_rates": {"margrate": 0.403, "bkptquote": 27881.460, "margcallquote": 40130.120}, "price_levels": {"liqquote": 34894.200, "stopquote": 34914.370, "traildiff": 0.038, "trigquote": 35326.060}, "risk_factors": {"cpfactor": "0.712", "liqfactor": "0.959", "netfactor": "0.226", "regfactor": "0.421", "setfactor": "0.296", "custfactor": "0.199"}, "margin_thresholds": {"inithold": 93681.570, "mainthold": 46840.790}}'
5,'OB736523                            ','{"iceberg": {"viscount": 1.847677, "icebcount": 1.199823}, "leverage": {"levscale": "50", "margform": null}, "position": {"possum": 4210517.700, "posedge": "Short", "posmagn": "1", "poscount": 88.132, "posriskrate": 0.014}, "collateral": {"collsum": 695196.400, "collcoin": "USDT", "collrate": 0.863, "insfundshare": 70.480}, "margin_rates": {"margrate": 0.012, "bkptquote": 21954.790, "margcallquote": 30258.920}, "price_levels": {"liqquote": 63875.470, "stopquote": 49999.210, "traildiff": 0.012, "trigquote": 46596.320}, "risk_factors": {"cpfactor": "0.712", "liqfactor": "0.966", "netfactor": "0.924", "regfactor": "0.946", "setfactor": "0.169", "custfactor": "0.73"}, "margin_thresholds": {"inithold": 2911.880, "mainthold": 1455.940}}'
6,'OB575491                            ','{"iceberg": {"viscount": 3.304174, "icebcount": 2.911505}, "leverage": {"levscale": "3", "margform": "Isolated"}, "position": {"possum": 230309.480, "posedge": null, "posmagn": "10", "poscount": 9.668, "posriskrate": 0.679}, "collateral": {"collsum": 932180.400, "collcoin": "USDC", "collrate": 0.884, "insfundshare": 87.020}, "margin_rates": {"margrate": 0.609, "bkptquote": 15681.390, "margcallquote": 24050.230}, "price_levels": {"liqquote": 31133.270, "stopquote": 22133.950, "traildiff": 0.030, "trigquote": 22082.390}, "risk_factors": {"cpfactor": "0.325", "liqfactor": "0.414", "netfactor": "0.653", "regfactor": "0.116", "setfactor": "0.368", "custfactor": "0.937"}, "margin_thresholds": {"inithold": 49355.930, "mainthold": 24677.970}}'
7,'OB892943                            ','{"iceberg": {"viscount": 0.512129, "icebcount": 0.305535}, "leverage": {"levscale": "10", "margform": null}, "position": {"possum": 695209.430, "posedge": "Long", "posmagn": "2", "poscount": 22.945, "posriskrate": 0.538}, "collateral": {"collsum": 719471.790, "collcoin": "USDC", "collrate": 0.385, "insfundshare": 67.290}, "margin_rates": {"margrate": 0.233, "bkptquote": 19222.350, "margcallquote": 32369.690}, "price_levels": {"liqquote": 35690.060, "stopquote": 28981.010, "traildiff": 0.015, "trigquote": 32426.730}, "risk_factors": {"cpfactor": "0.435", "liqfactor": "0.975", "netfactor": "0.18", "regfactor": "0.349", "setfactor": "0.848", "custfactor": "0.11"}, "margin_thresholds": {"inithold": 2477.420, "mainthold": 1238.710}}'
8,'OB824478                            ','{"iceberg": {"viscount": 3.977232, "icebcount": 2.295108}, "leverage": {"levscale": "3", "margform": null}, "position": {"possum": 498665.150, "posedge": "Short", "posmagn": "2", "poscount": 37.883, "posriskrate": 0.217}, "collateral": {"collsum": 835613.370, "collcoin": "USDC", "collrate": 0.481, "insfundshare": 82.390}, "margin_rates": {"margrate": 0.816, "bkptquote": 14555.180, "margcallquote": 8853.830}, "price_levels": {"liqquote": 10479.550, "stopquote": 11978.200, "traildiff": 0.027, "trigquote": 13429.290}, "risk_factors": {"cpfactor": "0.467", "liqfactor": "0.745", "netfactor": "0.612", "regfactor": "0.523", "setfactor": "0.18", "custfactor": "0.081"}, "margin_thresholds": {"inithold": 27521.670, "mainthold": 13760.830}}'
9,'OB214938                            ','{"iceberg": {"viscount": 1.316857, "icebcount": 0.291721}, "leverage": {"levscale": "20", "margform": "Isolated"}, "position": {"possum": 2421836.080, "posedge": null, "posmagn": "50", "poscount": 50.558, "posriskrate": 0.950}, "collateral": {"collsum": 380395.320, "collcoin": "USDT", "collrate": 0.605, "insfundshare": 99.330}, "margin_rates": {"margrate": 0.249, "bkptquote": 25306.250, "margcallquote": 49265.940}, "price_levels": {"liqquote": 33979.060, "stopquote": 45764.640, "traildiff": 0.016, "trigquote": 50818.300}, "risk_factors": {"cpfactor": "0.826", "liqfactor": "0.979", "netfactor": "0.27", "regfactor": "0.406", "setfactor": "0.564", "custfactor": "0.487"}, "margin_thresholds": {"inithold": 3852.730, "mainthold": 1926.370}}'
10,'OB825463                            ','{"iceberg": {"viscount": 4.811834, "icebcount": 1.813523}, "leverage": {"levscale": "5", "margform": "Isolated"}, "position": {"possum": 1533535.500, "posedge": "Short", "posmagn": "10", "poscount": 38.926, "posriskrate": 0.326}, "collateral": {"collsum": 513553.110, "collcoin": "BTC", "collrate": 0.419, "insfundshare": 86.730}, "margin_rates": {"margrate": 0.846, "bkptquote": 14452.960, "margcallquote": 51931.200}, "price_levels": {"liqquote": 34729.600, "stopquote": 36755.180, "traildiff": 0.049, "trigquote": 39309.720}, "risk_factors": {"cpfactor": "0.402", "liqfactor": "0.212", "netfactor": "0.167", "regfactor": "0.42", "setfactor": "0.124", "custfactor": "0.479"}, "margin_thresholds": {"inithold": 52202.550, "mainthold": 26101.280}}'
11,'OB606787                            ','{"iceberg": {"viscount": 6.726944, "icebcount": 1.706737}, "leverage": {"levscale": "10", "margform": "Isolated"}, "position": {"possum": 789671.990, "posedge": "Short", "posmagn": "100", "poscount": 19.541, "posriskrate": 0.319}, "collateral": {"collsum": 585198.260, "collcoin": "USDT", "collrate": 0.727, "insfundshare": 67.150}, "margin_rates": {"margrate": 0.605, "bkptquote": 36866.250, "margcallquote": 60067.150}, "price_levels": {"liqquote": 32410.180, "stopquote": 40930.770, "traildiff": 0.023, "trigquote": 40562.150}, "risk_factors": {"cpfactor": "0.814", "liqfactor": "0.829", "netfactor": "0.145", "regfactor": "0.018", "setfactor": "0.832", "custfactor": "0.337"}, "margin_thresholds": {"inithold": 34080.940, "mainthold": 17040.470}}'
12,'OB343060                            ','{"iceberg": {"viscount": 5.489398, "icebcount": 0.86764}, "leverage": {"levscale": "10", "margform": null}, "position": {"possum": 159750.490, "posedge": null, "posmagn": "100", "poscount": 26.171, "posriskrate": 0.670}, "collateral": {"collsum": 325279.660, "collcoin": "USDC", "collrate": 0.829, "insfundshare": 49.250}, "margin_rates": {"margrate": 0.378, "bkptquote": 3351.240, "margcallquote": 6049.750}, "price_levels": {"liqquote": 7824.940, "stopquote": 6461.400, "traildiff": 0.043, "trigquote": 6224.310}, "risk_factors": {"cpfactor": "0.143", "liqfactor": "0.749", "netfactor": "0.957", "regfactor": "0.755", "setfactor": "0.17", "custfactor": "0.67"}, "margin_thresholds": {"inithold": 3880.340, "mainthold": 1940.170}}'
13,'OB351236                            ','{"iceberg": {"viscount": 1.371216, "icebcount": 0.70148}, "leverage": {"levscale": "100", "margform": "Isolated"}, "position": {"possum": 77963.620, "posedge": null, "posmagn": "10", "poscount": 3.517, "posriskrate": 0.356}, "collateral": {"collsum": 762908.590, "collcoin": "USDC", "collrate": 0.240, "insfundshare": 69.580}, "margin_rates": {"margrate": 0.989, "bkptquote": 9568.020, "margcallquote": 29528.960}, "price_levels": {"liqquote": 20899.440, "stopquote": 23495.180, "traildiff": 0.044, "trigquote": 22285.640}, "risk_factors": {"cpfactor": "0.59", "liqfactor": "0.963", "netfactor": "0.708", "regfactor": "0.787", "setfactor": "0.055", "custfactor": "0.417"}, "margin_thresholds": {"inithold": 459.430, "mainthold": 229.720}}'
14,'OB808052                            ','{"iceberg": {"viscount": 4.73647, "icebcount": 4.119615}, "leverage": {"levscale": "1", "margform": "Cross"}, "position": {"possum": 1514608.500, "posedge": null, "posmagn": "100", "poscount": 34.684, "posriskrate": 0.302}, "collateral": {"collsum": 798317.900, "collcoin": "USDC", "collrate": 0.002, "insfundshare": 87.180}, "margin_rates": {"margrate": 0.561, "bkptquote": 45120.490, "margcallquote": 60472.150}, "price_levels": {"liqquote": 51588.310, "stopquote": 43739.330, "traildiff": 0.036, "trigquote": 46361.810}, "risk_factors": {"cpfactor": "0.756", "liqfactor": "0.633", "netfactor": "0.6", "regfactor": "0.923", "setfactor": "0.888", "custfactor": "0.092"}, "margin_thresholds": {"inithold": 386737.080, "mainthold": 193368.540}}'
15,'OB947435                            ','{"iceberg": {"viscount": 0.595256, "icebcount": 0.241065}, "leverage": {"levscale": "5", "margform": "Cross"}, "position": {"possum": 1079267.040, "posedge": "Short", "posmagn": "20", "poscount": 48.947, "posriskrate": 0.018}, "collateral": {"collsum": 748530.590, "collcoin": "USDC", "collrate": 0.338, "insfundshare": 3.900}, "margin_rates": {"margrate": 0.151, "bkptquote": 30310.480, "margcallquote": 18901.750}, "price_levels": {"liqquote": 22408.560, "stopquote": 21211.720, "traildiff": 0.030, "trigquote": 23590.620}, "risk_factors": {"cpfactor": "0.177", "liqfactor": "0.385", "netfactor": "0.893", "regfactor": "0.574", "setfactor": "0.512", "custfactor": "0.226"}, "margin_thresholds": {"inithold": 3688.130, "mainthold": 1844.070}}'
16,'OB521601                            ','{"iceberg": {"viscount": 3.020202, "icebcount": 2.481995}, "leverage": {"levscale": "20", "margform": null}, "position": {"possum": 97904.990, "posedge": "Long", "posmagn": "20", "poscount": 97.224, "posriskrate": 0.644}, "collateral": {"collsum": 697548.790, "collcoin": "BTC", "collrate": 0.206, "insfundshare": 51.430}, "margin_rates": {"margrate": 0.329, "bkptquote": 1679.320, "margcallquote": 692.600}, "price_levels": {"liqquote": 680.680, "stopquote": 923.820, "traildiff": 0.023, "trigquote": 925.730}, "risk_factors": {"cpfactor": "0.317", "liqfactor": "0.997", "netfactor": "0.767", "regfactor": "0.11", "setfactor": "0.39", "custfactor": "0.049"}, "margin_thresholds": {"inithold": 277.040, "mainthold": 138.520}}'
17,'OB779587                            ','{"iceberg": {"viscount": 4.925251, "icebcount": 2.470474}, "leverage": {"levscale": "100", "margform": null}, "position": {"possum": 175029.090, "posedge": "Short", "posmagn": "5", "poscount": 5.556, "posriskrate": 0.110}, "collateral": {"collsum": 596100.970, "collcoin": "ETH", "collrate": 0.950, "insfundshare": 17.600}, "margin_rates": {"margrate": 0.872, "bkptquote": 43735.870, "margcallquote": 24657.890}, "price_levels": {"liqquote": 41482.500, "stopquote": 30998.660, "traildiff": 0.032, "trigquote": 30609.440}, "risk_factors": {"cpfactor": "0.318", "liqfactor": "0.013", "netfactor": "0.661", "regfactor": "0.431", "setfactor": "0.831", "custfactor": "0.375"}, "margin_thresholds": {"inithold": 2329.840, "mainthold": 1164.920}}'
18,'OB504770                            ','{"iceberg": {"viscount": 3.07168, "icebcount": 1.553232}, "leverage": {"levscale": "5", "margform": null}, "position": {"possum": 4004111.470, "posedge": "Long", "posmagn": "3", "poscount": 92.474, "posriskrate": 0.955}, "collateral": {"collsum": 946391.500, "collcoin": "BTC", "collrate": 0.986, "insfundshare": 27.920}, "margin_rates": {"margrate": 0.873, "bkptquote": 76344.400, "margcallquote": 33754.690}, "price_levels": {"liqquote": 59957.730, "stopquote": 41626.230, "traildiff": 0.015, "trigquote": 42602.730}, "risk_factors": {"cpfactor": "0.25", "liqfactor": "0.678", "netfactor": "0.495", "regfactor": "0.516", "setfactor": "0.318", "custfactor": "0.527"}, "margin_thresholds": {"inithold": 40051.770, "mainthold": 20025.880}}'
