1,'Tier4',0.00070,26.600098,'USDC',0.00090,34.200126,'OB333576                            '
2,'Tier1',0.00150,32.196495,'USDC',0.00030,6.439299,'OB798737                            '
3,'Tier3',0.00170,66.557516,'USD',0.00030,11.745444,'OB179652                            '
4,'Tier4',0.00060,136.359768,'USDT',0.00060,136.359768,'OB827275                            '
5,'Tier2',0.00050,22.547510,'USDC',0.00080,36.076016,'OB736523                            '
6,'Tier3',0.00050,67.899835,'USD',0.00080,108.639736,'OB575491                            '
7,'Tier2',0.00100,16.146180,'USDC',0.00080,12.916944,'OB892943                            '
8,'Tier1',0.00090,64.468233,'USDC',0.00000,0.000000,'OB824478                            '
9,'Tier4',0.00160,107.367152,'USDC',0.00030,20.131341,'OB214938                            '
10,'Tier4',0.00120,39.189492,'USD',0.00100,32.657910,'OB825463                            '
11,'Tier3',0.00090,21.563685,'USD',0.00020,4.791930,'OB606787                            '
12,'Tier2',0.00060,11.686992,'USDC',0.00030,5.843496,'OB343060                            '
13,'Tier2',0.00170,11.720463,'USD',0.00020,1.378878,'OB351236                            '
14,'Tier3',0.00140,212.954126,'USDC',0.00010,15.211009,'OB808052                            '
15,'Tier3',0.00110,16.223075,'USDT',0.00010,1.474825,'OB947435                            '
16,'Tier1',0.00010,0.279563,'USD',0.00020,0.559126,'OB521601                            '
17,'Tier4',0.00150,340.630530,'USDT',0.00100,227.087020,'OB779587                            '
18,'Tier1',0.00190,305.128429,'USDC',0.00070,112.415737,'OB504770                            '
19,'Tier4',0.00140,5.751256,'USD',0.00050,2.054020,'OB267869                            '
20,'Tier3',0.00120,27.586404,'USDT',0.00020,4.597734,'OB193060                            '
21,'Tier2',0.00150,420.621240,'USD',0.00100,280.414160,'OB745580                            '
22,'Tier1',0.00180,120.192120,'USDC',0.00070,46.741380,'OB696539                            '
23,'Tier4',0.00060,0.451092,'USDT',0.00080,0.601456,'OB196905                            '
24,'Tier2',0.00100,27.106580,'USDT',0.00090,24.395922,'OB588281                            '
25,'Tier2',0.00060,5.186034,'USD',0.00040,3.457356,'OB231520                            '
26,'Tier4',0.00140,1.853264,'USDT',0.00010,0.132376,'OB479561                            '
27,'Tier3',0.00120,25.345944,'USD',0.00000,0.000000,'OB180974                            '
28,'Tier3',0.00140,9.865142,'USDT',0.00010,0.704653,'OB102886                            '
29,'Tier4',0.00160,140.094608,'USDC',0.00080,70.047304,'OB910132                            '
30,'Tier1',0.00070,11.095399,'USDT',0.00050,7.925285,'OB219311                            '
31,'Tier2',0.00060,24.557922,'USD',0.00060,24.557922,'OB539591                            '
32,'Tier2',0.00130,58.004336,'USD',0.00030,13.385616,'OB238651                            '
33,'Tier3',0.00120,24.888036,'USDT',0.00020,4.148006,'OB546344                            '
34,'Tier1',0.00150,98.728875,'USDC',0.00030,19.745775,'OB647205                            '
35,'Tier3',0.00060,178.714476,'USDT',0.00060,178.714476,'OB899042                            '
36,'Tier3',0.00170,15.030448,'USD',0.00050,4.420720,'OB302796                            '
37,'Tier2',0.00200,483.832760,'USD',0.00030,72.574914,'OB696050                            '
38,'Tier3',0.00070,19.532009,'USDT',0.00020,5.580574,'OB979689                            '
39,'Tier2',0.00020,4.053516,'USD',0.00020,4.053516,'OB689531                            '
40,'Tier1',0.00180,2.208528,'USDT',0.00060,0.736176,'OB998346                            '
41,'Tier2',0.00140,122.976728,'USDT',0.00080,70.272416,'OB416235                            '
42,'Tier4',0.00010,21.685232,'USDT',0.00020,43.370464,'OB514241                            '
43,'Tier1',0.00070,43.795563,'USDT',0.00010,6.256509,'OB960409                            '
44,'Tier2',0.00030,6.830391,'USDC',0.00040,9.107188,'OB934549                            '
45,'Tier4',0.00070,14.889833,'USDC',0.00030,6.381357,'OB110391                            '
46,'Tier3',0.00020,22.105612,'USD',0.00020,22.105612,'OB297610                            '
47,'Tier1',0.00200,54.882300,'USD',0.00100,27.441150,'OB913859                            '
48,'Tier4',0.00080,2.392064,'USDT',0.00030,0.897024,'OB638117                            '
49,'Tier2',0.00150,72.174945,'USD',0.00080,38.493304,'OB191769                            '
50,'Tier1',0.00090,7.551954,'USDT',0.00020,1.678212,'OB295001                            '
51,'Tier4',0.00080,1.285704,'USDT',0.00030,0.482139,'OB694127                            '
52,'Tier1',0.00020,3.582088,'USD',0.00060,10.746264,'OB640190                            '
53,'Tier3',0.00090,48.877452,'USDC',0.00050,27.154140,'OB120521                            '
54,'Tier4',0.00040,30.018572,'USD',0.00080,60.037144,'OB128747                            '
55,'Tier2',0.00020,2.071436,'USDT',0.00050,5.178590,'OB405678                            '
56,'Tier4',0.00020,23.747552,'USDC',0.00040,47.495104,'OB668479                            '
57,'Tier1',0.00160,65.360640,'USDC',0.00010,4.085040,'OB994651                            '
58,'Tier1',0.00020,25.006214,'USDT',0.00060,75.018642,'OB558446                            '
59,'Tier3',0.00090,64.128528,'USDC',0.00010,7.125392,'OB557892                            '
60,'Tier4',0.00030,1.271259,'USD',0.00080,3.390024,'OB477564                            '
61,'Tier2',0.00090,103.551453,'USDC',0.00080,92.045736,'OB452714                            '
62,'Tier1',0.00060,27.555282,'USD',0.00090,41.332923,'OB264975                            '
63,'Tier3',0.00080,2.367920,'USDT',0.00040,1.183960,'OB957911                            '
64,'Tier2',0.00200,141.468120,'USDC',0.00080,56.587248,'OB350846                            '
65,'Tier3',0.00140,13.080060,'USD',0.00040,3.737160,'OB512329                            '
66,'Tier3',0.00130,5.476276,'USD',0.00020,0.842504,'OB647688                            '
67,'Tier1',0.00100,4.836470,'USDT',0.00060,2.901882,'OB267355                            '
68,'Tier2',0.00140,109.997398,'USDT',0.00030,23.570871,'OB648538                            '
69,'Tier2',0.00040,0.570668,'USDC',0.00090,1.284003,'OB351503                            '
70,'Tier2',0.00040,38.700268,'USDT',0.00010,9.675067,'OB236229                            '
71,'Tier4',0.00080,10.874328,'USDT',0.00010,1.359291,'OB662976                            '
72,'Tier2',0.00060,2.298360,'USD',0.00090,3.447540,'OB575387                            '
73,'Tier2',0.00200,42.439060,'USDC',0.00010,2.121953,'OB494562                            '
74,'Tier1',0.00020,1.440070,'USDT',0.00050,3.600175,'OB175164                            '
75,'Tier3',0.00160,274.744480,'USD',0.00040,68.686120,'OB300022                            '
76,'Tier2',0.00160,28.349680,'USD',0.00060,10.631130,'OB864086                            '
77,'Tier1',0.00100,119.498780,'USDT',0.00050,59.749390,'OB699921                            '
78,'Tier3',0.00160,166.039920,'USD',0.00070,72.642465,'OB744328                            '
79,'Tier3',0.00050,0.504605,'USDT',0.00080,0.807368,'OB168358                            '
80,'Tier4',0.00190,15.961311,'USDT',0.00050,4.200345,'OB944462                            '
81,'Tier2',0.00010,1.370416,'USD',0.00040,5.481664,'OB794961                            '
82,'Tier2',0.00190,2.026198,'USD',0.00060,0.639852,'OB826101                            '
83,'Tier1',0.00060,33.703746,'USDC',0.00070,39.321037,'OB400145                            '
84,'Tier1',0.00060,8.336088,'USD',0.00080,11.114784,'OB476830                            '
85,'Tier3',0.00110,223.761648,'USD',0.00050,101.709840,'OB187351                            '
86,'Tier4',0.00090,99.071397,'USDT',0.00090,99.071397,'OB166920                            '
87,'Tier3',0.00060,46.865538,'USD',0.00100,78.109230,'OB505264                            '
88,'Tier1',0.00170,7.106102,'USDC',0.00040,1.672024,'OB613783                            '
89,'Tier1',0.00130,79.160601,'USD',0.00060,36.535662,'OB246254                            '
90,'Tier3',0.00050,41.329205,'USDT',0.00030,24.797523,'OB713729                            '
91,'Tier2',0.00170,63.384755,'USDC',0.00040,14.914060,'OB988949                            '
92,'Tier1',0.00160,112.803808,'USD',0.00090,63.452142,'OB364841                            '
93,'Tier1',0.00160,26.277584,'USDC',0.00100,16.423490,'OB612435                            '
94,'Tier3',0.00120,25.361820,'USD',0.00050,10.567425,'OB828463                            '
95,'Tier4',0.00200,23.749680,'USDC',0.00070,8.312388,'OB932853                            '
96,'Tier3',0.00070,2.035600,'USDT',0.00020,0.581600,'OB382976                            '
97,'Tier2',0.00080,1.810160,'USDT',0.00030,0.678810,'OB772793                            '
98,'Tier4',0.00090,198.726318,'USD',0.00060,132.484212,'OB976577                            '
99,'Tier4',0.00020,15.384700,'USDC',0.00080,61.538800,'OB578100                            '
