1,'PE593707',1,'Warning','Fair',217.463,'Fault','Fault','Island Mode',40.52,'Standby','Operating',1955.39,37.1,75.78,71.61,1,'{"wind": {"rpm": 1003, "output_w": 2248.84}, "solar": {"output_w": 1242.15, "temperature_c": 18.4, "efficiency_percent": 92.49}}'
2,'PE292528',2,'Critical','Fair',85.729,'Inactive','Fault','Disconnected',24.28,'Fault','Standby',2000.46,17.7,73.37,12.81,2,'{"wind": {"rpm": 138, "output_w": 479.67}, "solar": {"output_w": 1871.41, "temperature_c": 28.59, "efficiency_percent": 18.84}}'
3,'PE617633',3,'Warning','Fair',389.506,'Inactive','Fault','Connected',73.26,'Active','Fault',1364.44,79.6,42.42,96.97,3,'{"wind": {"rpm": 1657, "output_w": 1840.21}, "solar": {"output_w": 1879.54, "temperature_c": 7.89, "efficiency_percent": 77.20}}'
4,'PE991302',4,'Normal','Fair',330.930,'Inactive','Operating','Connected',69.68,'Fault','Operating',1239.79,59.1,24.09,3.13,4,'{"wind": {"rpm": 1228, "output_w": 2679.24}, "solar": {"output_w": 1611.13, "temperature_c": 82.1, "efficiency_percent": 45.64}}'
6,'PE615899',6,'Normal','Poor',453.432,'Active','Fault','Island Mode',50.98,'Fault','Operating',592.08,38.3,86.35,38.46,6,'{"wind": {"rpm": 872, "output_w": 2121.36}, "solar": {"output_w": 1977.90, "temperature_c": 27.39, "efficiency_percent": 96.78}}'
7,'PE218333',7,'Normal','Poor',171.456,'Inactive','Operating','Connected',86.31,'Fault','Fault',962.21,60.2,52.68,48.67,7,'{"wind": {"rpm": 1131, "output_w": 2064.97}, "solar": {"output_w": 1658.99, "temperature_c": 59.57, "efficiency_percent": 32.40}}'
8,'PE679897',8,'Critical','Good',293.789,'Active','Fault','Connected',49.15,'Active','Operating',2063.68,81.8,38.10,14.74,8,'{"wind": {"rpm": 1368, "output_w": 857.28}, "solar": {"output_w": 1219.16, "temperature_c": 13.83, "efficiency_percent": 37.15}}'
9,'PE752240',9,'Critical','Fair',155.465,'Active','Stopped','Connected',76.90,'Fault','Operating',2182.8,1.3,89.68,56.49,9,'{"wind": {"rpm": 1743, "output_w": 2737.86}, "solar": {"output_w": 1584.62, "temperature_c": 15.8, "efficiency_percent": 84.63}}'
10,'PE665932',10,'Critical','Poor',181.542,'Inactive','Operating','Disconnected',55.63,'Standby','Operating',2593.04,55.9,8.39,75.64,10,'{"wind": {"rpm": 2273, "output_w": 2333.53}, "solar": {"output_w": 19.25, "temperature_c": 92.26, "efficiency_percent": 44.93}}'
11,'PE408827',11,'Critical','Fair',141.293,'Inactive','Fault','Disconnected',60.37,'Fault','Standby',2332.72,47.5,30.35,0.66,11,'{"wind": {"rpm": 1256, "output_w": 101.77}, "solar": {"output_w": 833.55, "temperature_c": 68.45, "efficiency_percent": 52.12}}'
12,'PE857355',12,'Warning','Poor',54.297,'Active','Stopped','Disconnected',27.19,'Fault','Operating',1705.59,86.7,50.51,55.22,12,'{"wind": {"rpm": 789, "output_w": 117.76}, "solar": {"output_w": 1390.05, "temperature_c": 52.98, "efficiency_percent": 38.37}}'
13,'PE527247',13,'Critical','Good',286.428,'Active','Stopped','Island Mode',81.26,'Standby','Fault',2421.2,56.6,48.61,76.77,13,'{"wind": {"rpm": 2781, "output_w": 2972.42}, "solar": {"output_w": 505.04, "temperature_c": 74.36, "efficiency_percent": 7.96}}'
14,'PE998584',14,'Warning','Poor',127.470,'Fault','Fault','Disconnected',85.55,'Fault','Operating',2043.68,19.2,56.41,72.12,14,'{"wind": {"rpm": 1554, "output_w": 2222.48}, "solar": {"output_w": 20.59, "temperature_c": 21.57, "efficiency_percent": 78.79}}'
15,'PE456705',15,'Critical','Fair',231.203,'Fault','Operating','Disconnected',86.63,'Active','Standby',102.01,53.9,71.53,85.43,15,'{"wind": {"rpm": 892, "output_w": 2752.07}, "solar": {"output_w": 322.97, "temperature_c": 13.04, "efficiency_percent": 22.10}}'
16,'PE554570',16,'Normal','Fair',97.796,'Fault','Fault','Island Mode',70.30,'Active','Fault',1369.99,73.7,19.41,34.12,16,'{"wind": {"rpm": 892, "output_w": 1102.03}, "solar": {"output_w": 427.71, "temperature_c": 33.78, "efficiency_percent": 58.73}}'
17,'PE230983',17,'Warning','Fair',393.973,'Fault','Stopped','Connected',10.75,'Fault','Operating',2676.14,68.9,49.40,98.54,17,'{"wind": {"rpm": 2319, "output_w": 2803.55}, "solar": {"output_w": 149.10, "temperature_c": 38.42, "efficiency_percent": 22.94}}'
18,'PE249546',18,'Warning','Fair',79.074,'Active','Operating','Island Mode',31.20,'Standby','Fault',1649.04,32.4,81.64,11.32,18,'{"wind": {"rpm": 2284, "output_w": 2235.22}, "solar": {"output_w": 88.35, "temperature_c": 28.41, "efficiency_percent": 96.67}}'
19,'PE700884',19,'Critical','Poor',455.038,'Active','Stopped','Disconnected',53.28,'Fault','Fault',1589.93,53.4,7.20,31.26,19,'{"wind": {"rpm": 1791, "output_w": 1186.85}, "solar": {"output_w": 1576.89, "temperature_c": 98.33, "efficiency_percent": 28.07}}'
20,'PE504969',20,'Critical','Good',94.140,'Inactive','Operating','Island Mode',24.78,'Active','Operating',1549.21,89.2,21.84,91.93,20,'{"wind": {"rpm": 1469, "output_w": 2858.52}, "solar": {"output_w": 111.71, "temperature_c": 80.71, "efficiency_percent": 52.68}}'
21,'PE150141',21,'Critical','Good',298.615,'Active','Fault','Connected',87.99,'Active','Standby',1580.91,35.7,92.22,23.49,21,'{"wind": {"rpm": 1815, "output_w": 2261.77}, "solar": {"output_w": 568.76, "temperature_c": 65.66, "efficiency_percent": 76.12}}'
22,'PE288291',22,'Warning','Good',76.309,'Fault','Operating','Island Mode',63.44,'Fault','Standby',1225.66,36.6,29.16,31.62,22,'{"wind": {"rpm": 218, "output_w": 386.16}, "solar": {"output_w": 1008.10, "temperature_c": 18.46, "efficiency_percent": 80.50}}'
23,'PE984340',23,'Critical','Good',279.302,'Active','Fault','Island Mode',52.97,'Fault','Operating',591.37,4.5,3.78,13.29,23,'{"wind": {"rpm": 116, "output_w": 2302.97}, "solar": {"output_w": 100.67, "temperature_c": 24.85, "efficiency_percent": 25.51}}'
24,'PE625555',24,'Warning','Poor',72.910,'Active','Stopped','Island Mode',37.12,'Active','Standby',1753.5,52.4,45.85,48.17,24,'{"wind": {"rpm": 2770, "output_w": 1065.85}, "solar": {"output_w": 1643.65, "temperature_c": 6.52, "efficiency_percent": 63.20}}'
25,'PE979703',25,'Critical','Good',199.927,'Fault','Stopped','Disconnected',74.18,'Fault','Fault',1389.67,76.9,83.40,85.26,25,'{"wind": {"rpm": 381, "output_w": 2157.79}, "solar": {"output_w": 1216.11, "temperature_c": 69.8, "efficiency_percent": 32.06}}'
26,'PE604010',26,'Warning','Fair',221.032,'Active','Fault','Island Mode',48.68,'Fault','Fault',187.7,24.3,42.68,4.41,26,'{"wind": {"rpm": 2114, "output_w": 417.16}, "solar": {"output_w": 1708.29, "temperature_c": 64.57, "efficiency_percent": 43.55}}'
27,'PE393061',27,'Normal','Poor',181.265,'Active','Stopped','Connected',3.38,'Standby','Standby',2008.54,71.3,54.53,47.12,27,'{"wind": {"rpm": 2918, "output_w": 338.18}, "solar": {"output_w": 389.98, "temperature_c": 82.74, "efficiency_percent": 28.85}}'
28,'PE108108',28,'Normal','Good',361.024,'Inactive','Operating','Island Mode',33.18,'Active','Operating',353.44,35.6,86.90,53.89,28,'{"wind": {"rpm": 1623, "output_w": 877.36}, "solar": {"output_w": 226.49, "temperature_c": -8.28, "efficiency_percent": 88.73}}'
29,'PE550417',29,'Normal','Poor',123.176,'Active','Fault','Disconnected',38.25,'Fault','Operating',1812.02,90.4,64.83,15.47,29,'{"wind": {"rpm": 398, "output_w": 2280.83}, "solar": {"output_w": 1907.33, "temperature_c": 61.8, "efficiency_percent": 76.86}}'
30,'PE660224',30,'Warning','Fair',190.408,'Active','Fault','Disconnected',67.95,'Fault','Operating',87.36,2.2,1.87,87.02,30,'{"wind": {"rpm": 320, "output_w": 416.7}, "solar": {"output_w": 924.43, "temperature_c": 57.74, "efficiency_percent": 2.60}}'
31,'PE171947',31,'Warning','Poor',18.197,'Inactive','Operating','Disconnected',77.37,'Fault','Standby',1326.69,49.3,54.70,29.32,31,'{"wind": {"rpm": 1978, "output_w": 2615.57}, "solar": {"output_w": 616.67, "temperature_c": 10.24, "efficiency_percent": 84.34}}'
32,'PE797950',32,'Warning','Fair',60.424,'Fault','Fault','Connected',64.85,'Standby','Standby',80.18,92.0,16.42,74.20,32,'{"wind": {"rpm": 1045, "output_w": 886.3}, "solar": {"output_w": 1791.75, "temperature_c": 67.9, "efficiency_percent": 68.85}}'
33,'PE526709',33,'Critical','Poor',75.281,'Inactive','Operating','Disconnected',12.26,'Standby','Operating',1750.62,27.3,54.75,33.33,33,'{"wind": {"rpm": 394, "output_w": 2362.61}, "solar": {"output_w": 1015.69, "temperature_c": 2.17, "efficiency_percent": 28.93}}'
34,'PE819448',34,'Critical','Good',98.614,'Active','Stopped','Disconnected',47.48,'Active','Operating',56.25,99.1,50.65,40.38,34,'{"wind": {"rpm": 608, "output_w": 2616.42}, "solar": {"output_w": 773.29, "temperature_c": 90.96, "efficiency_percent": 81.58}}'
35,'PE496485',35,'Normal','Good',89.601,'Fault','Operating','Connected',42.32,'Standby','Operating',2732.55,70.4,80.76,58.72,35,'{"wind": {"rpm": 799, "output_w": 2746.17}, "solar": {"output_w": 482.85, "temperature_c": 53.4, "efficiency_percent": 59.96}}'
36,'PE808742',36,'Critical','Fair',292.628,'Active','Stopped','Connected',1.59,'Standby','Standby',204.06,4.0,4.39,83.47,36,'{"wind": {"rpm": 2681, "output_w": 276.52}, "solar": {"output_w": 1561.00, "temperature_c": 35.31, "efficiency_percent": 27.64}}'
37,'PE353523',37,'Normal','Fair',384.823,'Inactive','Stopped','Connected',67.97,'Active','Fault',697.18,65.2,93.15,80.89,37,'{"wind": {"rpm": 964, "output_w": 297.37}, "solar": {"output_w": 1742.22, "temperature_c": 30, "efficiency_percent": 2.87}}'
38,'PE486690',38,'Critical','Good',304.017,'Inactive','Stopped','Disconnected',2.80,'Fault','Operating',2089.95,69.1,52.67,13.67,38,'{"wind": {"rpm": 2677, "output_w": 850.27}, "solar": {"output_w": 1895.78, "temperature_c": -9.74, "efficiency_percent": 56.18}}'
39,'PE245161',39,'Critical','Good',124.839,'Inactive','Stopped','Disconnected',70.42,'Active','Fault',2784.2,2.5,97.95,84.73,39,'{"wind": {"rpm": 111, "output_w": 2906.27}, "solar": {"output_w": 1634.24, "temperature_c": 11.11, "efficiency_percent": 41.93}}'
40,'PE143333',40,'Critical','Good',106.396,'Inactive','Operating','Connected',25.73,'Fault','Fault',770.02,49.1,44.65,21.57,40,'{"wind": {"rpm": 19, "output_w": 1503.39}, "solar": {"output_w": 799.04, "temperature_c": 78.58, "efficiency_percent": 49.04}}'
41,'PE803946',41,'Critical','Good',3.807,'Fault','Operating','Island Mode',25.05,'Standby','Fault',2873.55,53.8,56.19,3.58,41,'{"wind": {"rpm": 1436, "output_w": 2272.47}, "solar": {"output_w": 1953.55, "temperature_c": -8.78, "efficiency_percent": 98.36}}'
42,'PE149501',42,'Critical','Good',330.769,'Inactive','Operating','Connected',50.39,'Standby','Standby',611.41,71.8,45.58,64.68,42,'{"wind": {"rpm": 1331, "output_w": 2872.07}, "solar": {"output_w": 1052.28, "temperature_c": 59.27, "efficiency_percent": 37.07}}'
43,'PE641342',43,'Warning','Poor',28.694,'Inactive','Operating','Island Mode',39.49,'Fault','Standby',1679.0,12.7,64.29,82.17,43,'{"wind": {"rpm": 670, "output_w": 2793.35}, "solar": {"output_w": 1849.42, "temperature_c": 34.58, "efficiency_percent": 70.09}}'
44,'PE702097',44,'Normal','Poor',140.023,'Fault','Operating','Connected',68.49,'Standby','Fault',1752.7,38.4,85.97,46.91,44,'{"wind": {"rpm": 1115, "output_w": 22.48}, "solar": {"output_w": 313.65, "temperature_c": 13.35, "efficiency_percent": 31.48}}'
45,'PE158907',45,'Normal','Poor',240.698,'Fault','Fault','Connected',3.52,'Standby','Standby',357.52,73.3,7.06,2.18,45,'{"wind": {"rpm": 792, "output_w": 2936.82}, "solar": {"output_w": 1617.83, "temperature_c": 0.52, "efficiency_percent": 42.64}}'
46,'PE388337',46,'Normal','Poor',195.621,'Active','Operating','Island Mode',60.34,'Fault','Standby',1278.64,35.3,78.80,82.75,46,'{"wind": {"rpm": 591, "output_w": 2501.46}, "solar": {"output_w": 718.42, "temperature_c": 28.02, "efficiency_percent": 90.62}}'
47,'PE849807',47,'Critical','Poor',206.670,'Fault','Operating','Disconnected',14.63,'Fault','Operating',510.87,60.0,79.75,55.85,47,'{"wind": {"rpm": 2681, "output_w": 612.69}, "solar": {"output_w": 1494.26, "temperature_c": 16.12, "efficiency_percent": 24.12}}'
48,'PE185934',48,'Critical','Poor',281.945,'Active','Fault','Island Mode',23.71,'Standby','Fault',1758.68,13.9,51.23,82.45,48,'{"wind": {"rpm": 1536, "output_w": 1263.52}, "solar": {"output_w": 1109.68, "temperature_c": 9.55, "efficiency_percent": 69.01}}'
49,'PE644868',49,'Normal','Good',290.980,'Active','Stopped','Island Mode',66.44,'Standby','Fault',1262.89,60.2,25.30,93.22,49,'{"wind": {"rpm": 2245, "output_w": 513.6}, "solar": {"output_w": 1881.55, "temperature_c": 36.1, "efficiency_percent": 16.10}}'
50,'PE566902',50,'Critical','Fair',489.428,'Active','Stopped','Disconnected',89.80,'Standby','Operating',1300.85,34.8,59.53,48.12,50,'{"wind": {"rpm": 1870, "output_w": 1281.66}, "solar": {"output_w": 73.29, "temperature_c": 96.25, "efficiency_percent": 20.02}}'
51,'PE593084',51,'Warning','Poor',440.540,'Fault','Fault','Connected',43.79,'Standby','Fault',1714.61,56.9,49.98,44.65,51,'{"wind": {"rpm": 900, "output_w": 1309.15}, "solar": {"output_w": 309.75, "temperature_c": 78.6, "efficiency_percent": 53.25}}'
52,'PE753858',52,'Critical','Fair',319.156,'Inactive','Operating','Connected',66.02,'Active','Fault',1375.58,69.5,89.45,40.27,52,'{"wind": {"rpm": 275, "output_w": 1987.8}, "solar": {"output_w": 702.48, "temperature_c": 40.16, "efficiency_percent": 94.01}}'
53,'PE467205',53,'Normal','Good',292.420,'Active','Fault','Island Mode',99.39,'Fault','Standby',2749.22,62.5,51.43,42.41,53,'{"wind": {"rpm": 555, "output_w": 1083.99}, "solar": {"output_w": 987.59, "temperature_c": 24.77, "efficiency_percent": 34.36}}'
54,'PE615712',54,'Critical','Fair',276.418,'Fault','Stopped','Disconnected',38.25,'Active','Operating',1597.13,68.5,48.96,45.09,54,'{"wind": {"rpm": 2055, "output_w": 756.13}, "solar": {"output_w": 233.03, "temperature_c": 43.93, "efficiency_percent": 51.59}}'
55,'PE129437',55,'Warning','Good',493.793,'Active','Stopped','Connected',98.89,'Standby','Standby',1919.98,14.4,71.41,79.68,55,'{"wind": {"rpm": 1626, "output_w": 1628.6}, "solar": {"output_w": 1178.13, "temperature_c": 39.88, "efficiency_percent": 7.34}}'
