'ART54317  ','Culture Painting','Ming',943,'Stone','Good'
'ART54254  ','Poor Vase','Song',2179,'Textile','Fair'
'ART69978  ','Order Painting','Qing',366,'Bronze','Poor'
'ART50422  ','Inside Sculpture','Han',672,'Bronze','Poor'
'ART95251  ','Development Vase','Qing',2327,'Bronze','Critical'
'ART48028  ','Pm Sculpture','Tang',1658,'Jade','Good'
'ART69512  ','Partner Painting','Song',738,'Jade','Fair'
'ART44049  ','Tree Vase','Ming',527,'Wood','Critical'
'ART22173  ','Actually Painting','Qing',2817,'Wood','Critical'
'ART48053  ','Believe Manuscript','Han',324,'Jade','Critical'
'ART17157  ','Rule Manuscript','Tang',1901,'Bronze','Good'
'ART93578  ','Who Sculpture','Ming',752,'Textile','Critical'
'ART23875  ','Someone Textile','Ming',524,'Bronze','Excellent'
'ART23155  ','Thousand Manuscript','Han',1901,'Ceramic','Critical'
'ART87883  ','Court Textile','Qing',2917,'Textile','Critical'
'ART44432  ','Increase Vase','Ming',1645,'Jade','Poor'
'ART77091  ','Back Manuscript','Yuan',2072,'Jade','Excellent'
'ART30247  ','Move Manuscript','Ming',2931,'Bronze','Poor'
'ART54391  ','Animal Textile','Tang',2355,'Textile','Good'
'ART49538  ','Sign Sculpture','Yuan',2321,'Bronze','Poor'
'ART79242  ','Activity Textile','Han',1178,'Wood','Poor'
'ART23455  ','Employee Sculpture','Song',1049,'Ceramic','Fair'
'ART75266  ','Know Vase','Song',2535,'Ceramic','Fair'
'ART85937  ','According Vase','Qing',630,'Textile','Excellent'
'ART67347  ','Sit Textile','Yuan',1704,'Jade','Excellent'
'ART89393  ','Team Sculpture','Ming',2276,'Textile','Fair'
'ART45377  ','Threat Textile','Ming',160,'Ceramic','Excellent'
'ART70054  ','Field Sculpture','Song',2102,'Jade','Fair'
'ART64175  ','Religious Manuscript','Ming',1243,'Ceramic','Good'
'ART73040  ','Somebody Vase','Qing',501,'Paper','Poor'
'ART97169  ','White Vase','Ming',993,'Textile','Poor'
'ART27258  ','Beautiful Sculpture','Qing',424,'Paper','Fair'
'ART19807  ','Question Vase','Qing',1573,'Paper','Fair'
'ART56964  ','Mother Vase','Song',1194,'Jade','Critical'
'ART52327  ','Of Sculpture','Yuan',1267,'Jade','Excellent'
'ART95026  ','Yard Textile','Song',1269,'Bronze','Poor'
'ART75963  ','For Manuscript','Yuan',2734,'Paper','Fair'
'ART74018  ','House Painting','Qing',2740,'Bronze','Good'
'ART33769  ','Response Sculpture','Yuan',2849,'Paper','Excellent'
'ART49793  ','Arrive Sculpture','Han',2182,'Wood','Fair'
'ART84247  ','So Sculpture','Ming',2717,'Jade','Poor'
'ART35668  ','Finish Textile','Tang',2150,'Wood','Good'
'ART55333  ','Boy Vase','Yuan',1384,'Textile','Critical'
'ART78189  ','Member Vase','Ming',2280,'Textile','Fair'
'ART98570  ','Son Sculpture','Qing',1328,'Bronze','Excellent'
'ART86437  ','List Vase','Qing',530,'Jade','Critical'
'ART77193  ','Page Vase','Ming',224,'Stone','Good'
'ART11997  ','Political Textile','Tang',691,'Ceramic','Fair'
'ART71036  ','Start Textile','Tang',679,'Jade','Excellent'
'ART74448  ','Entire Painting','Tang',1468,'Wood','Fair'
'ART16032  ','Act Painting','Yuan',694,'Ceramic','Critical'
'ART75678  ','Practice Manuscript','Ming',1489,'Stone','Poor'
'ART62574  ','Choice Painting','Ming',972,'Ceramic','Good'
'ART74715  ','Say Vase','Han',2990,'Paper','Poor'
'ART15630  ','Return Painting','Tang',199,'Jade','Excellent'
'ART71177  ','Force Manuscript','Song',1783,'Ceramic','Good'
'ART34027  ','Beat Sculpture','Yuan',2718,'Textile','Excellent'
'ART66667  ','Senior Manuscript','Ming',1046,'Bronze','Poor'
'ART32567  ','Professor Vase','Tang',116,'Jade','Excellent'
'ART32207  ','Meeting Manuscript','Ming',1295,'Ceramic','Excellent'
'ART89880  ','Effect Manuscript','Han',1429,'Wood','Fair'
'ART41900  ','Small Manuscript','Han',1730,'Paper','Good'
'ART51066  ','Race Manuscript','Ming',249,'Ceramic','Good'
'ART96778  ','Cultural Sculpture','Tang',2661,'Paper','Good'
'ART14428  ','Treat Textile','Yuan',1439,'Stone','Excellent'
'ART24037  ','Goal Sculpture','Han',440,'Bronze','Fair'
'ART56119  ','Federal Textile','Han',2945,'Ceramic','Excellent'
'ART20918  ','Project Sculpture','Qing',1587,'Jade','Excellent'
'ART72699  ','Do Textile','Yuan',1851,'Stone','Fair'
'ART71203  ','Use Vase','Han',2510,'Wood','Critical'
'ART57819  ','Ok Sculpture','Yuan',2338,'Jade','Critical'
'ART99720  ','Street Textile','Yuan',489,'Paper','Excellent'
'ART53791  ','Me Manuscript','Tang',1850,'Stone','Good'
'ART64791  ','Another Painting','Qing',788,'Textile','Good'
'ART63153  ','Itself Sculpture','Qing',2737,'Jade','Critical'
'ART99599  ','Of Painting','Qing',1401,'Ceramic','Fair'
'ART92270  ','Answer Textile','Tang',859,'Stone','Fair'
'ART59106  ','Medical Sculpture','Ming',2076,'Stone','Fair'
'ART64367  ','Quality Painting','Song',539,'Jade','Fair'
'ART29176  ','Fund Vase','Qing',2109,'Textile','Good'
'ART66971  ','Eye Sculpture','Qing',718,'Bronze','Poor'
'ART18099  ','Image Sculpture','Tang',284,'Textile','Good'
'ART25088  ','Recent Painting','Qing',1251,'Wood','Critical'
'ART69692  ','Work Sculpture','Tang',803,'Wood','Critical'
'ART51762  ','Father Painting','Tang',2436,'Jade','Good'
'ART47896  ','Chair Manuscript','Song',1704,'Wood','Poor'
'ART13944  ','Something Sculpture','Ming',634,'Stone','Good'
'ART45648  ','Dream Painting','Song',1719,'Textile','Excellent'
'ART69396  ','Spend Painting','Yuan',714,'Stone','Good'
'ART45572  ','Go Sculpture','Tang',1228,'Bronze','Poor'
'ART94538  ','Onto Painting','Han',2089,'Stone','Good'
'ART14093  ','Father Textile','Song',100,'Ceramic','Excellent'
'ART31333  ','Value Manuscript','Yuan',634,'Bronze','Good'
'ART44866  ','Doctor Manuscript','Tang',1352,'Wood','Good'
'ART22236  ','Fly Vase','Qing',2725,'Wood','Fair'
'ART24363  ','Name Manuscript','Tang',427,'Jade','Poor'
'ART12970  ','Level Sculpture','Qing',2579,'Bronze','Critical'
'ART86696  ','Person Sculpture','Song',2005,'Textile','Poor'
'ART54193  ','Office Painting','Qing',2096,'Jade','Poor'
'ART49076  ','Structure Textile','Qing',2888,'Stone','Critical'
'ART43209  ','Light Sculpture','Ming',1279,'Wood','Fair'
'ART34850  ','Happen Sculpture','Qing',2798,'Textile','Fair'
'ART41552  ','Both Painting','Ming',1893,'Wood','Good'
'ART19184  ','Poor Painting','Song',1033,'Paper','Fair'
'ART61296  ','Threat Textile','Qing',1436,'Ceramic','Good'
'ART10877  ','Some Textile','Song',464,'Ceramic','Poor'
'ART20549  ','Generation Vase','Song',2321,'Paper','Excellent'
'ART98976  ','Impact Manuscript','Ming',2085,'Textile','Poor'
'ART23101  ','Thing Sculpture','Tang',2533,'Wood','Poor'
'ART35857  ','Whose Painting','Tang',981,'Paper','Excellent'
'ART32997  ','Size Vase','Tang',821,'Stone','Excellent'
'ART15992  ','Agreement Sculpture','Qing',509,'Textile','Poor'
'ART16961  ','These Vase','Tang',2425,'Paper','Excellent'
'ART85062  ','Lose Textile','Qing',1146,'Ceramic','Fair'
'ART48891  ','Soldier Sculpture','Ming',2115,'Stone','Critical'
'ART19391  ','Among Textile','Ming',2597,'Bronze','Fair'
'ART45353  ','Body Sculpture','Song',1117,'Paper','Fair'
'ART62822  ','Blue Painting','Yuan',2805,'Stone','Fair'
'ART32952  ','Eat Manuscript','Tang',245,'Paper','Fair'
'ART75762  ','Special Sculpture','Song',2887,'Jade','Excellent'
'ART68475  ','Home Textile','Yuan',2044,'Bronze','Critical'
'ART52132  ','Political Sculpture','Yuan',1950,'Paper','Good'
'ART94790  ','Child Vase','Song',1296,'Textile','Excellent'
'ART61992  ','Girl Vase','Qing',2216,'Paper','Poor'
'ART17018  ','Least Textile','Song',916,'Wood','Critical'
'ART28471  ','Way Painting','Yuan',1251,'Wood','Fair'
'ART33180  ','Notice Textile','Song',2676,'Ceramic','Poor'
'ART11692  ','Blood Painting','Qing',2851,'Wood','Good'
'ART89295  ','Happy Textile','Tang',909,'Textile','Fair'
'ART18814  ','Morning Vase','Song',2568,'Textile','Good'
'ART51143  ','Assume Textile','Ming',2901,'Wood','Poor'
'ART99610  ','Force Painting','Tang',345,'Jade','Fair'
'ART16937  ','Range Textile','Ming',2073,'Paper','Critical'
'ART51120  ','Attention Textile','Han',2762,'Bronze','Fair'
'ART65334  ','Somebody Painting','Yuan',2856,'Textile','Critical'
'ART70347  ','Total Sculpture','Qing',1824,'Jade','Excellent'
'ART33322  ','Debate Manuscript','Yuan',1093,'Textile','Poor'
'ART36172  ','End Painting','Song',1514,'Paper','Fair'
'ART65274  ','Politics Textile','Tang',392,'Wood','Good'
'ART19319  ','Later Manuscript','Ming',1228,'Jade','Poor'
'ART73961  ','Help Painting','Ming',2782,'Textile','Poor'
'ART81270  ','Weight Sculpture','Han',1817,'Stone','Excellent'
'ART35714  ','Factor Manuscript','Yuan',538,'Ceramic','Fair'
'ART82822  ','Bit Painting','Tang',1887,'Paper','Poor'
'ART60318  ','Different Sculpture','Ming',1496,'Bronze','Good'
'ART30431  ','Member Painting','Han',924,'Bronze','Critical'
'ART25584  ','Simply Painting','Song',379,'Ceramic','Good'
'ART89376  ','Attention Manuscript','Ming',2174,'Textile','Critical'
'ART21113  ','Likely Vase','Ming',792,'Ceramic','Poor'
'ART97628  ','Movement Painting','Ming',295,'Bronze','Fair'
'ART30341  ','Career Sculpture','Yuan',2999,'Bronze','Critical'
'ART20790  ','Place Sculpture','Qing',954,'Stone','Poor'
'ART18418  ','Glass Sculpture','Ming',1853,'Jade','Critical'
'ART54038  ','Truth Manuscript','Yuan',1479,'Textile','Critical'
'ART97133  ','Tonight Painting','Han',2317,'Jade','Fair'
'ART52809  ','Drop Painting','Qing',928,'Wood','Poor'
'ART75086  ','Wind Painting','Yuan',1631,'Paper','Poor'
'ART33042  ','Yard Manuscript','Han',368,'Stone','Fair'
'ART10016  ','Thought Textile','Yuan',1266,'Stone','Good'
'ART49884  ','Share Painting','Yuan',259,'Paper','Poor'
'ART66947  ','Way Vase','Tang',2476,'Paper','Good'
'ART87110  ','Investment Sculpture','Ming',747,'Wood','Poor'
'ART16170  ','Turn Manuscript','Ming',2899,'Paper','Poor'
'ART89792  ','Fish Painting','Ming',2054,'Bronze','Poor'
'ART92254  ','Respond Painting','Tang',2125,'Textile','Critical'
'ART27324  ','Behavior Vase','Yuan',2281,'Wood','Fair'
'ART42898  ','Whether Painting','Tang',1709,'Paper','Excellent'
'ART67567  ','Agency Manuscript','Han',2352,'Ceramic','Fair'
'ART70811  ','College Textile','Song',1611,'Paper','Poor'
'ART12836  ','Option Manuscript','Qing',2760,'Bronze','Excellent'
'ART99181  ','Cover Sculpture','Yuan',2512,'Jade','Fair'
'ART50461  ','Wrong Vase','Yuan',678,'Paper','Critical'
'ART87783  ','Author Painting','Qing',1573,'Ceramic','Good'
'ART80978  ','Nature Textile','Qing',321,'Paper','Excellent'
'ART23004  ','Investment Sculpture','Yuan',920,'Bronze','Fair'
'ART98449  ','Create Sculpture','Song',1207,'Bronze','Excellent'
'ART25084  ','Me Vase','Han',304,'Wood','Critical'
'ART13491  ','Budget Vase','Han',2948,'Ceramic','Poor'
'ART24745  ','Full Manuscript','Qing',1835,'Ceramic','Fair'
'ART65719  ','Realize Vase','Song',2303,'Ceramic','Good'
'ART91309  ','Score Manuscript','Han',2513,'Bronze','Good'
'ART53019  ','Simple Vase','Tang',883,'Bronze','Critical'
'ART14403  ','Lose Manuscript','Tang',394,'Stone','Good'
'ART38276  ','Bill Manuscript','Song',2419,'Paper','Fair'
'ART42404  ','Man Painting','Song',2859,'Wood','Excellent'
'ART83629  ','Decade Manuscript','Tang',2493,'Wood','Good'
'ART13974  ','Daughter Vase','Yuan',2014,'Wood','Good'
'ART88917  ','Training Sculpture','Han',2163,'Stone','Critical'
'ART41493  ','Whatever Manuscript','Tang',1925,'Wood','Critical'
'ART69240  ','Between Vase','Yuan',1116,'Stone','Excellent'
'ART49914  ','Best Sculpture','Song',1080,'Paper','Fair'
'ART80033  ','Subject Painting','Song',1770,'Wood','Fair'
'ART94972  ','First Manuscript','Qing',325,'Paper','Good'
'ART72194  ','Military Textile','Yuan',1624,'Bronze','Critical'
'ART84114  ','Save Vase','Song',1189,'Jade','Good'
'ART45437  ','Space Painting','Tang',2127,'Jade','Excellent'
