'RF100725','FANUC','Series_784','Delta          ',5.00,1592,'2023-06-10','9.6.6','Controller_C2'
'RF506310','Yaskawa','Series_892','Collaborative  ',5.00,1160,'2022-09-14','3.3.7','Controller_C4'
'RF422033','Yaskawa','Series_525','Cartesian      ',200.00,2374,'2022-11-19','4.6.6','Controller_B5'
'RF806459','KUKA','Series_436','Delta          ',5.00,2359,'2023-09-03','2.5.2','Controller_C4'
'RF478822','ABB','Series_999','Collaborative  ',100.00,1950,'2024-11-10','1.3.0','Controller_C1'
'RF196869','KUKA','Series_183','Delta          ',100.00,616,'2024-07-12','3.1.6','Controller_B3'
'RF982879','KUKA','Series_516','Collaborative  ',50.00,581,'2023-02-17','5.8.4','Controller_C3'
'RF966272','FANUC','Series_780','SCARA          ',20.00,1151,'2022-12-16','1.0.3','Controller_A1'
'RF419468','KUKA','Series_439','Collaborative  ',50.00,1635,'2022-10-16','8.8.8','Controller_C4'
'RF119293','Universal Robots','Series_285','Collaborative  ',3.00,2112,'2024-09-22','9.3.3','Controller_A2'
'RF977036','FANUC','Series_384','Articulated    ',100.00,1853,'2023-10-28','3.9.3','Controller_C4'
'RF616012','KUKA','Series_469','SCARA          ',5.00,1845,'2022-10-10','6.9.8','Controller_A3'
'RF997271','KUKA','Series_278','Articulated    ',100.00,1133,'2023-09-10','5.0.5','Controller_C4'
'RF789089','Yaskawa','Series_157','Articulated    ',5.00,1786,'2023-02-27','2.7.7','Controller_B4'
'RF258464','ABB','Series_877','Collaborative  ',20.00,1264,'2024-07-08','4.2.7','Controller_C1'
'RF527980','KUKA','Series_504','SCARA          ',20.00,2362,'2024-09-24','8.3.7','Controller_C1'
'RF369276','Universal Robots','Series_545','Delta          ',100.00,1057,'2023-04-23','8.0.6','Controller_A3'
'RF399618','Yaskawa','Series_426','Delta          ',100.00,1188,'2022-07-24','5.3.6','Controller_A2'
'RF221032','ABB','Series_125','Collaborative  ',3.00,1091,'2023-04-15','5.0.2','Controller_B3'
'RF316276','FANUC','Series_808','Collaborative  ',50.00,740,'2022-06-20','5.3.9','Controller_C3'
'RF659402','FANUC','Series_103','Cartesian      ',5.00,1366,'2023-01-20','3.8.2','Controller_B4'
'RF365945','Yaskawa','Series_791','Cartesian      ',100.00,693,'2023-10-04','2.1.4','Controller_B4'
'RF274021','KUKA','Series_607','Delta          ',5.00,643,'2023-12-11','4.4.4','Controller_B5'
'RF936479','ABB','Series_312','Delta          ',50.00,1847,'2023-03-11','5.9.1','Controller_A3'
'RF132253','Universal Robots','Series_666','Articulated    ',10.00,2224,'2022-12-03','8.4.7','Controller_C2'
'RF619014','FANUC','Series_655','Articulated    ',5.00,570,'2023-08-28','6.7.2','Controller_A3'
'RF708196','FANUC','Series_896','Cartesian      ',3.00,2490,'2022-11-28','6.6.1','Controller_B5'
'RF850168','Universal Robots','Series_771','Articulated    ',10.00,642,'2022-11-02','3.0.8','Controller_A5'
'RF644501','KUKA','Series_854','Collaborative  ',100.00,734,'2023-01-23','2.2.7','Controller_B2'
'RF937310','KUKA','Series_217','Delta          ',200.00,974,'2023-06-14','9.0.1','Controller_B4'
'RF886638','Yaskawa','Series_462','Cartesian      ',20.00,1980,'2023-06-24','9.0.8','Controller_C4'
'RF403411','Yaskawa','Series_438','Delta          ',3.00,2498,'2022-09-28','4.4.2','Controller_A5'
'RF994878','Yaskawa','Series_333','SCARA          ',5.00,1333,'2023-07-27','5.9.7','Controller_A1'
'RF504159','ABB','Series_712','Cartesian      ',10.00,2241,'2024-07-04','1.6.9','Controller_B3'
'RF747386','KUKA','Series_802','Cartesian      ',10.00,951,'2023-02-12','3.6.7','Controller_C3'
'RF891634','Yaskawa','Series_967','Articulated    ',20.00,2003,'2024-03-25','8.1.5','Controller_C3'
'RF216105','FANUC','Series_554','SCARA          ',10.00,1635,'2023-09-18','5.0.1','Controller_C3'
'RF634500','FANUC','Series_430','Cartesian      ',5.00,1597,'2022-12-28','7.1.0','Controller_B3'
'RF180250','Yaskawa','Series_772','Delta          ',10.00,782,'2023-06-29','6.4.4','Controller_B1'
'RF372917','ABB','Series_204','Cartesian      ',100.00,2355,'2024-04-27','5.1.1','Controller_A5'
'RF288975','KUKA','Series_705','Articulated    ',50.00,2188,'2023-01-22','4.5.5','Controller_A5'
'RF672279','FANUC','Series_683','Articulated    ',200.00,1363,'2023-06-30','6.4.4','Controller_B2'
'RF161301','ABB','Series_109','Articulated    ',50.00,2411,'2023-03-09','6.7.7','Controller_A1'
'RF365550','Yaskawa','Series_370','Delta          ',10.00,763,'2023-09-04','4.3.7','Controller_A5'
'RF360664','ABB','Series_435','Articulated    ',10.00,1035,'2024-01-10','2.3.4','Controller_A5'
'RF741454','FANUC','Series_877','Collaborative  ',3.00,1843,'2022-06-05','8.7.0','Controller_B2'
'RF542180','Universal Robots','Series_345','Collaborative  ',200.00,894,'2024-03-09','2.9.2','Controller_C5'
'RF154227','FANUC','Series_197','Articulated    ',50.00,815,'2023-08-02','9.6.5','Controller_A2'
'RF146348','FANUC','Series_601','Delta          ',20.00,1605,'2022-12-01','4.2.1','Controller_A5'
'RF216516','Universal Robots','Series_615','Collaborative  ',10.00,1193,'2023-03-08','4.6.1','Controller_C4'
'RF914542','ABB','Series_503','Delta          ',10.00,1341,'2024-05-31','5.7.8','Controller_B3'
'RF698685','ABB','Series_974','Articulated    ',200.00,1188,'2022-11-10','1.6.5','Controller_B4'
'RF907457','Yaskawa','Series_944','Delta          ',5.00,2093,'2022-08-25','9.9.9','Controller_A4'
'RF737644','Yaskawa','Series_764','Articulated    ',3.00,1000,'2022-07-25','1.4.1','Controller_C5'
'RF157692','FANUC','Series_559','SCARA          ',50.00,2002,'2023-03-28','2.3.7','Controller_A5'
'RF916551','ABB','Series_439','Cartesian      ',50.00,2121,'2024-08-15','7.2.0','Controller_C2'
'RF168527','KUKA','Series_959','SCARA          ',50.00,1700,'2023-10-09','2.2.8','Controller_A4'
'RF343649','FANUC','Series_840','Articulated    ',5.00,1931,'2023-04-21','6.6.9','Controller_B4'
'RF498433','FANUC','Series_730','Articulated    ',50.00,1756,'2024-06-07','4.0.2','Controller_A5'
'RF557809','Yaskawa','Series_214','SCARA          ',200.00,2128,'2024-01-28','3.6.8','Controller_B3'
'RF775638','KUKA','Series_453','SCARA          ',3.00,1154,'2023-10-22','8.9.4','Controller_C3'
'RF607890','KUKA','Series_909','Delta          ',100.00,1750,'2024-04-22','9.8.6','Controller_C2'
'RF712636','Universal Robots','Series_849','Cartesian      ',50.00,1661,'2023-12-07','4.7.1','Controller_C4'
'RF965516','Universal Robots','Series_809','Delta          ',50.00,1906,'2023-10-04','3.5.5','Controller_A3'
'RF184167','ABB','Series_214','Collaborative  ',100.00,1912,'2024-03-09','1.4.8','Controller_A4'
'RF527754','KUKA','Series_624','Articulated    ',100.00,1469,'2024-03-07','1.5.8','Controller_A1'
'RF391526','Universal Robots','Series_102','Articulated    ',3.00,2101,'2024-09-09','5.3.8','Controller_C5'
'RF665005','KUKA','Series_643','SCARA          ',50.00,1444,'2024-04-25','4.0.3','Controller_B5'
'RF952308','Yaskawa','Series_308','Cartesian      ',5.00,1497,'2023-04-26','5.3.4','Controller_C4'
'RF109008','ABB','Series_527','Cartesian      ',50.00,987,'2024-02-15','6.6.4','Controller_A3'
'RF855214','ABB','Series_613','Delta          ',200.00,1077,'2023-12-03','4.2.8','Controller_C3'
'RF293543','Yaskawa','Series_174','Collaborative  ',100.00,2180,'2024-04-10','6.5.2','Controller_C5'
'RF674555','KUKA','Series_643','Collaborative  ',200.00,1671,'2023-01-11','1.6.6','Controller_C1'
'RF904171','Universal Robots','Series_864','Delta          ',3.00,1325,'2024-09-30','1.8.2','Controller_C3'
'RF609947','KUKA','Series_165','Cartesian      ',10.00,1998,'2023-03-23','4.2.8','Controller_B1'
'RF324255','Yaskawa','Series_659','Collaborative  ',10.00,1446,'2022-10-28','8.4.0','Controller_B4'
'RF675281','KUKA','Series_642','Articulated    ',200.00,2029,'2024-04-19','4.4.3','Controller_C1'
'RF895348','Universal Robots','Series_200','Collaborative  ',5.00,2166,'2023-09-08','3.0.7','Controller_C1'
'RF472878','FANUC','Series_660','SCARA          ',200.00,1631,'2023-07-24','1.7.1','Controller_A3'
'RF814700','Yaskawa','Series_690','Articulated    ',3.00,844,'2023-05-04','4.4.0','Controller_C5'
'RF593300','ABB','Series_695','SCARA          ',100.00,736,'2022-12-20','8.6.3','Controller_C5'
'RF874684','Universal Robots','Series_534','Cartesian      ',100.00,749,'2023-10-15','1.1.2','Controller_B3'
'RF911158','Yaskawa','Series_320','Delta          ',50.00,1306,'2023-04-22','6.7.8','Controller_A4'
'RF275152','KUKA','Series_429','Collaborative  ',3.00,1459,'2022-11-01','1.0.3','Controller_A1'
'RF125808','FANUC','Series_228','Delta          ',20.00,546,'2024-09-02','4.6.8','Controller_C1'
'RF390255','KUKA','Series_634','Collaborative  ',5.00,1828,'2022-09-10','1.5.6','Controller_B3'
'RF954883','ABB','Series_749','SCARA          ',200.00,695,'2022-10-12','7.6.7','Controller_B4'
'RF726861','ABB','Series_286','Collaborative  ',20.00,1452,'2024-03-12','1.8.7','Controller_A3'
'RF480448','FANUC','Series_732','Collaborative  ',5.00,2374,'2024-09-29','7.9.2','Controller_A1'
'RF938675','KUKA','Series_273','Cartesian      ',50.00,2450,'2024-10-26','9.0.6','Controller_A5'
'RF769341','Yaskawa','Series_638','Cartesian      ',3.00,2407,'2023-03-29','3.8.5','Controller_A5'
'RF867327','Universal Robots','Series_632','SCARA          ',50.00,1945,'2023-05-05','7.6.6','Controller_A4'
'RF844824','KUKA','Series_257','Delta          ',200.00,1599,'2023-02-09','6.7.9','Controller_A1'
'RF522167','KUKA','Series_429','Collaborative  ',20.00,1635,'2023-10-17','1.3.0','Controller_C1'
'RF241959','Yaskawa','Series_558','Cartesian      ',20.00,1686,'2023-06-30','5.1.7','Controller_B1'
'RF989040','KUKA','Series_610','SCARA          ',10.00,2285,'2023-02-13','6.7.1','Controller_C4'
'RF414946','ABB','Series_689','Articulated    ',3.00,2173,'2024-04-27','4.8.4','Controller_A1'
'RF261738','Universal Robots','Series_321','Collaborative  ',3.00,1433,'2023-04-02','6.4.9','Controller_A2'
'RF818311','FANUC','Series_116','Delta          ',5.00,1538,'2023-01-10','7.5.7','Controller_A4'
'RF181945','Yaskawa','Series_401','Collaborative  ',10.00,2457,'2024-05-24','6.0.0','Controller_C2'
'RF866159','FANUC','Series_969','Articulated    ',20.00,2077,'2024-08-04','1.8.2','Controller_B5'
'RF977071','Yaskawa','Series_604','Collaborative  ',100.00,1017,'2023-10-06','8.2.1','Controller_B1'
'RF509160','FANUC','Series_295','Cartesian      ',5.00,953,'2023-01-22','9.2.1','Controller_C1'
'RF761759','ABB','Series_222','Collaborative  ',200.00,2219,'2023-06-24','9.3.7','Controller_B1'
'RF644045','Yaskawa','Series_137','Articulated    ',50.00,2412,'2024-07-10','7.9.9','Controller_B4'
'RF972390','FANUC','Series_332','Collaborative  ',10.00,1405,'2022-09-14','4.9.1','Controller_B2'
'RF901915','ABB','Series_163','Cartesian      ',200.00,1752,'2023-11-10','6.4.4','Controller_C1'
'RF837425','FANUC','Series_592','Collaborative  ',10.00,1232,'2024-08-25','6.7.3','Controller_A1'
'RF639884','FANUC','Series_842','SCARA          ',20.00,842,'2023-06-05','9.1.8','Controller_C3'
'RF565641','Yaskawa','Series_618','Articulated    ',20.00,1490,'2022-11-11','7.0.1','Controller_A2'
'RF422866','Yaskawa','Series_405','Articulated    ',3.00,1559,'2023-06-30','3.9.6','Controller_A1'
'RF193695','Universal Robots','Series_912','Collaborative  ',20.00,899,'2023-06-25','4.1.2','Controller_B3'
'RF453473','Universal Robots','Series_623','Articulated    ',20.00,1921,'2023-12-07','2.3.5','Controller_C1'
'RF416555','Yaskawa','Series_153','Collaborative  ',3.00,685,'2024-10-10','8.8.4','Controller_C1'
'RF863248','KUKA','Series_332','Delta          ',50.00,603,'2024-06-09','2.6.3','Controller_A5'
'RF431080','KUKA','Series_220','Collaborative  ',50.00,2218,'2022-06-21','5.9.5','Controller_C4'
'RF166053','FANUC','Series_448','Cartesian      ',200.00,779,'2024-10-29','6.4.7','Controller_C5'
'RF194669','FANUC','Series_527','Articulated    ',50.00,1395,'2023-12-04','2.9.0','Controller_B3'
'RF784515','ABB','Series_445','Cartesian      ',10.00,1527,'2023-05-11','6.7.8','Controller_A4'
'RF292373','Universal Robots','Series_270','Delta          ',10.00,2290,'2024-03-17','4.1.4','Controller_B1'
'RF973159','FANUC','Series_764','Cartesian      ',200.00,1665,'2024-07-08','5.1.0','Controller_B1'
'RF402055','ABB','Series_587','Cartesian      ',10.00,909,'2023-10-13','5.7.3','Controller_A3'
'RF468052','ABB','Series_370','Cartesian      ',20.00,1997,'2023-08-08','8.6.4','Controller_C4'
'RF649638','Universal Robots','Series_941','Articulated    ',3.00,2484,'2022-06-14','7.3.6','Controller_B5'
'RF246937','Yaskawa','Series_883','Cartesian      ',200.00,1107,'2023-02-22','7.3.8','Controller_C4'
'RF763549','ABB','Series_872','Cartesian      ',3.00,2402,'2022-07-05','8.4.2','Controller_A2'
'RF790777','ABB','Series_723','SCARA          ',200.00,1224,'2023-12-02','7.5.0','Controller_C4'
'RF765469','ABB','Series_253','Cartesian      ',3.00,921,'2022-06-18','2.9.5','Controller_A3'
'RF146599','Yaskawa','Series_198','SCARA          ',20.00,2001,'2023-01-22','9.0.7','Controller_C4'
'RF889499','Yaskawa','Series_371','Cartesian      ',200.00,827,'2024-10-11','8.7.0','Controller_A1'
'RF757573','Yaskawa','Series_724','Articulated    ',50.00,759,'2023-09-11','4.4.4','Controller_A3'
'RF710334','Yaskawa','Series_294','Delta          ',20.00,1540,'2024-05-16','7.0.0','Controller_C1'
'RF721820','ABB','Series_928','Cartesian      ',10.00,1653,'2024-04-23','8.0.1','Controller_B1'
'RF129103','ABB','Series_676','Delta          ',20.00,790,'2023-05-23','4.3.6','Controller_C2'
'RF614476','KUKA','Series_285','Collaborative  ',5.00,1820,'2024-02-09','5.3.0','Controller_C2'
'RF347750','ABB','Series_601','SCARA          ',20.00,2329,'2023-07-02','7.5.5','Controller_B5'
'RF522841','Yaskawa','Series_897','Cartesian      ',10.00,2080,'2022-08-06','6.0.0','Controller_B5'
'RF838539','Yaskawa','Series_944','Delta          ',20.00,1275,'2022-12-18','8.4.7','Controller_B3'
'RF761653','KUKA','Series_932','Articulated    ',50.00,2107,'2023-02-14','8.6.6','Controller_A4'
'RF860842','Yaskawa','Series_379','SCARA          ',50.00,2330,'2023-06-01','9.0.8','Controller_A1'
'RF961916','Yaskawa','Series_402','Collaborative  ',10.00,1243,'2024-09-20','6.2.9','Controller_A2'
'RF679044','KUKA','Series_930','Articulated    ',20.00,1398,'2022-09-07','6.2.8','Controller_A3'
'RF228505','FANUC','Series_364','Articulated    ',20.00,1751,'2023-06-17','5.6.6','Controller_B4'
'RF745094','Yaskawa','Series_644','Cartesian      ',200.00,508,'2023-03-04','7.3.2','Controller_C4'
'RF389121','KUKA','Series_126','Cartesian      ',3.00,1291,'2022-07-22','5.3.8','Controller_A3'
'RF622966','Universal Robots','Series_825','Articulated    ',3.00,714,'2022-08-25','7.3.4','Controller_C1'
'RF235081','Yaskawa','Series_435','Delta          ',100.00,1338,'2022-09-09','8.6.1','Controller_C1'
'RF456090','FANUC','Series_385','SCARA          ',200.00,2144,'2023-07-23','1.0.4','Controller_A5'
'RF212399','FANUC','Series_427','SCARA          ',3.00,1135,'2024-04-25','7.3.9','Controller_C4'
'RF184997','Yaskawa','Series_520','Delta          ',10.00,1641,'2023-07-03','6.1.6','Controller_C5'
'RF884879','ABB','Series_526','SCARA          ',20.00,857,'2022-07-15','4.4.6','Controller_A2'
'RF772409','FANUC','Series_419','Cartesian      ',200.00,1151,'2024-02-11','6.7.0','Controller_B5'
'RF948855','KUKA','Series_542','Delta          ',100.00,1171,'2024-07-24','4.9.7','Controller_C3'
'RF816767','Yaskawa','Series_370','Collaborative  ',10.00,816,'2024-02-05','7.1.7','Controller_C4'
