'RF100725','RF100725','RF100725','{"joint1": {"angle": -37.72, "speed": 36.7, "torque": 12.00}, "joint2": {"angle": 177.36, "speed": 65.060, "torque": 79.88}, "joint3": {"angle": 83.27, "speed": 174.45, "torque": 55.91}, "joint4": {"angle": -151.100, "speed": 96.65, "torque": 75.220}, "joint5": {"angle": -162.94, "speed": 167.12, "torque": 2.1400}, "joint6": {"angle": -72.08, "speed": 69.94, "torque": 45.07}}'
'RF506310','RF506310','RF506310','{"joint1": {"angle": -101.41, "speed": 149.9, "torque": 96.26}, "joint2": {"angle": -102.61, "speed": 169.960, "torque": 51.7}, "joint3": {"angle": -99.46, "speed": 79.3, "torque": 55.51}, "joint4": {"angle": 27.540, "speed": 127.46, "torque": 5.630}, "joint5": {"angle": -173.82, "speed": 80.96, "torque": 89.0200}, "joint6": {"angle": -79.11, "speed": 41.42, "torque": 72.09}}'
'RF422033','RF422033','RF422033','{"joint1": {"angle": -148.20, "speed": 87.8, "torque": 47.04}, "joint2": {"angle": 176.99, "speed": 134.130, "torque": 49.17}, "joint3": {"angle": 18.72, "speed": 22.11, "torque": 31.22}, "joint4": {"angle": 90.830, "speed": 7.6, "torque": 6.700}, "joint5": {"angle": 17.32, "speed": 9.00, "torque": 21.6600}, "joint6": {"angle": -24.51, "speed": 86.84, "torque": 34.4}}'
'RF806459','RF806459','RF806459','{"joint1": {"angle": -25.92, "speed": 72.6, "torque": 98.28}, "joint2": {"angle": -128.31, "speed": 23.760, "torque": 45.21}, "joint3": {"angle": -95.8, "speed": 147.83, "torque": 51.87}, "joint4": {"angle": 22.660, "speed": 146.17, "torque": 97.510}, "joint5": {"angle": 118.07, "speed": 173.54, "torque": 44.7500}, "joint6": {"angle": 102.59, "speed": 9.9, "torque": 3.72}}'
'RF478822','RF478822','RF478822','{"joint1": {"angle": -83.54, "speed": 157.7, "torque": 59.95}, "joint2": {"angle": 42.09, "speed": 68.700, "torque": 47.43}, "joint3": {"angle": 135.47, "speed": 124.51, "torque": 55.59}, "joint4": {"angle": -148.110, "speed": 68.99, "torque": 83.570}, "joint5": {"angle": -79.32, "speed": 103.06, "torque": 21.0600}, "joint6": {"angle": 129.08, "speed": 85.43, "torque": 76.07}}'
'RF196869','RF196869','RF196869','{"joint1": {"angle": 104.59, "speed": 171.8, "torque": 92.66}, "joint2": {"angle": -74.8, "speed": 139.990, "torque": 25.65}, "joint3": {"angle": 40.27, "speed": 55.57, "torque": 76.81}, "joint4": {"angle": 98.290, "speed": 148.12, "torque": 98.860}, "joint5": {"angle": 72.37, "speed": 64.70, "torque": 86.5000}, "joint6": {"angle": -124.89, "speed": 73.48, "torque": 82.62}}'
'RF982879','RF982879','RF982879','{"joint1": {"angle": -40.88, "speed": 122.5, "torque": 14.58}, "joint2": {"angle": 119.78, "speed": 135.410, "torque": 6.19}, "joint3": {"angle": -40.12, "speed": 109.32, "torque": 53.91}, "joint4": {"angle": 139.650, "speed": 33.3, "torque": 20.420}, "joint5": {"angle": 87.57, "speed": 55.34, "torque": 51.5400}, "joint6": {"angle": -51.28, "speed": 117.68, "torque": 90.76}}'
'RF966272','RF966272','RF966272','{"joint1": {"angle": 171.70, "speed": 105.2, "torque": 16.74}, "joint2": {"angle": -102.77, "speed": 58.410, "torque": 45.25}, "joint3": {"angle": -114.28, "speed": 17.39, "torque": 78.04}, "joint4": {"angle": 27.760, "speed": 60.99, "torque": 54.410}, "joint5": {"angle": -14.66, "speed": 84.68, "torque": 18.2200}, "joint6": {"angle": 169.37, "speed": 99.94, "torque": 25.3}}'
'RF419468','RF419468','RF419468','{"joint1": {"angle": -58.23, "speed": 149.7, "torque": 86.81}, "joint2": {"angle": -158.49, "speed": 151.400, "torque": 33.97}, "joint3": {"angle": -92.07, "speed": 169.17, "torque": 54.86}, "joint4": {"angle": 74.430, "speed": 92.29, "torque": 90.980}, "joint5": {"angle": -35.39, "speed": 12.83, "torque": 3.0500}, "joint6": {"angle": 72.84, "speed": 32.38, "torque": 38.49}}'
'RF119293','RF119293','RF119293','{"joint1": {"angle": -85.39, "speed": 167.4, "torque": 49.89}, "joint2": {"angle": -179.25, "speed": 45.440, "torque": 27.79}, "joint3": {"angle": -33.17, "speed": 38.68, "torque": 89.36}, "joint4": {"angle": 78.890, "speed": 66.64, "torque": 82.060}, "joint5": {"angle": 127.23, "speed": 174.19, "torque": 9.5000}, "joint6": {"angle": 162.06, "speed": 176.16, "torque": 83.75}}'
'RF977036','RF977036','RF977036','{"joint1": {"angle": -113.83, "speed": 115.8, "torque": 61.74}, "joint2": {"angle": 54.24, "speed": 4.150, "torque": 52.9}, "joint3": {"angle": -31.06, "speed": 98.37, "torque": 48.42}, "joint4": {"angle": -24.110, "speed": 121.16, "torque": 5.990}, "joint5": {"angle": 137.89, "speed": 134.97, "torque": 62.8000}, "joint6": {"angle": 82.81, "speed": 133.73, "torque": 3.17}}'
'RF616012','RF616012','RF616012','{"joint1": {"angle": 161.78, "speed": 170.3, "torque": 1.88}, "joint2": {"angle": -102.62, "speed": 59.100, "torque": 24.03}, "joint3": {"angle": 12.4, "speed": 107.77, "torque": 2.24}, "joint4": {"angle": 127.810, "speed": 62.07, "torque": 6.040}, "joint5": {"angle": 73.2, "speed": 177.08, "torque": 59.3400}, "joint6": {"angle": 92.37, "speed": 132.08, "torque": 17.34}}'
'RF997271','RF997271','RF997271','{"joint1": {"angle": 45.39, "speed": 123.4, "torque": 53.92}, "joint2": {"angle": 62.07, "speed": 43.860, "torque": 27.84}, "joint3": {"angle": 124.18, "speed": 16.39, "torque": 69.54}, "joint4": {"angle": -31.820, "speed": 54.3, "torque": 11.170}, "joint5": {"angle": -130.99, "speed": 152.17, "torque": 57.7200}, "joint6": {"angle": -13.6, "speed": 52.5, "torque": 2.2}}'
'RF789089','RF789089','RF789089','{"joint1": {"angle": -102.42, "speed": 0.8, "torque": 79.69}, "joint2": {"angle": -115.81, "speed": 69.390, "torque": 55.26}, "joint3": {"angle": 107.92, "speed": 51.42, "torque": 51.62}, "joint4": {"angle": -28.280, "speed": 6.71, "torque": 19.250}, "joint5": {"angle": -37.93, "speed": 171.18, "torque": 49.3200}, "joint6": {"angle": -26.26, "speed": 97.75, "torque": 3.05}}'
'RF258464','RF258464','RF258464','{"joint1": {"angle": -170.62, "speed": 26.1, "torque": 34.87}, "joint2": {"angle": -18.44, "speed": 21.400, "torque": 30.47}, "joint3": {"angle": -31.61, "speed": 22.5, "torque": 74.09}, "joint4": {"angle": -53.180, "speed": 4.3, "torque": 64.690}, "joint5": {"angle": 22.81, "speed": 27.50, "torque": 72.7300}, "joint6": {"angle": -47.98, "speed": 74.95, "torque": 87.48}}'
'RF527980','RF527980','RF527980','{"joint1": {"angle": -143.30, "speed": 61.2, "torque": 35.34}, "joint2": {"angle": 83.42, "speed": 106.620, "torque": 1.89}, "joint3": {"angle": 82.93, "speed": 78.52, "torque": 43.25}, "joint4": {"angle": 1.900, "speed": 45.27, "torque": 65.880}, "joint5": {"angle": -37.99, "speed": 172.12, "torque": 95.7600}, "joint6": {"angle": 69.92, "speed": 58.49, "torque": 0.97}}'
'RF369276','RF369276','RF369276','{"joint1": {"angle": 113.96, "speed": 45.0, "torque": 82.95}, "joint2": {"angle": -162.1, "speed": 4.130, "torque": 21.3}, "joint3": {"angle": 49.85, "speed": 122.54, "torque": 62.17}, "joint4": {"angle": 22.280, "speed": 174.79, "torque": 98.000}, "joint5": {"angle": 123.62, "speed": 63.88, "torque": 54.4200}, "joint6": {"angle": 148.63, "speed": 100.3, "torque": 45.81}}'
'RF399618','RF399618','RF399618','{"joint1": {"angle": 121.82, "speed": 23.3, "torque": 99.02}, "joint2": {"angle": -3.27, "speed": 144.150, "torque": 88.96}, "joint3": {"angle": 18.72, "speed": 24.74, "torque": 97.71}, "joint4": {"angle": 117.710, "speed": 13.12, "torque": 93.620}, "joint5": {"angle": 13.09, "speed": 115.59, "torque": 89.6700}, "joint6": {"angle": -57.37, "speed": 159.23, "torque": 54.47}}'
