'CS252516',9600.00,0.2000,0.4150,188526.00,285627.00,172739.00,277451.00,450724.00,-448621.00,NULL,57573.00,4,10,8394.00,'{"propown": "Living with Parents", "proptype": null, "propvalue": 615904.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 1148577.00, "mortpayhist": "Fair"}}'
'CS891919',2291.00,0.7460,0.4740,340293.00,377119.00,284607.00,1190666.00,411616.00,910773.00,'Lease',95198.00,2,12,7295.00,'{"propown": "Living with Parents", "proptype": "Apartment", "propvalue": 1201841.00, "rentpayhist": "Fair", "mortgagebits": {"mortbalance": 450289.00, "mortpayhist": "Poor"}}'
'CS765007',1218.00,0.3890,0.2050,200459.00,698147.00,50319.00,1079715.00,137420.00,1242573.00,NULL,32878.00,4,11,21542.00,'{"propown": "Living with Parents", "proptype": "Condo", "propvalue": 339977.00, "rentpayhist": "Poor", "mortgagebits": {"mortbalance": 4809.00, "mortpayhist": "Fair"}}'
'CS507608',4895.00,0.5490,0.2260,68674.00,108554.00,262653.00,1838678.00,562371.00,1230671.00,NULL,56141.00,2,2,55603.00,'{"propown": "Rent", "proptype": null, "propvalue": 1234339.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 1387602.00, "mortpayhist": "Excellent"}}'
'CS893515',8388.00,0.4740,0.1100,73218.00,706349.00,114233.00,663194.00,357036.00,981353.00,NULL,72965.00,3,7,16993.00,'{"propown": "Living with Parents", "proptype": "Apartment", "propvalue": 1799995.00, "rentpayhist": "Poor", "mortgagebits": {"mortbalance": 682803.00, "mortpayhist": "Excellent"}}'
'CS986753',7495.00,0.3790,0.1140,170188.00,675468.00,200195.00,631745.00,577841.00,735988.00,NULL,7227.00,2,9,50840.00,'{"propown": "Own", "proptype": "House", "propvalue": 448006.00, "rentpayhist": "Fair", "mortgagebits": {"mortbalance": 983084.00, "mortpayhist": "Fair"}}'
'CS414493',8469.00,0.2900,0.4420,322140.00,383086.00,374806.00,634974.00,573822.00,-353781.00,'Lease',11514.00,4,16,30476.00,'{"propown": "Own", "proptype": "Condo", "propvalue": 1551182.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 602359.00, "mortpayhist": "Excellent"}}'
'CS429393',7291.00,0.3050,0.2310,379945.00,933147.00,4920.00,449712.00,704236.00,1449318.00,NULL,18414.00,5,6,50529.00,'{"propown": "Living with Parents", "proptype": null, "propvalue": 66103.00, "rentpayhist": "Excellent", "mortgagebits": {"mortbalance": 1164642.00, "mortpayhist": "Excellent"}}'
'CS166671',6045.00,0.4550,0.2750,346045.00,303766.00,275510.00,829580.00,437983.00,240722.00,NULL,81254.00,2,6,54989.00,'{"propown": "Living with Parents", "proptype": "House", "propvalue": 1707270.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 1428142.00, "mortpayhist": "Good"}}'
'CS222072',8350.00,0.4760,0.1060,170654.00,845844.00,225367.00,382490.00,169726.00,516888.00,NULL,18932.00,5,3,47584.00,'{"propown": "Living with Parents", "proptype": "Apartment", "propvalue": 487436.00, "rentpayhist": "Excellent", "mortgagebits": {"mortbalance": 50516.00, "mortpayhist": "Good"}}'
'CS162913',6637.00,0.2300,0.2110,168288.00,510567.00,250760.00,1700935.00,52119.00,1193111.00,NULL,84458.00,5,15,79398.00,'{"propown": "Rent", "proptype": null, "propvalue": 1284164.00, "rentpayhist": "Poor", "mortgagebits": {"mortbalance": 986716.00, "mortpayhist": "Good"}}'
'CS517135',5957.00,0.2370,0.3940,204453.00,531761.00,277342.00,1666761.00,696888.00,-109098.00,'Own',3118.00,3,3,62374.00,'{"propown": "Living with Parents", "proptype": "House", "propvalue": 341019.00, "rentpayhist": "Fair", "mortgagebits": {"mortbalance": 1348990.00, "mortpayhist": "Good"}}'
'CS180245',2973.00,0.3290,0.3770,473169.00,995124.00,329932.00,1846280.00,617139.00,871531.00,NULL,89494.00,4,20,1856.00,'{"propown": "Rent", "proptype": "Condo", "propvalue": 457310.00, "rentpayhist": "Excellent", "mortgagebits": {"mortbalance": 578346.00, "mortpayhist": "Excellent"}}'
'CS335050',3667.00,0.6050,0.2970,283018.00,475692.00,478309.00,801215.00,743524.00,982335.00,'Lease',35384.00,3,4,86837.00,'{"propown": "Rent", "proptype": "House", "propvalue": 274830.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 577981.00, "mortpayhist": "Poor"}}'
'CS646404',9084.00,0.4570,0.4660,73736.00,883237.00,36203.00,456257.00,130837.00,275868.00,'Lease',56273.00,3,0,66367.00,'{"propown": "Rent", "proptype": null, "propvalue": 1631952.00, "rentpayhist": "Fair", "mortgagebits": {"mortbalance": 704075.00, "mortpayhist": "Poor"}}'
'CS544345',2308.00,0.2710,0.1770,456061.00,318945.00,390300.00,264158.00,235889.00,425890.00,'Own',13736.00,4,1,55034.00,'{"propown": "Own", "proptype": "House", "propvalue": 1182617.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 703560.00, "mortpayhist": "Good"}}'
'CS450025',4143.00,0.2660,0.1810,133663.00,795900.00,327959.00,194996.00,51567.00,-271494.00,'Own',54626.00,1,4,48540.00,'{"propown": "Rent", "proptype": null, "propvalue": 774944.00, "rentpayhist": "Fair", "mortgagebits": {"mortbalance": 383906.00, "mortpayhist": "Poor"}}'
'CS298969',1879.00,0.4360,0.3280,38991.00,862559.00,68913.00,909790.00,720010.00,-141262.00,'Lease',38763.00,2,7,98985.00,'{"propown": "Living with Parents", "proptype": null, "propvalue": 1399916.00, "rentpayhist": "Excellent", "mortgagebits": {"mortbalance": 92398.00, "mortpayhist": "Excellent"}}'
'CS824002',8113.00,0.7870,0.4100,272615.00,969288.00,425133.00,1099502.00,976334.00,831692.00,'Lease',83338.00,5,1,94695.00,'{"propown": "Living with Parents", "proptype": "Apartment", "propvalue": 1105334.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 463613.00, "mortpayhist": "Good"}}'
'CS969683',3406.00,0.2840,0.3600,212665.00,455900.00,168868.00,1888947.00,423229.00,1493569.00,NULL,66841.00,2,7,33881.00,'{"propown": "Living with Parents", "proptype": null, "propvalue": 823658.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 1155067.00, "mortpayhist": "Excellent"}}'
'CS169928',3172.00,0.7680,0.4390,250794.00,921365.00,445414.00,163762.00,467664.00,1446084.00,'Own',91802.00,1,6,29064.00,'{"propown": "Living with Parents", "proptype": "House", "propvalue": 1455553.00, "rentpayhist": "Poor", "mortgagebits": {"mortbalance": 162119.00, "mortpayhist": "Excellent"}}'
'CS180232',7810.00,0.2650,0.2920,23791.00,22619.00,63886.00,1725531.00,562169.00,-229096.00,'Lease',11522.00,2,6,12981.00,'{"propown": "Rent", "proptype": null, "propvalue": 1932008.00, "rentpayhist": "Good", "mortgagebits": {"mortbalance": 107088.00, "mortpayhist": "Good"}}'
'CS232683',5360.00,0.5620,0.2650,308032.00,483546.00,283634.00,311818.00,896337.00,1245730.00,NULL,45606.00,5,3,68698.00,'{"propown": "Living with Parents", "proptype": "Apartment", "propvalue": 472425.00, "rentpayhist": "Excellent", "mortgagebits": {"mortbalance": 1390761.00, "mortpayhist": "Excellent"}}'
'CS354471',9090.00,0.5780,0.4860,105363.00,708061.00,475716.00,934678.00,478033.00,-144347.00,'Lease',8849.00,4,2,92346.00,'{"propown": "Living with Parents", "proptype": "House", "propvalue": 327032.00, "rentpayhist": "Excellent", "mortgagebits": {"mortbalance": 492496.00, "mortpayhist": "Fair"}}'
'CS688942',8134.00,0.2860,0.2720,113074.00,446462.00,55503.00,1033596.00,914624.00,393407.00,'Own',4826.00,1,1,59518.00,'{"propown": "Living with Parents", "proptype": "House", "propvalue": 11771.00, "rentpayhist": "Poor", "mortgagebits": {"mortbalance": 840171.00, "mortpayhist": "Excellent"}}'
