'CS206405','2025-02-19 08:29:36.526','CU338528','AP186206','v1.3','2025-02-19','2025-04-07',0.806,0.107,'Policy','Policy Exception','Pending','2025-02-19',22,'M','Widowed',3,'Temporary',0,8,'0','Premium',1,0.604,0.154,0.763
'CS834424','2025-02-19 08:29:36.526','CU209954','AP343846','v3.2','2025-02-19','2025-06-28',0.139,0.800,NULL,'Policy Exception','Rejected','2025-02-19',20,'M','Single',2,'Permanent',5,11,'2','Standard',0,0.625,0.923,0.185
'CS904970','2025-02-19 08:29:36.528','CU314145','AP536324','v2.5','2025-02-19','2025-09-16',0.733,0.297,'Manual','Management Decision','Pending','2025-02-19',47,'M','Divorced',5,'Permanent',18,13,'7','Standard',24,0.802,0.335,0.179
'CS886903','2025-02-19 08:29:36.528','CU727930','AP701865','v2.6','2025-02-19','2025-09-14',0.470,0.090,'Policy','Policy Exception','Rejected','2025-02-19',65,'F','Widowed',2,'Permanent',18,7,'6','Basic',9,0.866,0.735,0.114
'CS767632','2025-02-19 08:29:36.528','CU794268','AP965902','v5.6','2025-02-19','2025-04-26',0.985,0.958,'Policy',NULL,'Approved','2025-02-19',20,'F','Widowed',0,'Permanent',19,0,'10','Standard',0,0.314,0.762,0.047
'CS252516','2025-02-19 08:29:36.528','CU488662','AP993343','v5.0','2025-02-19','2025-11-26',0.694,0.333,NULL,NULL,'Rejected','2025-02-19',28,'M','Divorced',2,'Permanent',19,0,'4','Premium',13,0.824,0.218,0.380
'CS891919','2025-02-19 08:29:36.528','CU390121','AP543111','v1.4','2025-02-19','2025-08-02',0.307,0.031,'Policy','Policy Exception','Approved','2025-02-19',39,'F','Married',1,'Permanent',15,4,'8','Basic',21,0.648,0.209,0.834
'CS765007','2025-02-19 08:29:36.528','CU259187','AP898217','v4.1','2025-02-19','2025-09-23',0.884,0.646,'Manual',NULL,'Rejected','2025-02-19',25,'F','Widowed',1,'Foreign',16,13,'7','Premium',0,0.031,0.099,0.108
'CS507608','2025-02-19 08:29:36.528','CU596654','AP125266','v1.4','2025-02-19','2025-12-18',0.222,0.009,'Policy','Management Decision','Pending','2025-02-19',52,'F','Single',0,'Foreign',18,15,'10','Standard',16,0.453,0.115,0.514
'CS893515','2025-02-19 08:29:36.528','CU572395','AP931873','v2.8','2025-02-19','2025-08-07',0.367,0.102,NULL,'Management Decision','Approved','2025-02-19',68,'M','Single',0,'Foreign',17,6,'3','Premium',17,0.946,0.346,0.297
'CS986753','2025-02-19 08:29:36.528','CU646174','AP303729','v5.7','2025-02-19','2025-05-03',0.307,0.926,'Policy','Policy Exception','Rejected','2025-02-19',69,'M','Divorced',2,'Foreign',17,6,'6','Premium',9,0.765,0.204,0.314
'CS414493','2025-02-19 08:29:36.529','CU466756','AP901362','v2.1','2025-02-19','2025-12-06',0.577,0.248,NULL,'Management Decision','Rejected','2025-02-19',52,'M','Married',5,'Temporary',15,2,'5','Standard',29,0.643,0.224,0.529
'CS429393','2025-02-19 08:29:36.529','CU478628','AP352957','v4.1','2025-02-19','2025-04-06',0.018,0.066,NULL,'Management Decision','Pending','2025-02-19',55,'M','Married',5,'Temporary',0,1,'1','Standard',11,0.156,0.288,0.498
'CS166671','2025-02-19 08:29:36.529','CU133084','AP143529','v5.1','2025-02-19','2026-02-08',0.052,0.608,'Policy','Management Decision','Pending','2025-02-19',80,'M','Divorced',2,'Foreign',9,8,'4','Standard',13,0.559,0.218,0.391
'CS222072','2025-02-19 08:29:36.529','CU993201','AP242681','v1.5','2025-02-19','2025-12-22',0.797,0.938,'Manual','Policy Exception','Pending','2025-02-19',80,'M','Single',4,'Foreign',15,10,'8','Basic',12,0.795,0.747,0.743
'CS162913','2025-02-19 08:29:36.529','CU572551','AP185331','v2.0','2025-02-19','2025-07-10',0.931,0.447,'Policy',NULL,'Pending','2025-02-19',38,'F','Divorced',1,'Foreign',4,6,'0','Basic',1,0.186,0.092,0.474
'CS517135','2025-02-19 08:29:36.529','CU450680','AP458137','v5.2','2025-02-19','2025-10-11',0.228,0.401,'Policy','Policy Exception','Approved','2025-02-19',60,'M','Married',1,'Permanent',8,9,'6','Standard',9,0.462,0.887,0.405
'CS180245','2025-02-19 08:29:36.529','CU496685','AP154971','v2.4','2025-02-19','2025-08-15',0.898,0.211,'Policy','Management Decision','Pending','2025-02-19',22,'F','Divorced',0,'Temporary',2,4,'3','Basic',2,0.955,0.978,0.442
'CS335050','2025-02-19 08:29:36.529','CU990238','AP605044','v2.4','2025-02-19','2025-04-23',0.150,0.916,'Policy','Policy Exception','Pending','2025-02-19',55,'F','Divorced',2,'Temporary',7,7,'10','Premium',0,0.982,0.574,0.356
'CS646404','2025-02-19 08:29:36.529','CU465765','AP757656','v4.2','2025-02-19','2025-08-29',0.257,0.994,'Policy','Policy Exception','Approved','2025-02-19',45,'F','Widowed',3,'Foreign',20,7,'2','Standard',23,0.107,0.449,0.230
'CS544345','2025-02-19 08:29:36.530','CU950980','AP267771','v2.7','2025-02-19','2025-05-09',0.160,0.973,'Policy','Policy Exception','Pending','2025-02-19',78,'M','Single',0,'Permanent',1,10,'3','Basic',10,0.324,0.599,0.692
'CS450025','2025-02-19 08:29:36.530','CU510437','AP832974','v1.6','2025-02-19','2025-12-16',0.976,0.383,'Manual',NULL,'Pending','2025-02-19',36,'M','Widowed',5,'Foreign',14,2,'5','Basic',21,0.273,0.231,0.976
'CS298969','2025-02-19 08:29:36.530','CU226752','AP306653','v5.6','2025-02-19','2025-09-09',0.329,0.900,'Policy','Policy Exception','Pending','2025-02-19',79,'M','Single',0,'Foreign',4,0,'9','Basic',30,0.466,0.919,0.548
'CS824002','2025-02-19 08:29:36.530','CU790495','AP127129','v4.9','2025-02-19','2025-11-23',0.963,0.220,'Policy',NULL,'Rejected','2025-02-19',57,'M','Divorced',0,'Temporary',5,15,'1','Premium',3,0.259,0.362,0.859
'CS969683','2025-02-19 08:29:36.530','CU334526','AP444900','v2.7','2025-02-19','2026-02-16',0.079,0.089,'Manual',NULL,'Approved','2025-02-19',74,'F','Married',2,'Permanent',2,5,'1','Standard',8,0.419,0.941,0.838
'CS169928','2025-02-19 08:29:36.530','CU872801','AP718513','v2.9','2025-02-19','2026-02-09',0.846,0.267,NULL,NULL,'Approved','2025-02-19',24,'M','Divorced',1,'Foreign',7,12,'2','Premium',0,0.765,0.802,0.183
'CS180232','2025-02-19 08:29:36.530','CU706313','AP158184','v3.7','2025-02-19','2025-04-25',0.368,0.412,NULL,'Policy Exception','Pending','2025-02-19',21,'F','Married',3,'Foreign',10,5,'4','Premium',10,0.159,0.880,0.788
'CS232683','2025-02-19 08:29:36.530','CU257943','AP611223','v1.0','2025-02-19','2025-12-01',0.182,0.377,'Manual','Management Decision','Rejected','2025-02-19',66,'M','Married',0,'Permanent',9,9,'9','Standard',23,0.019,0.307,0.402
'CS354471','2025-02-19 08:29:36.531','CU590052','AP945570','v5.2','2025-02-19','2025-05-16',0.980,0.798,'Manual','Management Decision','Approved','2025-02-19',72,'M','Widowed',1,'Temporary',14,6,'0','Premium',21,0.932,0.771,0.030
'CS688942','2025-02-19 08:29:36.531','CU250617','AP380671','v4.3','2025-02-19','2026-01-05',0.183,0.047,NULL,'Policy Exception','Approved','2025-02-19',35,'M','Divorced',5,'Temporary',15,12,'2','Basic',7,0.890,0.128,0.999
'CS288223','2025-02-19 08:29:36.531','CU543548','AP865324','v4.8','2025-02-19','2025-09-12',0.853,0.146,NULL,NULL,'Rejected','2025-02-19',38,'M','Widowed',5,'Temporary',4,4,'2','Basic',17,0.845,0.288,0.070
'CS289722','2025-02-19 08:29:36.531','CU776107','AP167182','v5.5','2025-02-19','2026-01-09',0.811,0.453,'Manual','Policy Exception','Rejected','2025-02-19',27,'F','Married',4,'Permanent',20,15,'3','Basic',22,0.599,0.344,0.396
'CS230095','2025-02-19 08:29:36.531','CU628920','AP937086','v3.3','2025-02-19','2025-10-07',0.526,0.895,NULL,'Policy Exception','Approved','2025-02-19',69,'F','Married',3,'Foreign',3,1,'7','Basic',12,0.643,0.720,0.137
'CS353632','2025-02-19 08:29:36.531','CU459105','AP898197','v3.1','2025-02-19','2025-07-05',0.092,0.748,NULL,'Policy Exception','Approved','2025-02-19',80,'M','Single',0,'Permanent',3,13,'0','Standard',1,0.518,0.336,0.959
'CS435359','2025-02-19 08:29:36.531','CU245038','AP583459','v3.5','2025-02-19','2025-05-03',0.320,0.794,'Manual','Management Decision','Pending','2025-02-19',61,'F','Married',3,'Temporary',9,0,'9','Basic',12,0.708,0.803,0.135
'CS997640','2025-02-19 08:29:36.531','CU146539','AP848561','v4.9','2025-02-19','2025-11-13',0.949,0.836,NULL,NULL,'Approved','2025-02-19',79,'F','Widowed',4,'Permanent',18,10,'1','Standard',1,0.375,0.536,0.623
'CS365031','2025-02-19 08:29:36.531','CU396524','AP568228','v2.9','2025-02-19','2025-11-13',0.861,0.896,NULL,NULL,'Pending','2025-02-19',47,'F','Married',3,'Foreign',14,10,'7','Basic',5,0.233,0.470,0.651
'CS616098','2025-02-19 08:29:36.532','CU406149','AP396282','v5.0','2025-02-19','2025-03-24',0.255,0.780,'Policy',NULL,'Rejected','2025-02-19',31,'F','Married',5,'Foreign',4,7,'5','Standard',30,0.070,0.624,0.322
'CS767771','2025-02-19 08:29:36.532','CU287208','AP929486','v2.2','2025-02-19','2025-04-16',0.122,0.811,'Manual',NULL,'Pending','2025-02-19',20,'M','Married',1,'Foreign',10,9,'1','Premium',0,0.246,0.876,0.642
'CS211745','2025-02-19 08:29:36.532','CU695152','AP364374','v1.3','2025-02-19','2025-10-04',0.893,0.425,'Manual','Management Decision','Rejected','2025-02-19',28,'F','Married',4,'Permanent',18,15,'0','Standard',4,0.261,0.137,0.292
