'CS206405','Self-employed',7,'Manager','Education','Smith and Sons',78771.00,6564.25,'Pending',0.55,11060.00,'Investment',771132.00,11,'Low','Medium','Low','Low','Low','Doctorate',0.199
'CS834424','Employed',13,'Teacher','Other','Fowler, Huff and Owens',406027.00,33835.58,'Pending',0.377,12660.00,'Investment',106733.00,4,'Medium','Medium','Medium','Low','Low','High School',0.506
'CS904970','Unemployed',33,'Manager','Other','Young Group',224253.00,18687.75,'Verified',0.698,29818.00,'Rental',196410.00,16,'Low','High','Medium','Low','High','High School',0.308
'CS886903','Unemployed',31,'Doctor','Education','Farmer Ltd',255274.00,21272.83,'Verified',0.519,19327.00,NULL,120884.00,18,'Low','Medium','Low','High','Low','Master',0.312
'CS767632','Unemployed',35,'Manager','Technology','Foley-Hall',358354.00,29862.83,'Verified',0.521,22972.00,'Rental',71895.00,1,'High','High','High','Medium','Medium','High School',0.491
'CS252516','Retired',29,'Doctor','Healthcare','Torres and Sons',64821.00,5401.75,'Failed',0.623,41911.00,'Part-time',699585.00,9,'Low','Medium','High','Low','Low','Master',0.150
'CS891919','Retired',23,'Other','Technology','Ayers Ltd',357356.00,29779.67,'Verified',0.018,23503.00,'Investment',260592.00,14,'Medium','High','Medium','Medium','Medium','Bachelor',0.443
'CS765007','Employed',30,'Doctor','Technology','Bryant-Mcclure',90990.00,7582.50,'Failed',0.83,2525.00,NULL,262111.00,5,'High','Low','Low','Low','Medium','High School',0.326
'CS507608','Retired',21,'Doctor','Technology','Brown Ltd',248543.00,20711.92,'Verified',0.72,32345.00,'Investment',266120.00,7,'Low','High','Low','High','Low','High School',0.213
'CS893515','Retired',33,'Engineer','Healthcare','Obrien, Hernandez and Brandt',37268.00,3105.67,'Verified',0.804,41029.00,NULL,587816.00,0,'Low','Medium','Medium','Low','Medium','Bachelor',0.083
'CS986753','Retired',12,'Manager','Technology','Bradley, Blackburn and Miller',344905.00,28742.08,'Verified',0.726,40434.00,NULL,30111.00,12,'Medium','Medium','Medium','High','Low','Doctorate',0.014
'CS414493','Employed',38,'Doctor','Finance','Leach Ltd',131980.00,10998.33,'Pending',0.325,29623.00,'Rental',588178.00,18,'High','High','High','High','Low','Doctorate',0.226
'CS429393','Employed',34,'Other','Education','Valdez, Cortez and Young',363153.00,30262.75,'Failed',0.116,25226.00,NULL,29528.00,9,'Low','Medium','Medium','Low','Low','High School',0.340
'CS166671','Self-employed',6,'Engineer','Healthcare','Douglas, Curtis and Williamson',155467.00,12955.58,'Failed',0.327,23844.00,NULL,588039.00,14,'Medium','High','Medium','High','High','Master',0.049
'CS222072','Retired',5,'Manager','Healthcare','Jones-Foster',322544.00,26878.67,'Verified',0.479,38034.00,'Investment',573953.00,3,'Medium','High','Low','High','Medium','Doctorate',0.349
'CS162913','Employed',3,'Other','Healthcare','Leonard Group',23104.00,1925.33,'Failed',0.936,49114.00,'Investment',309716.00,4,'High','Medium','High','High','Low','Bachelor',0.427
'CS517135','Self-employed',3,'Doctor','Other','Fischer Group',306140.00,25511.67,'Verified',0.355,33466.00,'Investment',583555.00,4,'Low','Medium','Medium','High','Medium','Bachelor',0.432
'CS180245','Employed',10,'Engineer','Other','Allison Ltd',131140.00,10928.33,'Verified',0.474,31801.00,'Part-time',291595.00,11,'Low','Medium','Medium','Medium','Low','Master',0.551
'CS335050','Unemployed',37,'Other','Healthcare','Munoz-Soto',62590.00,5215.83,'Pending',0.353,3649.00,NULL,541864.00,2,'Low','Low','High','Medium','High','Bachelor',0.029
'CS646404','Self-employed',33,'Teacher','Finance','Phillips-Rogers',476073.00,39672.75,'Failed',0.001,27498.00,'Rental',481879.00,19,'High','Medium','Low','High','Medium','Master',0.510
'CS544345','Unemployed',30,'Teacher','Other','Beltran, Hampton and Gonzalez',106513.00,8876.08,'Pending',0.863,13054.00,'Part-time',705609.00,6,'High','Medium','High','Low','High','Master',0.066
'CS450025','Employed',14,'Doctor','Healthcare','Haynes, West and Cook',53738.00,4478.17,'Pending',0.429,33003.00,'Rental',431075.00,4,'Medium','High','Low','Low','Medium','Bachelor',0.287
'CS298969','Unemployed',4,'Engineer','Finance','Smith-Gray',417027.00,34752.25,'Pending',0.583,25617.00,'Rental',259059.00,13,'High','High','High','Medium','Medium','Doctorate',0.512
'CS824002','Retired',29,'Engineer','Healthcare','Jackson Group',442131.00,36844.25,'Verified',0.896,20347.00,'Investment',324865.00,18,'Low','Low','Medium','High','High','Doctorate',0.404
'CS969683','Unemployed',10,'Teacher','Education','Smith-Jones',185593.00,15466.08,'Pending',0.117,15551.00,'Investment',220535.00,11,'High','High','Low','High','Medium','High School',0.380
'CS169928','Unemployed',1,'Engineer','Technology','Gutierrez Inc',167191.00,13932.58,'Verified',0.37,26192.00,'Investment',329944.00,1,'High','Low','Low','Medium','High','Master',0.323
'CS180232','Employed',26,'Manager','Education','Baker Group',387233.00,32269.42,'Failed',0.005,31438.00,NULL,619958.00,1,'High','Medium','High','High','Medium','Master',0.170
'CS232683','Unemployed',30,'Manager','Technology','Alexander LLC',347494.00,28957.83,'Pending',0.862,19268.00,'Part-time',460321.00,9,'Medium','High','Low','Low','Low','Bachelor',0.073
'CS354471','Self-employed',13,'Manager','Other','Davis Inc',109743.00,9145.25,'Verified',0.013,30283.00,'Rental',444906.00,17,'Low','Medium','Medium','Medium','High','Doctorate',0.175
'CS688942','Unemployed',17,'Doctor','Healthcare','Ford-Andrews',458595.00,38216.25,'Pending',0.755,39844.00,NULL,374259.00,10,'High','Low','Medium','High','High','Bachelor',0.595
'CS288223','Self-employed',19,'Manager','Healthcare','Carlson-Brown',24670.00,2055.83,'Verified',0.249,13222.00,NULL,155320.00,10,'High','Low','High','Low','Medium','Master',0.005
'CS289722','Unemployed',19,'Teacher','Other','Ward and Sons',455603.00,37966.92,'Verified',0.313,28702.00,'Part-time',320889.00,0,'Medium','High','Low','Low','High','High School',0.377
'CS230095','Retired',40,'Engineer','Other','Keller-Acevedo',256863.00,21405.25,'Pending',0.221,28333.00,'Part-time',409470.00,12,'Low','Low','High','High','Medium','Doctorate',0.594
'CS353632','Employed',10,'Other','Education','Yates-Li',246232.00,20519.33,'Failed',0.591,40649.00,'Rental',37529.00,2,'High','High','High','Medium','Low','Bachelor',0.543
'CS435359','Unemployed',24,'Other','Healthcare','Alexander-Garcia',85480.00,7123.33,'Verified',0.394,27980.00,NULL,464812.00,2,'Low','Medium','High','Medium','Medium','Bachelor',0.327
'CS997640','Self-employed',28,'Teacher','Other','Jarvis-Briggs',94452.00,7871.00,'Verified',0.069,13536.00,'Rental',205480.00,16,'Medium','Low','High','Medium','High','Master',0.320
'CS365031','Retired',10,'Teacher','Education','Sullivan, Carlson and Riley',345646.00,28803.83,'Failed',0.742,2564.00,NULL,594407.00,1,'Low','High','Medium','Low','Medium','Master',0.141
'CS616098','Retired',36,'Other','Finance','Mcdaniel Ltd',434181.00,36181.75,'Failed',0.685,33144.00,'Rental',531764.00,12,'Low','High','Low','Medium','High','Bachelor',0.439
'CS767771','Employed',0,'Engineer','Education','Garcia Inc',84712.00,7059.33,'Failed',0.812,2720.00,'Rental',20602.00,18,'Medium','High','High','Medium','Low','Master',0.028
'CS211745','Self-employed',19,'Doctor','Other','Hobbs and Sons',496471.00,41372.58,'Verified',0.414,47.00,'Rental',69611.00,16,'Medium','Low','Medium','Medium','Medium','High School',0.140
'CS652071','Employed',0,'Other','Education','Rivera, Barton and Beck',93707.00,7808.92,'Verified',0.35,12861.00,NULL,44384.00,1,'High','Medium','Low','Low','Low','High School',0.421
'CS903650','Unemployed',34,'Doctor','Technology','Reyes, Frazier and Kirk',400618.00,33384.83,'Verified',0.179,47833.00,'Rental',764465.00,12,'Low','Low','High','High','Low','Master',0.496
'CS780190','Self-employed',3,'Doctor','Technology','Reed Group',414233.00,34519.42,'Pending',0.157,48093.00,'Part-time',720463.00,12,'Low','Low','High','Medium','Low','High School',0.530
'CS442564','Employed',20,'Engineer','Healthcare','Beard-Pearson',194024.00,16168.67,'Failed',0.293,5407.00,NULL,120190.00,16,'Medium','High','High','Medium','High','Doctorate',0.073
'CS669645','Retired',4,'Engineer','Education','Wallace, Garcia and Smith',265964.00,22163.67,'Verified',0.907,3881.00,'Part-time',337982.00,20,'High','Low','High','High','High','High School',0.445
'CS631277','Self-employed',39,'Other','Other','Wong and Sons',127984.00,10665.33,'Pending',0.732,16276.00,NULL,239271.00,7,'Low','Low','Medium','Low','Low','Master',0.116
'CS496846','Unemployed',22,'Doctor','Education','Smith PLC',108669.00,9055.75,'Failed',0.286,33774.00,'Rental',337266.00,9,'High','High','Medium','Medium','Medium','Doctorate',0.567
'CS150481','Unemployed',18,'Manager','Healthcare','Bennett Group',45253.00,3771.08,'Pending',0.376,13474.00,'Rental',654024.00,14,'Low','High','Medium','High','Low','Bachelor',0.192
'CS163455','Unemployed',21,'Other','Technology','Smith, Arias and Mcintosh',404016.00,33668.00,'Verified',0.876,49567.00,'Rental',231960.00,10,'Low','Medium','High','Low','Medium','High School',0.380
'CS549581','Unemployed',28,'Doctor','Healthcare','White, Neal and Barber',31494.00,2624.50,'Verified',0.896,1240.00,NULL,690003.00,18,'Medium','High','Medium','Low','Low','Doctorate',0.264
'CS922407','Retired',24,'Other','Other','Smith LLC',355608.00,29634.00,'Failed',0.9,39362.00,'Rental',145527.00,17,'Low','Medium','Low','High','Medium','Master',0.217
'CS815902','Self-employed',0,'Teacher','Technology','Torres, Brown and Johnson',164948.00,13745.67,'Failed',0.774,33399.00,'Part-time',181912.00,15,'Medium','Medium','Low','Low','Low','Master',0.442
'CS795799','Self-employed',35,'Manager','Other','Gonzalez-Roach',204223.00,17018.58,'Pending',0.066,35480.00,NULL,680673.00,8,'High','High','Low','Low','Medium','Doctorate',0.375
'CS228944','Employed',14,'Other','Healthcare','Wagner Group',31230.00,2602.50,'Verified',0.9,20421.00,NULL,479999.00,8,'Medium','Medium','Low','Medium','Medium','Master',0.207
'CS270568','Unemployed',11,'Doctor','Technology','Rogers, Hill and Brown',310293.00,25857.75,'Failed',0.059,40743.00,'Part-time',351757.00,6,'Low','Medium','Medium','Low','High','High School',0.460
'CS265659','Self-employed',39,'Other','Technology','Mendoza, Lawrence and Berry',415516.00,34626.33,'Failed',0.523,17573.00,'Investment',791786.00,3,'Low','High','Medium','Medium','Medium','High School',0.442
'CS761056','Self-employed',14,'Other','Finance','Allen, Rollins and Santana',173055.00,14421.25,'Verified',0.435,23138.00,'Part-time',596412.00,10,'Low','Medium','Medium','High','High','Master',0.417
'CS257152','Self-employed',0,'Engineer','Finance','Vaughn LLC',104672.00,8722.67,'Pending',0.568,7384.00,'Investment',740836.00,9,'Low','High','Low','Medium','Low','High School',0.019
'CS574552','Unemployed',23,'Manager','Healthcare','Clark-Rodriguez',418878.00,34906.50,'Verified',0.104,18487.00,'Part-time',330897.00,4,'Low','High','High','Low','Low','High School',0.016
'CS376857','Self-employed',8,'Manager','Healthcare','Hill Inc',252959.00,21079.92,'Failed',0.681,17251.00,'Part-time',76173.00,19,'High','High','Medium','High','High','Doctorate',0.540
'CS245365','Self-employed',40,'Manager','Education','Cantrell, Davis and Simon',275043.00,22920.25,'Verified',0.523,16053.00,'Rental',74797.00,2,'High','High','Medium','Medium','High','Bachelor',0.591
'CS643600','Employed',35,'Doctor','Healthcare','Spears-Jordan',268195.00,22349.58,'Pending',0.949,24811.00,'Part-time',662632.00,15,'Medium','Medium','Low','Medium','High','Bachelor',0.193
'CS137169','Unemployed',26,'Engineer','Technology','Kelly Group',92776.00,7731.33,'Pending',0.447,11986.00,'Part-time',226432.00,11,'Medium','Medium','Low','Medium','High','High School',0.266
'CS956134','Retired',28,'Doctor','Other','Moore, Mcdowell and Gallegos',451223.00,37601.92,'Pending',0.411,10080.00,'Rental',163787.00,2,'Low','Medium','Low','Medium','Low','High School',0.102
'CS692829','Employed',1,'Other','Other','Pope-Fischer',330117.00,27509.75,'Failed',0.764,48739.00,'Rental',539315.00,4,'Medium','Low','Medium','Low','Low','Doctorate',0.232
'CS425614','Retired',17,'Manager','Education','Flynn LLC',405333.00,33777.75,'Pending',0.505,37592.00,'Investment',311045.00,10,'Low','Low','Medium','High','Medium','Bachelor',0.011
'CS946841','Self-employed',13,'Manager','Finance','Smith Group',116495.00,9707.92,'Failed',0.158,24303.00,'Investment',488916.00,2,'High','Medium','High','Medium','Low','Doctorate',0.317
'CS394059','Employed',1,'Other','Finance','Lamb-Mueller',476345.00,39695.42,'Failed',0.855,11610.00,'Rental',635138.00,19,'Medium','Low','Medium','High','Low','Doctorate',0.592
'CS267231','Employed',2,'Manager','Finance','Gibbs Group',112717.00,9393.08,'Verified',0.033,47609.00,'Part-time',157421.00,1,'Low','Medium','Low','Low','Medium','Bachelor',0.422
'CS875127','Self-employed',19,'Engineer','Other','Sanchez, Davis and Hernandez',194014.00,16167.83,'Failed',0.519,11288.00,'Part-time',367618.00,11,'High','Medium','High','Medium','Low','High School',0.514
'CS734465','Retired',39,'Teacher','Other','Reese PLC',86795.00,7232.92,'Pending',0.063,24336.00,'Part-time',149881.00,4,'Medium','High','Medium','Low','Low','Bachelor',0.298
'CS619972','Self-employed',10,'Manager','Other','Evans-Little',96161.00,8013.42,'Failed',0.704,22223.00,NULL,81195.00,18,'Low','High','Medium','Low','Medium','Doctorate',0.252
'CS709733','Retired',18,'Teacher','Other','Singleton, Green and Clark',270139.00,22511.58,'Failed',0.185,22522.00,'Rental',81931.00,15,'High','High','Medium','Medium','Medium','Doctorate',0.292
'CS155730','Self-employed',6,'Doctor','Healthcare','Watkins-Peters',28262.00,2355.17,'Verified',0.642,46255.00,'Part-time',703258.00,13,'High','Low','High','Low','Medium','High School',0.183
'CS577233','Self-employed',14,'Other','Healthcare','Phillips-Adams',127648.00,10637.33,'Verified',0.907,28407.00,'Part-time',736089.00,7,'Medium','High','Low','Medium','Low','High School',0.565
'CS283760','Retired',23,'Doctor','Other','Park Group',387273.00,32272.75,'Pending',0.397,37211.00,'Rental',711617.00,2,'Medium','Medium','High','High','High','Doctorate',0.430
'CS369969','Retired',17,'Manager','Healthcare','Johnson PLC',362760.00,30230.00,'Verified',0.991,35144.00,NULL,288831.00,10,'High','High','High','High','Low','Doctorate',0.407
'CS458174','Self-employed',12,'Engineer','Finance','Davis-Robinson',337331.00,28110.92,'Failed',0.634,22034.00,'Rental',62181.00,9,'High','Medium','Low','High','Medium','Bachelor',0.434
'CS312838','Retired',10,'Engineer','Education','Kelly and Sons',90388.00,7532.33,'Verified',0.703,21728.00,'Part-time',560760.00,10,'Low','Medium','Medium','High','Low','High School',0.331
'CS352403','Retired',1,'Teacher','Other','Jordan, Crawford and Rogers',68288.00,5690.67,'Failed',0.318,40196.00,'Investment',375476.00,12,'Low','High','Medium','Low','Low','Master',0.326
'CS809921','Employed',22,'Other','Finance','Gomez, Ball and White',208260.00,17355.00,'Pending',0.026,28426.00,'Part-time',561373.00,4,'High','Low','Medium','Medium','Medium','Master',0.328
'CS683420','Self-employed',9,'Other','Technology','Davis Ltd',24296.00,2024.67,'Pending',0.149,46204.00,'Part-time',337867.00,3,'Medium','Low','High','Medium','Low','Master',0.219
