'FA410087    ','ACC7210284','PL331','Microblog','2023-12-26',393,'Active','Personal','Unverified'
'FA122676    ','ACC2686094','PL784','Social Network','2023-03-20',353,'Deleted','Bot','Unverified'
'FA731882    ','ACC7106934','PL235','Social Network','2023-07-12',244,'Active','Hybrid','Pending'
'FA626376    ','ACC3607412','PL867','Microblog','2024-04-07',282,'Active','Hybrid','Unverified'
'FA460461    ','ACC5303962','PL697','Social Network','2024-09-13',437,'Deleted','Hybrid','Failed'
'FA362256    ','ACC4431193','PL939','Video Platform','2024-05-28',339,'Active','Business','Suspicious'
'FA849131    ','ACC6525935','PL431','Microblog','2023-03-25',63,'Active','Hybrid','Unverified'
'FA325870    ','ACC7254735','PL135','Social Network','2024-04-23',569,'Suspended','Hybrid','Suspicious'
'FA447714    ','ACC7696574','PL731','Forum','2024-03-03',409,'Active','Business','Unverified'
'FA816610    ','ACC3035336','PL287','Microblog','2023-03-18',139,'Active','Bot','Unverified'
'FA610919    ','ACC9507826','PL553','Microblog','2023-03-04',164,'Dormant','Hybrid','Pending'
'FA204500    ','ACC4416482','PL871','Forum','2023-09-30',540,'Deleted','Hybrid','Pending'
'FA145986    ','ACC7884595','PL331','Social Network','2024-09-10',524,'Deleted','Business','Pending'
'FA806136    ','ACC9509514','PL811','Microblog','2023-09-29',343,'Dormant','Hybrid','Pending'
'FA464619    ','ACC6934850','PL342','Forum','2024-07-28',310,'Dormant','Bot','Failed'
'FA108504    ','ACC8304244','PL826','Forum','2023-08-24',485,'Suspended','Personal','Pending'
'FA305113    ','ACC9459300','PL277','Forum','2023-09-22',125,'Dormant','Hybrid','Suspicious'
'FA103459    ','ACC4483423','PL535','Microblog','2024-05-05',290,'Suspended','Personal','Failed'
'FA312206    ','ACC7119107','PL255','Social Network','2024-10-20',709,'Dormant','Bot','Suspicious'
'FA880761    ','ACC9748413','PL723','Video Platform','2023-07-24',443,'Suspended','Bot','Unverified'
'FA762303    ','ACC1199090','PL913','Video Platform','2023-04-13',27,'Suspended','Business','Suspicious'
'FA222561    ','ACC9069398','PL467','Social Network','2023-05-30',110,'Dormant','Bot','Suspicious'
'FA764882    ','ACC8216412','PL104','Forum','2025-02-11',3,'Suspended','Bot','Pending'
'FA242277    ','ACC2021993','PL336','Microblog','2023-10-20',160,'Suspended','Hybrid','Unverified'
'FA480164    ','ACC8409212','PL438','Microblog','2023-06-28',499,'Active','Business','Failed'
'FA388855    ','ACC4515843','PL228','Social Network','2024-09-22',631,'Suspended','Personal','Suspicious'
'FA867295    ','ACC8741466','PL419','Forum','2023-09-14',655,'Deleted','Hybrid','Suspicious'
'FA881359    ','ACC2680613','PL463','Microblog','2024-10-09',432,'Deleted','Hybrid','Failed'
'FA907297    ','ACC6500872','PL663','Video Platform','2025-01-17',619,'Dormant','Hybrid','Suspicious'
'FA547506    ','ACC7119791','PL912','Microblog','2023-02-23',147,'Deleted','Bot','Pending'
'FA161257    ','ACC3437319','PL902','Forum','2025-02-11',104,'Deleted','Bot','Pending'
'FA976751    ','ACC4426733','PL322','Forum','2023-06-05',714,'Suspended','Hybrid','Unverified'
'FA948745    ','ACC4298437','PL744','Video Platform','2023-12-22',72,'Deleted','Personal','Pending'
'FA543814    ','ACC5276051','PL721','Video Platform','2024-10-19',17,'Active','Business','Failed'
'FA267579    ','ACC3990375','PL787','Video Platform','2023-10-31',428,'Dormant','Business','Pending'
'FA123409    ','ACC5749136','PL321','Video Platform','2025-02-18',575,'Suspended','Hybrid','Pending'
'FA922512    ','ACC1813432','PL853','Forum','2025-02-10',59,'Dormant','Hybrid','Failed'
'FA522086    ','ACC1624796','PL918','Social Network','2025-01-02',225,'Active','Bot','Unverified'
'FA306576    ','ACC3279695','PL752','Microblog','2025-02-04',549,'Active','Business','Failed'
'FA217440    ','ACC3639614','PL791','Video Platform','2024-03-24',111,'Suspended','Business','Pending'
'FA168130    ','ACC9255892','PL499','Forum','2023-08-31',196,'Deleted','Personal','Suspicious'
'FA564598    ','ACC3162582','PL991','Forum','2024-01-26',441,'Suspended','Hybrid','Failed'
'FA500284    ','ACC1173741','PL623','Microblog','2023-06-03',675,'Deleted','Bot','Pending'
'FA573121    ','ACC7032655','PL413','Forum','2024-06-10',412,'Active','Hybrid','Unverified'
'FA638968    ','ACC4975530','PL563','Forum','2023-06-06',125,'Dormant','Hybrid','Pending'
'FA992002    ','ACC6527600','PL258','Social Network','2024-10-08',170,'Active','Personal','Suspicious'
'FA625358    ','ACC8449752','PL357','Social Network','2023-06-09',158,'Dormant','Business','Failed'
'FA508809    ','ACC7059717','PL586','Video Platform','2023-08-07',252,'Active','Bot','Suspicious'
'FA492014    ','ACC8921271','PL641','Social Network','2023-07-22',48,'Suspended','Hybrid','Suspicious'
'FA267178    ','ACC8938940','PL387','Microblog','2024-05-10',192,'Deleted','Personal','Unverified'
'FA324357    ','ACC8994547','PL743','Video Platform','2024-11-14',450,'Dormant','Bot','Unverified'
'FA164406    ','ACC7910944','PL255','Forum','2024-04-10',148,'Active','Personal','Pending'
'FA187304    ','ACC4917690','PL205','Video Platform','2025-01-07',101,'Active','Hybrid','Pending'
'FA777567    ','ACC8053899','PL743','Microblog','2024-05-30',452,'Deleted','Personal','Unverified'
'FA391016    ','ACC4706380','PL676','Video Platform','2023-10-24',634,'Dormant','Hybrid','Unverified'
'FA278977    ','ACC6003392','PL403','Social Network','2024-03-23',518,'Active','Hybrid','Suspicious'
'FA789218    ','ACC1250024','PL332','Microblog','2024-01-01',361,'Active','Bot','Failed'
'FA962938    ','ACC3121190','PL290','Forum','2023-10-06',268,'Dormant','Hybrid','Unverified'
'FA259192    ','ACC9818986','PL877','Video Platform','2023-02-27',354,'Deleted','Personal','Suspicious'
'FA398835    ','ACC4754921','PL965','Forum','2024-07-13',36,'Dormant','Hybrid','Suspicious'
'FA279606    ','ACC1396148','PL144','Video Platform','2023-11-10',636,'Dormant','Bot','Unverified'
'FA212788    ','ACC2534239','PL289','Microblog','2023-05-06',490,'Active','Personal','Pending'
'FA403763    ','ACC5160235','PL754','Microblog','2024-05-01',691,'Dormant','Bot','Suspicious'
'FA250207    ','ACC6703745','PL462','Forum','2024-03-03',502,'Dormant','Bot','Unverified'
'FA458773    ','ACC6216637','PL377','Video Platform','2024-04-20',44,'Dormant','Hybrid','Suspicious'
'FA142240    ','ACC9066832','PL534','Forum','2024-06-17',697,'Suspended','Bot','Unverified'
'FA973776    ','ACC4910123','PL832','Forum','2024-09-09',524,'Active','Bot','Suspicious'
'FA970068    ','ACC5483163','PL918','Social Network','2023-06-30',544,'Active','Personal','Suspicious'
'FA587430    ','ACC6194642','PL684','Social Network','2023-02-24',638,'Dormant','Bot','Pending'
'FA479789    ','ACC1401605','PL225','Social Network','2023-05-02',599,'Active','Personal','Pending'
'FA340291    ','ACC1458089','PL296','Social Network','2023-11-10',156,'Suspended','Hybrid','Failed'
'FA362276    ','ACC7599584','PL427','Forum','2024-01-14',391,'Deleted','Personal','Failed'
'FA559759    ','ACC8409421','PL794','Microblog','2023-04-23',435,'Active','Bot','Pending'
'FA800722    ','ACC4546417','PL939','Microblog','2024-02-01',433,'Dormant','Personal','Suspicious'
'FA960818    ','ACC5993216','PL545','Video Platform','2024-11-19',390,'Active','Bot','Failed'
'FA641974    ','ACC9231547','PL194','Forum','2024-02-10',281,'Dormant','Business','Suspicious'
'FA104303    ','ACC8050157','PL329','Video Platform','2023-07-18',550,'Dormant','Personal','Suspicious'
'FA266829    ','ACC2083649','PL176','Social Network','2025-02-17',492,'Dormant','Personal','Failed'
'FA311091    ','ACC7541562','PL904','Microblog','2023-06-02',31,'Dormant','Business','Suspicious'
'FA577529    ','ACC1450665','PL259','Social Network','2023-12-03',444,'Deleted','Bot','Unverified'
'FA211751    ','ACC4415505','PL773','Social Network','2023-08-30',355,'Dormant','Hybrid','Unverified'
'FA693258    ','ACC8787197','PL194','Microblog','2024-11-22',360,'Dormant','Business','Pending'
'FA345814    ','ACC7151326','PL759','Video Platform','2024-12-11',177,'Active','Business','Suspicious'
'FA924715    ','ACC1433957','PL283','Video Platform','2023-12-17',7,'Dormant','Bot','Unverified'
'FA332504    ','ACC7158272','PL352','Forum','2023-10-14',71,'Dormant','Bot','Unverified'
'FA736578    ','ACC9613212','PL733','Forum','2024-10-31',559,'Active','Business','Unverified'
'FA344340    ','ACC3903430','PL656','Microblog','2025-01-26',260,'Active','Hybrid','Unverified'
'FA647912    ','ACC4503523','PL335','Forum','2023-08-11',549,'Active','Bot','Pending'
'FA157805    ','ACC8780487','PL313','Forum','2025-01-05',519,'Deleted','Personal','Suspicious'
'FA665309    ','ACC8121534','PL774','Video Platform','2024-06-01',169,'Suspended','Personal','Suspicious'
'FA563491    ','ACC6158507','PL963','Forum','2024-06-20',487,'Suspended','Bot','Suspicious'
'FA564801    ','ACC4978760','PL246','Social Network','2024-01-13',188,'Deleted','Business','Unverified'
'FA963937    ','ACC8903135','PL874','Social Network','2025-01-28',163,'Active','Business','Pending'
'FA752467    ','ACC4449360','PL602','Microblog','2025-01-24',728,'Deleted','Personal','Failed'
'FA262007    ','ACC6782872','PL186','Social Network','2024-12-12',261,'Active','Bot','Unverified'
'FA184905    ','ACC7962621','PL859','Video Platform','2023-09-27',288,'Active','Personal','Suspicious'
'FA483620    ','ACC3657060','PL835','Forum','2024-03-15',371,'Suspended','Business','Pending'
'FA562580    ','ACC3216155','PL531','Video Platform','2023-04-25',53,'Dormant','Business','Suspicious'
'FA959752    ','ACC8818629','PL106','Social Network','2023-11-28',433,'Active','Business','Failed'
'FA264462    ','ACC8191060','PL249','Microblog','2023-04-16',376,'Suspended','Bot','Unverified'
'FA821287    ','ACC1177688','PL291','Social Network','2023-07-01',156,'Dormant','Business','Unverified'
'FA990991    ','ACC3931936','PL848','Forum','2024-08-03',362,'Dormant','Hybrid','Pending'
'FA517548    ','ACC4727301','PL586','Microblog','2024-03-07',238,'Active','Hybrid','Unverified'
'FA253101    ','ACC8950562','PL104','Forum','2023-08-22',353,'Suspended','Bot','Unverified'
'FA415498    ','ACC9421342','PL295','Forum','2023-03-29',119,'Dormant','Bot','Unverified'
'FA577760    ','ACC7512529','PL100','Forum','2023-08-27',138,'Dormant','Hybrid','Suspicious'
'FA230421    ','ACC8316556','PL627','Social Network','2023-02-26',407,'Dormant','Hybrid','Unverified'
'FA590817    ','ACC1420736','PL733','Microblog','2024-08-01',419,'Active','Bot','Failed'
'FA695363    ','ACC7959752','PL203','Microblog','2025-01-29',511,'Suspended','Hybrid','Suspicious'
'FA439758    ','ACC1855646','PL213','Microblog','2023-12-24',703,'Active','Hybrid','Failed'
'FA378920    ','ACC7935552','PL506','Forum','2023-08-07',528,'Deleted','Personal','Unverified'
'FA167463    ','ACC6732081','PL226','Social Network','2024-08-27',648,'Active','Business','Suspicious'
'FA963775    ','ACC1903536','PL855','Microblog','2023-07-16',618,'Active','Bot','Suspicious'
'FA199747    ','ACC5306529','PL201','Video Platform','2024-06-16',706,'Suspended','Business','Pending'
'FA316324    ','ACC7726256','PL351','Forum','2023-06-09',434,'Suspended','Business','Pending'
'FA862012    ','ACC7723704','PL103','Forum','2023-03-21',309,'Suspended','Hybrid','Pending'
'FA956717    ','ACC8757920','PL925','Video Platform','2023-12-28',435,'Suspended','Business','Suspicious'
'FA786147    ','ACC1963442','PL212','Video Platform','2023-03-11',625,'Deleted','Personal','Failed'
'FA490699    ','ACC5760999','PL411','Social Network','2024-10-06',2,'Suspended','Hybrid','Failed'
'FA586244    ','ACC9524685','PL158','Social Network','2023-04-02',156,'Dormant','Personal','Pending'
'FA867362    ','ACC5505766','PL386','Social Network','2023-06-14',178,'Dormant','Business','Failed'
'FA671661    ','ACC3840204','PL361','Forum','2023-10-13',514,'Active','Business','Suspicious'
'FA759928    ','ACC1465634','PL226','Forum','2023-03-22',146,'Deleted','Bot','Unverified'
'FA544018    ','ACC8027573','PL768','Social Network','2024-01-01',264,'Suspended','Personal','Suspicious'
'FA959109    ','ACC3154528','PL711','Social Network','2023-05-13',202,'Deleted','Personal','Suspicious'
'FA691957    ','ACC6452195','PL301','Video Platform','2024-03-23',81,'Dormant','Bot','Unverified'
'FA452493    ','ACC8936676','PL613','Social Network','2025-01-08',693,'Active','Personal','Failed'
'FA859490    ','ACC9375000','PL690','Forum','2023-08-08',119,'Dormant','Bot','Unverified'
'FA398365    ','ACC8578558','PL208','Social Network','2024-10-08',545,'Active','Personal','Failed'
'FA555802    ','ACC8929480','PL738','Social Network','2025-02-11',274,'Deleted','Business','Pending'
'FA268506    ','ACC6172199','PL353','Social Network','2024-02-26',345,'Suspended','Bot','Pending'
