'FA410087    ','FA410087    ','{"bio": {"biolang": "en", "biospan": 118, "biolinknum": "3", "biokeycheck": "Suspicious"}, "contact": {"phnumstate": "Invalid", "maildomainfmt": "Free"}, "picture": {"picscval": 0.8, "picformat": "Stock"}, "location": {"locgiven": "Fake", "locshiftnum": 2}, "username": {"usrlen": 13, "usrpatn": "Random", "usrentval": 0.8350, "profnametag": "Sequential"}, "completeness": 0.17, "display_name": {"dispnameshift": 8}}'
'FA122676    ','FA122676    ','{"bio": {"biolang": "en", "biospan": 72, "biolinknum": "2", "biokeycheck": "Suspicious"}, "contact": {"phnumstate": "Valid", "maildomainfmt": "Free"}, "picture": {"picscval": 0.8, "picformat": "Celebrity"}, "location": {"locgiven": "Fake", "locshiftnum": 0}, "username": {"usrlen": 5, "usrpatn": "Generated", "usrentval": 0.7210, "profnametag": "Template"}, "completeness": 0.32, "display_name": {"dispnameshift": 10}}'
'FA731882    ','FA731882    ','{"bio": {"biolang": "multiple", "biospan": 38, "biolinknum": "2", "biokeycheck": "Normal"}, "contact": {"phnumstate": "VOIP", "maildomainfmt": "Unknown"}, "picture": {"picscval": 0.2, "picformat": "Stock"}, "location": {"locgiven": "No", "locshiftnum": 0}, "username": {"usrlen": 11, "usrpatn": "Meaningful", "usrentval": 0.2210, "profnametag": "Template"}, "completeness": 0.96, "display_name": {"dispnameshift": 0}}'
'FA626376    ','FA626376    ','{"bio": {"biolang": "mixed", "biospan": 164, "biolinknum": "2", "biokeycheck": "Spam"}, "contact": {"phnumstate": "VOIP", "maildomainfmt": "Unknown"}, "picture": {"picscval": 0.4, "picformat": "AI Generated"}, "location": {"locgiven": "Yes", "locshiftnum": 9}, "username": {"usrlen": 10, "usrpatn": "Meaningful", "usrentval": 0.5140, "profnametag": "Random"}, "completeness": 0.99, "display_name": {"dispnameshift": 0}}'
'FA460461    ','FA460461    ','{"bio": {"biolang": "multiple", "biospan": 59, "biolinknum": "2", "biokeycheck": "Promo"}, "contact": {"phnumstate": "Invalid", "maildomainfmt": "Unknown"}, "picture": {"picscval": 0.7, "picformat": "AI Generated"}, "location": {"locgiven": "Yes", "locshiftnum": 4}, "username": {"usrlen": 18, "usrpatn": "Meaningful", "usrentval": 0.0310, "profnametag": "Random"}, "completeness": 0.59, "display_name": {"dispnameshift": 1}}'
'FA362256    ','FA362256    ','{"bio": {"biolang": "en", "biospan": 171, "biolinknum": "1", "biokeycheck": "Promo"}, "contact": {"phnumstate": "VOIP", "maildomainfmt": "Custom"}, "picture": {"picscval": 0.5, "picformat": "Real"}, "location": {"locgiven": "Fake", "locshiftnum": 10}, "username": {"usrlen": 8, "usrpatn": "Generated", "usrentval": 0.2890, "profnametag": "Sequential"}, "completeness": 0.75, "display_name": {"dispnameshift": 9}}'
'FA849131    ','FA849131    ','{"bio": {"biolang": "multiple", "biospan": 3, "biolinknum": "4", "biokeycheck": "Suspicious"}, "contact": {"phnumstate": "Valid", "maildomainfmt": "Unknown"}, "picture": {"picscval": 0.8, "picformat": "Stock"}, "location": {"locgiven": "No", "locshiftnum": 0}, "username": {"usrlen": 10, "usrpatn": "AlphaNum", "usrentval": 0.6990, "profnametag": "Natural"}, "completeness": 0.74, "display_name": {"dispnameshift": 1}}'
'FA325870    ','FA325870    ','{"bio": {"biolang": "multiple", "biospan": 44, "biolinknum": "0", "biokeycheck": "Spam"}, "contact": {"phnumstate": "Valid", "maildomainfmt": "Custom"}, "picture": {"picscval": 0.2, "picformat": "Real"}, "location": {"locgiven": "No", "locshiftnum": 10}, "username": {"usrlen": 6, "usrpatn": "Random", "usrentval": 0.8370, "profnametag": "Sequential"}, "completeness": 0.84, "display_name": {"dispnameshift": 4}}'
'FA447714    ','FA447714    ','{"bio": {"biolang": "mixed", "biospan": 55, "biolinknum": "0", "biokeycheck": "Normal"}, "contact": {"phnumstate": "Invalid", "maildomainfmt": "Free"}, "picture": {"picscval": 0.7, "picformat": "Celebrity"}, "location": {"locgiven": "No", "locshiftnum": 9}, "username": {"usrlen": 12, "usrpatn": "Random", "usrentval": 0.3030, "profnametag": "Random"}, "completeness": 0.23, "display_name": {"dispnameshift": 1}}'
'FA816610    ','FA816610    ','{"bio": {"biolang": "mixed", "biospan": 150, "biolinknum": "0", "biokeycheck": "Spam"}, "contact": {"phnumstate": "Invalid", "maildomainfmt": "Disposable"}, "picture": {"picscval": 0.1, "picformat": "Celebrity"}, "location": {"locgiven": "Multiple", "locshiftnum": 9}, "username": {"usrlen": 16, "usrpatn": "Meaningful", "usrentval": 0.8180, "profnametag": "Template"}, "completeness": 0.51, "display_name": {"dispnameshift": 6}}'
'FA610919    ','FA610919    ','{"bio": {"biolang": "multiple", "biospan": 16, "biolinknum": "1", "biokeycheck": "Suspicious"}, "contact": {"phnumstate": "VOIP", "maildomainfmt": "Free"}, "picture": {"picscval": 0.9, "picformat": "Stock"}, "location": {"locgiven": "No", "locshiftnum": 1}, "username": {"usrlen": 9, "usrpatn": "Random", "usrentval": 0.0030, "profnametag": "Random"}, "completeness": 0.31, "display_name": {"dispnameshift": 2}}'
