'34671e50-c3dc-4acb-af54-ccde16eb0ea6','34671e50-c3dc-4acb-af54-ccde16eb0ea6','Longi','Model-102','Mono-PERC',650,20.860,45.700,-0.389
'34d240f4-6ed9-43bc-b7a8-24b56fdd315a','34d240f4-6ed9-43bc-b7a8-24b56fdd315a','Longi','Model-892','HJT',650,21.650,45.500,-0.446
'e00b3472-780b-490f-941b-a4f298882d7f','e00b3472-780b-490f-941b-a4f298882d7f','Longi','Model-677','Poly-PERC',450,21.930,46.700,-0.432
'99619a33-69af-482b-a667-0c581f5247a1','99619a33-69af-482b-a667-0c581f5247a1','Canadian Solar','Model-932','HJT',600,18.220,42.000,-0.414
'e233c178-bd05-4eee-8b42-f2ebc5948432','e233c178-bd05-4eee-8b42-f2ebc5948432','Longi','Model-569','Mono-PERC',600,19.420,42.100,-0.412
'657d7976-fb98-45f4-a916-4315352d235d','657d7976-fb98-45f4-a916-4315352d235d','JA Solar','Model-529','Bifacial',600,22.250,45.100,-0.392
'7da8ce5b-0710-48ac-ae70-cfd4c2bda1fa','7da8ce5b-0710-48ac-ae70-cfd4c2bda1fa','JinkoSolar','Model-229','TOPCon',600,22.130,42.600,-0.370
'fa1e0808-8e5c-4044-bbaf-4a17fbad26f2','fa1e0808-8e5c-4044-bbaf-4a17fbad26f2','JA Solar','Model-664','Mono-PERC',450,19.340,44.200,-0.427
'9b607e6e-02d5-46f1-8eaf-d80c994395d4','9b607e6e-02d5-46f1-8eaf-d80c994395d4','JinkoSolar','Model-980','TOPCon',600,19.800,44.300,-0.414
'61881c67-e019-431b-92f4-540d018ce556','61881c67-e019-431b-92f4-540d018ce556','Canadian Solar','Model-100','HJT',600,22.320,45.000,-0.443
'd0e8b043-26a7-44a0-92aa-8d8719e49e10','d0e8b043-26a7-44a0-92aa-8d8719e49e10','JinkoSolar','Model-979','Poly-PERC',550,21.330,43.700,-0.423
'e2324feb-31cd-417a-ba69-86c74e8e65c0','e2324feb-31cd-417a-ba69-86c74e8e65c0','JinkoSolar','Model-251','Mono-PERC',450,20.240,42.500,-0.438
'03ba1f48-8f07-4672-b292-f53511c4a44a','03ba1f48-8f07-4672-b292-f53511c4a44a','Trina','Model-385','HJT',650,21.880,47.700,-0.394
'455d3198-51b8-460b-aba3-e2d2e39f509a','455d3198-51b8-460b-aba3-e2d2e39f509a','Trina','Model-962','HJT',450,19.370,46.800,-0.383
'4f6e3e61-5d41-4b6f-a2e5-e999b484e066','4f6e3e61-5d41-4b6f-a2e5-e999b484e066','Longi','Model-194','HJT',500,18.320,44.900,-0.436
'bf90391d-4f2e-4439-bad4-2a1235948caf','bf90391d-4f2e-4439-bad4-2a1235948caf','Canadian Solar','Model-303','Bifacial',600,19.310,43.900,-0.363
'00bfcb5b-37fb-43a8-9823-30d4dd62defe','00bfcb5b-37fb-43a8-9823-30d4dd62defe','Longi','Model-946','HJT',650,21.030,46.700,-0.447
'aea89403-62f7-4c14-8fea-45eb52e60fea','aea89403-62f7-4c14-8fea-45eb52e60fea','Longi','Model-236','Bifacial',550,18.070,43.100,-0.395
'8e1c7488-e62f-4a9a-bb54-a8fcad8a2769','8e1c7488-e62f-4a9a-bb54-a8fcad8a2769','Longi','Model-988','TOPCon',450,21.650,47.000,-0.373
'88453494-1794-4b53-9c65-c3fbb293a9e3','88453494-1794-4b53-9c65-c3fbb293a9e3','Canadian Solar','Model-189','TOPCon',600,21.040,42.400,-0.411
'3bcecbd9-0768-4f8c-a996-9001872179b1','3bcecbd9-0768-4f8c-a996-9001872179b1','JA Solar','Model-825','Bifacial',550,21.170,47.800,-0.364
'aba78bda-c462-4bd5-b99e-952962d757ca','aba78bda-c462-4bd5-b99e-952962d757ca','Trina','Model-644','Poly-PERC',600,19.330,47.800,-0.406
'f1b35de2-bd22-4c48-b7c3-a57c89803acf','f1b35de2-bd22-4c48-b7c3-a57c89803acf','Trina','Model-125','HJT',650,22.520,48.000,-0.353
'c9066537-7dcc-4d69-9b22-5b23672ff7bc','c9066537-7dcc-4d69-9b22-5b23672ff7bc','JinkoSolar','Model-712','Poly-PERC',600,21.640,45.500,-0.438
'ecab4bc2-d2ac-437e-9fac-572b36bb4cae','ecab4bc2-d2ac-437e-9fac-572b36bb4cae','Longi','Model-579','TOPCon',650,18.120,43.100,-0.417
'15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','Longi','Model-898','Poly-PERC',600,19.980,47.700,-0.398
'e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','JinkoSolar','Model-298','Poly-PERC',650,19.820,45.000,-0.359
'07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','JA Solar','Model-211','Mono-PERC',600,18.070,42.300,-0.434
'e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','Trina','Model-431','HJT',450,19.330,47.900,-0.396
'c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','JinkoSolar','Model-675','TOPCon',500,18.590,45.600,-0.419
'51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','Trina','Model-365','TOPCon',650,19.240,45.300,-0.402
'2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','JA Solar','Model-298','TOPCon',650,21.770,43.300,-0.441
'8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','JA Solar','Model-280','TOPCon',600,22.520,47.600,-0.410
'ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','JA Solar','Model-603','Bifacial',600,18.510,45.000,-0.367
'62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','Trina','Model-291','TOPCon',450,20.150,42.100,-0.374
'20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','JA Solar','Model-795','Poly-PERC',650,22.030,44.500,-0.369
'40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','JA Solar','Model-400','Mono-PERC',600,22.150,47.700,-0.441
'8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','Trina','Model-586','HJT',450,22.100,46.000,-0.374
'4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','Trina','Model-910','TOPCon',650,22.420,47.300,-0.450
'ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','Trina','Model-399','Mono-PERC',500,22.420,43.200,-0.421
'e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','Canadian Solar','Model-734','Bifacial',650,21.830,47.100,-0.441
'a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','Trina','Model-748','Bifacial',550,19.770,47.200,-0.417
'7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','JA Solar','Model-802','Poly-PERC',550,19.510,43.900,-0.389
'4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','JinkoSolar','Model-434','HJT',550,20.030,47.900,-0.440
