'PHYS_GHOT80','RGB_33D8M7','PERF_F82J4K',83,'Front Heavy',62,'Moderate','Glass',1.2,85.4,0.41,0.27,'Cloth Preferred','Palm','Rubberized',17,'Low','Standard','Premium','IPX1','IPX1','Standard',1.0,106,30,4036,2814
'PHYS_3F7AUT','RGB_INHK9M','PERF_UFXS4T',84,'Back Heavy',74,'Minimal','Virgin PTFE',1.0,91.1,0.48,0.12,'Hard Pad Preferred','Palm','Matte',22,'Medium','Premium','Enhanced','IPX2','IPX1','Standard',1.9,350,32,3626,1975
'PHYS_2Q0KFG','RGB_0P73NA','PERF_3PQ3KQ',116,'Back Heavy',99,'Minimal','Virgin PTFE',0.6,90.7,0.44,0.22,'Cloth Preferred','Hybrid','Rubberized',24,'Low','Enhanced','Enhanced','IPX3','IPX3','Standard',1.7,346,34,2085,1742
'PHYS_LMD7GT','RGB_35OMTP','PERF_YZFPWY',65,'Balanced',27,'Significant','Glass',2.0,99.7,0.46,0.18,'Universal','Palm','Textured',8,'Low','Enhanced','Enhanced','IPX0','IPX0','Military Grade',0.5,320,44,1915,1824
'PHYS_GE110Z','RGB_IHGOM3','PERF_QSEXX3',140,'Balanced',71,'Significant','Glass',0.8,90.2,0.25,0.36,'Cloth Preferred','Fingertip','Matte',15,'Medium','Standard','Premium','IPX2','IPX1','Enhanced',0.9,346,39,3017,4484
'PHYS_JXJTXG','RGB_1TGOOT','PERF_A6MKF5',115,'Balanced',48,'Minimal','PTFE',1.4,96.4,0.47,0.22,'Universal','Hybrid','Glossy',8,'Low','Enhanced','Premium','IPX2','IPX0','Enhanced',1.6,260,23,1215,4154
'PHYS_VK4ZBN','RGB_5BOD8X','PERF_H50EHL',76,'Front Heavy',18,'Significant','Ceramic',0.5,96.8,0.48,0.39,'Universal','Hybrid','Matte',18,'Low','Standard','Premium','IPX0','IPX3','Enhanced',1.7,329,17,4069,4299
'PHYS_IPXX0M','RGB_BWB2CI','PERF_3ZZGII',121,'Front Heavy',75,'Moderate','Ceramic',0.8,94.5,0.39,0.38,'Cloth Preferred','Claw','Glossy',6,'High','Premium','Premium','IPX2','IPX3','Military Grade',1.4,173,39,1855,1858
'PHYS_DUB44J','RGB_LE8AQN','PERF_SEGB09',106,'Balanced',82,'Significant','Virgin PTFE',1.4,82.7,0.20,0.09,'Universal','Palm','Textured',6,'Low','Premium','Enhanced','IPX2','IPX3','Military Grade',1.0,117,16,4360,2845
'PHYS_QTVC68','RGB_DMP1AA','PERF_LJLGHK',110,'Back Heavy',59,'Significant','Glass',0.5,85.6,0.46,0.14,'Hard Pad Preferred','Fingertip','Textured',23,'High','Premium','Enhanced','IPX0','IPX3','Military Grade',1.6,278,19,2265,3452
'PHYS_Q3MZHL','RGB_5YBVZ9','PERF_VX0TMS',126,'Front Heavy',30,'Significant','PTFE',0.8,81.9,0.21,0.18,'Hard Pad Preferred','Fingertip','Rubberized',18,'Low','Enhanced','Enhanced','IPX3','IPX0','Standard',0.9,341,38,4475,2707
'PHYS_0CTFH7','RGB_OVKONJ','PERF_VQ5QT0',129,'Back Heavy',12,'Significant','Virgin PTFE',1.9,81.7,0.20,0.30,'Universal','Claw','Glossy',18,'High','Premium','Standard','IPX1','IPX2','Enhanced',0.8,380,34,2916,4020
'PHYS_9EK5H9','RGB_3MGLBV','PERF_IR0AK5',114,'Front Heavy',3,'Minimal','PTFE',1.8,86.9,0.26,0.22,'Cloth Preferred','Palm','Matte',15,'Low','Enhanced','Premium','IPX1','IPX1','Military Grade',0.9,335,26,4282,4332
'PHYS_H7V0ZT','RGB_CGCMY0','PERF_AE7EO2',105,'Balanced',2,'Significant','Ceramic',1.1,96.8,0.38,0.14,'Universal','Claw','Matte',20,'Low','Premium','Enhanced','IPX3','IPX2','Military Grade',0.7,343,45,4231,3040
'PHYS_P9BA5T','RGB_M8YNBG','PERF_8V7BX5',144,'Balanced',0,'Minimal','Virgin PTFE',0.6,83.7,0.30,0.20,'Universal','Claw','Matte',22,'High','Standard','Premium','IPX1','IPX3','Military Grade',1.9,204,28,1531,4750
'PHYS_IF3NFW','RGB_UE4H1J','PERF_LFZH9H',149,'Front Heavy',34,'Minimal','Ceramic',1.1,98.1,0.32,0.35,'Universal','Palm','Textured',14,'Low','Standard','Enhanced','IPX3','IPX0','Military Grade',2.0,281,40,2126,3795
'PHYS_KBTP9D','RGB_BANB37','PERF_OHC69R',121,'Front Heavy',52,'Minimal','PTFE',0.6,84.5,0.13,0.28,'Hard Pad Preferred','Palm','Textured',14,'Medium','Standard','Premium','IPX2','IPX0','Military Grade',0.8,328,23,2507,2486
'PHYS_AQ6CYG','RGB_8B7QDE','PERF_ES0H1Z',95,'Front Heavy',16,'Moderate','Ceramic',1.4,85.9,0.30,0.31,'Hard Pad Preferred','Hybrid','Matte',22,'Low','Enhanced','Enhanced','IPX1','IPX0','Military Grade',1.2,499,45,3835,2598
'PHYS_RHQ543','RGB_03MPVG','PERF_2CMYJK',94,'Front Heavy',42,'Significant','Glass',1.0,82.4,0.37,0.12,'Cloth Preferred','Claw','Matte',14,'Medium','Standard','Standard','IPX1','IPX0','Enhanced',0.6,479,40,3206,4201
'PHYS_6K9D60','RGB_VR9Z3H','PERF_K1G1CT',146,'Front Heavy',63,'Minimal','PTFE',0.9,91.6,0.25,0.26,'Cloth Preferred','Hybrid','Matte',13,'Medium','Enhanced','Enhanced','IPX3','IPX0','Standard',1.3,250,39,4312,2583
'PHYS_X4RZVB','RGB_B586HG','PERF_XTMU2P',69,'Back Heavy',100,'Moderate','Virgin PTFE',1.9,93.0,0.27,0.32,'Cloth Preferred','Palm','Rubberized',21,'Low','Enhanced','Enhanced','IPX3','IPX2','Standard',1.4,339,32,4631,4707
'PHYS_M282FO','RGB_6PVPGA','PERF_57RO8C',111,'Front Heavy',10,'Minimal','Ceramic',1.1,88.1,0.17,0.19,'Hard Pad Preferred','Palm','Textured',14,'Low','Standard','Premium','IPX0','IPX1','Military Grade',1.7,177,31,3022,1922
'PHYS_0YRNVI','RGB_48PTSS','PERF_KHBA4P',107,'Back Heavy',31,'Significant','Virgin PTFE',1.8,97.0,0.17,0.26,'Cloth Preferred','Palm','Textured',17,'Medium','Standard','Premium','IPX3','IPX3','Military Grade',2.0,388,26,3762,4415
'PHYS_1G2IZ5','RGB_WXUAOO','PERF_OZWIKY',134,'Back Heavy',41,'Significant','PTFE',1.1,85.6,0.27,0.27,'Universal','Claw','Textured',17,'Low','Standard','Premium','IPX2','IPX3','Standard',1.1,268,39,1780,1318
'PHYS_464I4M','RGB_9GV2IN','PERF_V6GC2M',100,'Balanced',98,'Moderate','Glass',1.8,82.8,0.41,0.35,'Cloth Preferred','Hybrid','Glossy',24,'High','Enhanced','Premium','IPX0','IPX3','Standard',1.8,414,16,4801,4275
'PHYS_HPCHLO','RGB_6OA6MM','PERF_VWVJTR',85,'Balanced',62,'Minimal','PTFE',1.4,84.7,0.37,0.11,'Cloth Preferred','Fingertip','Rubberized',18,'High','Premium','Premium','IPX1','IPX0','Standard',1.5,269,36,4056,3210
'PHYS_I7D7BY','RGB_ADFK4D','PERF_1BPQ41',96,'Front Heavy',7,'Minimal','Glass',1.2,87.8,0.32,0.16,'Hard Pad Preferred','Claw','Textured',10,'Low','Enhanced','Standard','IPX1','IPX1','Standard',0.9,207,21,2828,1048
'PHYS_Z7C4QZ','RGB_JB7CHZ','PERF_WCNRD8',92,'Front Heavy',47,'Significant','Virgin PTFE',0.8,82.2,0.19,0.27,'Cloth Preferred','Fingertip','Rubberized',16,'High','Premium','Premium','IPX3','IPX0','Enhanced',1.7,376,15,1996,4781
'PHYS_8MKCCU','RGB_VP36KD','PERF_45JP0H',74,'Front Heavy',7,'Minimal','PTFE',2.0,91.4,0.24,0.19,'Cloth Preferred','Fingertip','Glossy',11,'Medium','Standard','Standard','IPX1','IPX0','Military Grade',1.9,297,42,3998,1805
'PHYS_G1P2NG','RGB_7WSSJ6','PERF_YQE8B7',131,'Balanced',8,'Significant','Glass',0.9,89.2,0.44,0.14,'Cloth Preferred','Fingertip','Glossy',10,'Low','Standard','Premium','IPX1','IPX3','Standard',0.8,216,40,3520,1921
'PHYS_N2LI8B','RGB_18PEV8','PERF_OQUTD7',145,'Back Heavy',99,'Significant','Glass',1.7,80.1,0.19,0.18,'Hard Pad Preferred','Claw','Glossy',7,'Medium','Premium','Enhanced','IPX2','IPX2','Enhanced',0.8,322,30,3163,2141
'PHYS_G734LA','RGB_ET5PBI','PERF_HCBFSE',79,'Front Heavy',23,'Significant','Virgin PTFE',0.5,95.6,0.42,0.34,'Cloth Preferred','Fingertip','Glossy',23,'Medium','Enhanced','Premium','IPX3','IPX2','Enhanced',0.8,448,17,3109,1296
'PHYS_BI771A','RGB_511QBA','PERF_MDFQCA',67,'Back Heavy',42,'Significant','PTFE',1.2,93.8,0.44,0.30,'Hard Pad Preferred','Hybrid','Glossy',11,'Low','Enhanced','Premium','IPX1','IPX2','Standard',2.0,277,41,4222,4354
'PHYS_XEAQ6L','RGB_DHQC0E','PERF_YPCZNY',143,'Balanced',44,'Significant','PTFE',0.5,99.8,0.34,0.24,'Universal','Hybrid','Matte',17,'High','Standard','Enhanced','IPX0','IPX2','Enhanced',0.8,333,26,1449,2221
'PHYS_DVYURL','RGB_9IDYP3','PERF_VCGJ8J',99,'Front Heavy',14,'Moderate','Ceramic',1.0,97.6,0.10,0.10,'Universal','Hybrid','Glossy',9,'Low','Standard','Enhanced','IPX0','IPX0','Enhanced',1.5,382,25,3323,4617
'PHYS_EVRYU8','RGB_NFMBBO','PERF_ET2OFM',124,'Back Heavy',22,'Minimal','PTFE',1.4,81.4,0.42,0.11,'Hard Pad Preferred','Fingertip','Matte',18,'High','Standard','Premium','IPX1','IPX1','Standard',2.0,346,43,3973,4473
'PHYS_4D77SI','RGB_22557B','PERF_U6YYL4',92,'Front Heavy',36,'Significant','PTFE',1.4,90.2,0.22,0.31,'Cloth Preferred','Claw','Textured',16,'Low','Premium','Premium','IPX0','IPX3','Military Grade',0.5,354,45,2174,4848
'PHYS_MCUGSU','RGB_VTANF2','PERF_IY35IZ',149,'Back Heavy',8,'Moderate','Glass',1.4,99.3,0.31,0.17,'Cloth Preferred','Fingertip','Matte',22,'Medium','Standard','Premium','IPX0','IPX1','Standard',1.6,207,18,1003,4283
'PHYS_KA6PDQ','RGB_NV6031','PERF_MFT880',134,'Front Heavy',50,'Moderate','Virgin PTFE',1.0,98.4,0.50,0.20,'Hard Pad Preferred','Hybrid','Matte',23,'Low','Enhanced','Standard','IPX0','IPX2','Military Grade',1.5,463,21,1628,2711
'PHYS_MKJI3H','RGB_Q63HG5','PERF_U4N3R0',116,'Front Heavy',9,'Significant','Virgin PTFE',1.7,87.9,0.46,0.28,'Cloth Preferred','Palm','Matte',20,'Low','Standard','Enhanced','IPX3','IPX0','Military Grade',1.0,451,36,2877,4181
'PHYS_IFC0KD','RGB_20CXXT','PERF_FGTWDZ',92,'Balanced',18,'Minimal','Virgin PTFE',0.6,88.2,0.34,0.17,'Cloth Preferred','Hybrid','Textured',14,'Low','Standard','Premium','IPX0','IPX2','Enhanced',1.2,338,25,2698,3687
'PHYS_LY21YZ','RGB_O52NLQ','PERF_5NL7B1',141,'Back Heavy',23,'Minimal','Virgin PTFE',0.6,81.1,0.20,0.33,'Cloth Preferred','Claw','Rubberized',8,'Medium','Standard','Standard','IPX3','IPX2','Enhanced',0.5,352,35,3647,1321
'PHYS_YJ9ZZW','RGB_A3K3MF','PERF_2B5EA2',62,'Front Heavy',27,'Minimal','Glass',1.1,86.3,0.20,0.30,'Universal','Palm','Matte',21,'Low','Standard','Enhanced','IPX2','IPX2','Enhanced',1.1,192,31,3262,4492
'PHYS_60ALXA','RGB_CC84L4','PERF_7PI6UO',102,'Front Heavy',85,'Minimal','Ceramic',0.5,100.0,0.35,0.25,'Cloth Preferred','Palm','Textured',10,'Medium','Premium','Premium','IPX3','IPX0','Military Grade',0.7,302,38,4015,3149
'PHYS_2SPEU9','RGB_OJDQNL','PERF_3IV32W',62,'Front Heavy',44,'Moderate','Ceramic',0.9,94.3,0.34,0.27,'Cloth Preferred','Hybrid','Rubberized',10,'High','Enhanced','Premium','IPX1','IPX2','Enhanced',1.8,265,30,3402,4441
'PHYS_MNC9AL','RGB_F766TG','PERF_FWDKLC',117,'Front Heavy',25,'Moderate','PTFE',0.9,95.7,0.48,0.37,'Cloth Preferred','Palm','Glossy',17,'Medium','Premium','Enhanced','IPX0','IPX2','Standard',1.1,250,17,1397,1092
'PHYS_BEEE85','RGB_JQGCYB','PERF_XSBRGL',119,'Back Heavy',30,'Significant','PTFE',1.5,93.7,0.45,0.17,'Cloth Preferred','Hybrid','Rubberized',21,'Low','Enhanced','Premium','IPX1','IPX3','Enhanced',1.4,328,30,4466,3476
'PHYS_BURAX9','RGB_9MPVWZ','PERF_UJ1U1L',135,'Front Heavy',34,'Moderate','PTFE',1.6,81.3,0.10,0.18,'Hard Pad Preferred','Hybrid','Textured',17,'Low','Enhanced','Enhanced','IPX1','IPX3','Standard',1.3,230,24,2613,3921
